Recon 2 ID	Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD ID
dhlam	dihydrolipoamide	VLYUGYAKYZETRF-UHFFFAOYSA-N	17694	HMDB00985	C00579	663	
dhlpro	Dihydrolipolprotein		16194				
dhor_S	(S)-dihydroorotate	UFIVEPVSAGBUSI-REOHCLBHSA-N	17025	HMDB03349	C00337		
didp	dIDP	BKUSIKGSPSFQAC-RRKCRQDMSA-N	28823	HMDB03536	C01344	439488	
digalsgalside_hs	Digalactosylceramidesulfate				C06127		
digalside_hs	Digalactosylceramide				C06126		
dimp	2'-deoxyinosine 5'-phosphate(2-)	PHNGFPPXDJJADG-RRKCRQDMSA-N	28806	HMDB06555	C06196	91531	
din	Deoxyinosine	VGONTNSXDCQUGY-RRKCRQDMSA-N	28997	HMDB00071	C05512	65058	
ditp	dITP(4-)	UFJPAQSLHAGEBL-RRKCRQDMSA-N	28807	HMDB03537	C01345	146302	
dkmpp	2,3-diketo-5-methylthio-1-phosphopentane		50604		C15650	561	
dlnlcg	dihomo-gamma-linolenic acid (n-6)	HOBAELRKJCKHQD-UHFFFAOYSA-N	53486	HMDB02925	C03242	3011	LMFA01030158
dlnlcgcoa	dihomo-gamma-linolenyl coenzyme A	FJWJALRUNNZIBB-IBYUJNRCSA-N	27979		C03595	5280609	
dlnlcgcrn	dihomo-gamma-linolenyl carnitine	RDIZZXFTCZPSRY-UHFFFAOYSA-N					
dmantipyrine	demethylated antipyrine	KZQYIMCESJLPQH-UHFFFAOYSA-N	31530	HMDB06240	C13008		
dmgly	N,N-dimethylglycine	FFDGPVCHZBVARC-UHFFFAOYSA-N	17724	HMDB00092	C01026	673	
dmhepcoa	2,6-dimethyl heptanoylcoa	GPXWBKWDXPBLKS-MKXQCCAMSA-J		HMDB06258		53477808	
dmhptcoa	2,6 dimethylheptanoyl-CoA	GPXWBKWDXPBLKS-MKXQCCAMSA-N		HMDB06258			
dmhptcrn	2,6 dimethylheptanoyl carnitine	QBYXBONNCVATNQ-UHFFFAOYSA-N		HMDB06320		53477823	
dmnoncoa	4,8 dimethylnonanoyl-CoA	YGNKJFPEXQCWDB-DPSOZLMZSA-N		HMDB11604			
dmnoncrn	4,8-dimethylnonanoyl carnitine	DDTDJDZHDFMZED-UHFFFAOYSA-N	63874	HMDB06202			
dmpp	Dimethylallyl diphosphate	CBIDRCWHNCKSTO-UHFFFAOYSA-N	16057	HMDB01120	C00235	647	LMPR01010001
dna	DNA		16991				
dna5mtc	DNA 5-methylcytosine				C02967		
dnad	Deamino-NAD+	SENPVEZBRZQVST-HISDBWNOSA-O	18304	HMDB01179	C00857	165491	
doco13ac	docosenoic acid (C22:1)	DPUOLQHDNGRHBS-KTKRTIGZSA-N	28792	HMDB02068	C08316	5281116	LMFA01030089
doco13ecoa	13-docosenoylcoa				C16531	24892791	
docohepcoa	2,4,7,10,13,16,19-docosaheptenoylcoa						
docohexcoa	2,4,7,10,13,16-docosahexenoylcoa						
docosac	Behenic acid	UKMSUNONTOPOIO-UHFFFAOYSA-N	28941	HMDB00944	C08281	8215	LMFA01010022
docosahexcoa	3,7,10,13,16,19-docosahexenoylcoa						
docoscoa	docosanoylcoa	NDDZLVOCGALPLR-JEAMVCTESA-J		HMDB12930		53481548	
docosdiac	docosanedioicacid				C19625	244872	LMFA01170037
dodecanac	Dodecanedioic acid	TVIDDXQYHWJXFK-UHFFFAOYSA-N	4676	HMDB00623	C02678	12736	LMFA01170009
doldp_L	Dolichol diphosphate, human liver homolog		15750				
doldp_U	Dolichol diphosphate, human uterine homolog		15750				
dolglcp_L	Dolichyl beta-D-glucosyl phosphate, human liver homolog		15812				
dolglcp_U	Dolichyl beta-D-glucosyl phosphate, human uterine homolog		15812				
dolichol_L	Dolichol, human liver homolog		16091				
dolichol_U	Dolichol, human uterine homolog		16091				
dolmanp_L	Dolichyl phosphate D-mannose, human liver homolog		15809				
dolmanp_U	Dolichyl phosphate D-mannose, human uterine homolog		15809				
dolp_L	dolichyl phosphate(2-)		57683				
dolp_U	dolichyl phosphate(2-)		57683				
dopa	dopaminium(1+)	VYFYYTLLBUKUHU-UHFFFAOYSA-N	18243	HMDB00073	C03758	681	
dopaqn	L-dopaquinone	AHMIDUVKSGCHAU-LURJTMIESA-N	16852	HMDB01229	C00822	439316	
dopasf	dopamine 3-O-sulfate	NZKRYJGNYPYXJZ-UHFFFAOYSA-N	37946	HMDB06275	C13690	122136	
dpcoa	Dephospho-CoA	KDTSHFARGAKYJN-IBOSZNHHSA-N	15468	HMDB01373	C00882	444485	
drib	2-deoxy-D-ribose	ASJSAQIRZKANQN-CRCLSJGQSA-N	28816	HMDB03224	C01801	22833604	
dsT_antigen	disialyl-T antigen						
dsmsterol	desmosterol	AVSXSVCZWQODGV-DPAQBDIFSA-N	17737	HMDB02719	C01802	439577	LMST01010016
dtdp	dTDP	UJLXYODCHAELLY-XLPZGREQSA-N	18075	HMDB01274	C00363	164628	
dtdp4d6dg	dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)	PSXWNITXWWECNY-UCBTUHGZSA-N	16128	HMDB01399	C11907	439292	
dtdp4d6dm	dTDP-4-dehydro-6-deoxy-L-mannose(2-)	PSXWNITXWWECNY-WPTIAVDBSA-N	15744	HMDB01399	C11907	439293	
dtdpglu	dTDP-glucose(2-)	YSYKRGRSMLTJNL-URARBOGNSA-N	35248	HMDB01328	C00842	443210	
dtdprmn	dTDP-L-rhamnose	ZOSQFDVXNQFKBY-CZRCVJRHSA-N	35452	HMDB06354	C03319	439975	
dtmp	dTMP	GYOZYWVXFNDGLU-XLPZGREQSA-N	17013	HMDB01227	C00364	9700	
dtt	1,4-dithiothreitol	VHJLVAABSRFDPM-UHFFFAOYSA-N	42106	HMDB13593	C00265	439196	
dttOX	trans-1,2-dithiane-4,5-diol		42147		C01119	439407	
dttp	dTTP	NHVNXKFIZYSCEB-XLPZGREQSA-N	18077	HMDB01342	C00459	64968	
dudp	dUDP	QHWZTVCCBMIIKE-SHYZEUOFSA-N	28850	HMDB01000	C01346	145729	
dump	dUMP	JSRLJPSBLDHEIO-SHYZEUOFSA-N	17622	HMDB01409	C00365	65063	
duri	Deoxyuridine	MXHRCPNRJAMMIM-SHYZEUOFSA-N	16450	HMDB00012	C00526	13712	
dutp	dUTP	AHCYMLUZIRLXAA-SHYZEUOFSA-N	17625	HMDB01191	C00460	65070	
dxtrn	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})						
e4hglu	erythro-4-hydroxy-L-glutamate(1-)	HBDWQSHEVMSFGY-STHAYSLISA-N	16338	HMDB02273	C05947	440854	
e4p	D-Erythrose 4-phosphate	NGHMDNPXVRFFGS-IUYQGCFVSA-N	48153	HMDB01321	C00279	122357	
eaflatoxin	aflatoxin B1 exo-8,9-epoxide	KHBXRZGALJGBPA-IRWJRLHMSA-N	30725	HMDB06558	C19586	104756	
eandrstrn	16alpha-hydroxydehydroepiandrosterone	QQIVKFZWLZJXJT-DNKQKWOHSA-N	27771	HMDB00352	C05139	102030	LMST02020064
ebastine	ebastine	MJJALKDDGIKVBE-UHFFFAOYSA-N	211060			3191	
ebastineoh	hydroxylated ebastine						
ecgon	ecgonine	PHMBVCPLDPDESM-RLXKETGRSA-N	4743	HMDB06548	C10858	443003	
egme	ecgoninium methyl ester(1+)	QIQNNBXHAYSQRY-UYXSQOIJSA-N	31529	HMDB06406	C12448		
ei11ecoa	11-eicosenoylcoa				C16530	24892790	
eicostet	eicosatetranoic acid	HQPCSDADVLFHHO-LTKCOYKYSA-N	71488	HMDB02177		11722594	LMFA01030818
eicostetcoa	eicosatetranoyl coenzyme A	PLHICYKOPITJJT-ARIYRTGNSA-N			C16164	23724641	
eicostetcrn	Eicosatetranoyl carnitine						
eipencoa	2,5,8,11,14-eicosapentaenoylcoa						
eitetcoa	5,8,11,14-eicosatetraenoylcoa						
elaid	elaidate	ZQPPMHVWECSIRJ-UHFFFAOYSA-N	16196	HMDB00573	C00712	445639	LMFA01030002
elaidcrn	Elaidic carnitine	IPOLTUVFXFHAHI-UHFFFAOYSA-N		HMDB06464		6441392	
em2emgacpail_hs	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)						
em2emgacpail_prot_hs	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol						
em3gacpail_hs	phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6')						
emem2gacpail_hs	(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7')						
emgacpail_hs	phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5)						
eryth	L-erythrulose	UQPHVQVXLPRNCX-VKHMYHEASA-N	27913	HMDB06293	C02045	5460032	
estradiol	estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N	16469	HMDB00151	C00951	5757	LMST02010001
estradiolglc	17beta-estradiol 3-glucosiduronic acid	MUOHJTRCBBDUOW-QXYWQCSFSA-N	36489	HMDB06224	C05503	13783824	LMST05010007
estriol	estriol	PROQIPRRNZUXQM-ZXXIGWHRSA-N	27974	HMDB00153	C05141	5756	LMST02010003
estriolglc	16-Glucuronide-estriol	FQYGGFDZJFIDPU-JRSYHJKYSA-N		HMDB06766	C05504	122281	LMST05010008
estrone	estrone	DNXHEGUUPJUMQT-CBZIJGRNSA-N	17263	HMDB00145	C00468	5870	LMST02010004
estroneglc	estrone 3-glucosiduronic acid	FJAZVHYPASAQKM-JBAURARKSA-N		HMDB04483	C11133	115255	LMST05010011
estrones	estrone 3-sulfate(1-)	JKKFKPJIXZFSSB-CBZIJGRNSA-N	17474	HMDB01425	C02538	3001028	LMST02010043
etfox	Electron transfer flavoprotein oxidized						
etfrd	Electron transfer flavoprotein reduced						
etha	etha[c]	HZAXFHJVJLSVMW-UHFFFAOYSA-N	16000	HMDB00149	C00189	700	
ethamp	O-phosphonatoethanaminium(1-)	SUHOOTKUPISOBE-UHFFFAOYSA-N	17553	HMDB00224	C00346	1015	
etoh	ethanol	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	16236	HMDB00108	C00469	702	
f1a	F1alpha						
f1p	D-Fructose 1-phosphate	RHKKZBWRNHGJEZ-ARQDHWQXSA-N	37515	HMDB01076	C01094	10400369	
f26bp	beta-D-fructofuranose 2,6-bisphosphate(4-)	YXWOAJXNVLXPMU-ZXXMMSQZSA-N	28602	HMDB01047	C00665	105021	
f5hoxkyn	Formyl-5-hydroxykynurenamine	CKAXPTWYSHDIBN-UHFFFAOYSA-N		HMDB12948	C05647	440743	
f6p	D-Fructose 6-phosphate	GSXOAOHZAIYLCY-HSUXUTPPSA-N	15946	HMDB00124	C00085	69507	
fad	Flavin adenine dinucleotide oxidized	VWWQXMAJTJZDQX-UYBVJOGSSA-N	16238	HMDB01248	C00016	643975	
fadh2	Flavin adenine dinucleotide reduced	YPZRHBJKEMOYQH-UYBVJOGSSA-N	17877	HMDB01197	C01352	446013	
fald	formaldehyde	WSFSSNUMVMOOMR-UHFFFAOYSA-N	16842	HMDB01426	C00067	712	
fdp	D-Fructose 1,6-bisphosphate	RNBGYGVWRKECFJ-ZXXMMSQZSA-N	37736	HMDB01058	C00354	172313	
fe2	Fe2+	CWYNVVGOOAEACU-UHFFFAOYSA-N	29033	HMDB00692	C14818	27284	
fe3	Fe3+	VTLYFUHAOXGGBS-UHFFFAOYSA-N	29034	HMDB12943	C14819	29936	
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	VDXLUNDMVKSKHO-XVFCMESISA-N	58426	HMDB01308	C04376	130805	
ficytC	Ferricytochrome c		15991				
fmn	FMN	FVTCRASFADXXNN-SCRDCRAPSA-N	17621	HMDB01520	C00061	643976	
fn2m2masn	N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine						
fna5moxam	Formyl-N-acetyl-5-methoxykynurenamine	JYWNYMJKURVPFH-UHFFFAOYSA-N		HMDB04259	C05642	171161	
focytC	Ferrocytochrome C		16928				
fol	Folate	OVBPIULPVIDEAO-LBPRGKRZSA-N	27470	HMDB00121	C00504	6037	
for	Formate	BDAGIHXWWSANSR-UHFFFAOYSA-N	30751	HMDB00142	C00058	284	
forglu	N-Formimidoyl-L-glutamate	NRXIKWMTVXPVEF-BYPYZUCNSA-N	7274	HMDB00854	C00439	439233	
formcoa	formyl-CoA(4-)	SXMOKYXNAPLNCW-GORZOVPNSA-N	15522	HMDB03419	C00798	439313	
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	PMCOGCVKOAOZQM-XVFCMESISA-N	58478	HMDB00999	C04640		
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	ABCOOORLYAOBOZ-KQYNXXCUSA-N	18381	HMDB01439	C04734	166760	
frdp	Farnesyl diphosphate	VWFJDQUYCIWHTN-UHFFFAOYSA-N	50277	HMDB00961	C00448	445713	LMPR0103010002
fru	D-Fructose	RFSUNEUAIZKAJO-ARQDHWQXSA-N	28645	HMDB00660	C02336	439709	
fuc12gal14acglcgalgluside_hs	Type IIH glycolipid						
fuc132galacglcgal14acglcgalgluside_hs	V3Fuc-nLc6Cer						
fuc13galacglcgal14acglcgalgluside_hs	III3Fuc-nLc6Cer						
fuc14galacglcgalgluside_hs	Lea glycolipid						
fuc1p_L	L-Fucose 1-phosphate	PTVXQARCLQPGIR-DHVFOXMCSA-N	28319	HMDB01265	C02985	439871	
fuc_L	L-fucose	SHZGCJCMOBCMKK-DHVFOXMCSA-N	2181	HMDB00174	C01019	17106	
fucacgalfucgalacglcgalgluside_hs	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1		62656				
fucacngal14acglcgalgluside_hs	IV3-a-NeuAc,III3-a-Fuc-nLc4Cer		62374				
fucacngalacglcgalgluside_hs	IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer						
fucfuc12gal14acglcgalgluside_hs	Ley glycolipid		62562				
fucfuc132galacglcgal14acglcgalgluside_hs	V3Fuc,III3Fuc-nLc6Cer						
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1						
fucfucfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1						
fucfucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1						
fucfucgalacglcgal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1						
fucfucgalacglcgalacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1						
fucfucgalacglcgalgluside_hs	Leb glycolipid						
fucgal14acglcgalgluside_hs	Lacto-N-fucopentaosyl III ceramide						
fucgalacgalfuc12gal14acglcgalgluside_hs	Type IIIH glycolipid		27718				
fucgalacgalfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1						
fucgalacglc13galacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1		62671				
fucgalacglcgal14acglcgalgluside_hs	VI2Fuc-nLc6		61648				
fucgalacglcgalgluside_hs	Type IH glycolipid		28743				
fucgalfucgalacglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1						
fucgalgbside_hs	fucosyl galactosylgloboside						
fum	Fumarate	VZCYOOQTPOCHFL-OWOJBTEDSA-N	18012	HMDB00134	C00122	444972	
g1m6masnB1	glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
g1m7masnB	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)						
g1m7masnC	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)						
g1m8masn	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05875		
g1m8mpdol_L	alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog				C05870		
g1m8mpdol_U	alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
g1p	D-Glucose 1-phosphate	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	16077	HMDB01586	C00103	65533	
g2m8masn	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05874		
g2m8mpdol_L	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog						
g2m8mpdol_U	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
g3m8masn	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05873		
g3m8mpdol_L	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog						
g3m8mpdol_U	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog						
g3p	Glyceraldehyde 3-phosphate	LXJXRIRHZLFYRP-UHFFFAOYSA-N	17138	HMDB01112	C00661	729	
g3pc	sn-Glycero-3-phosphocholine	SUHOQUVVVLNYQR-MRVPVSSYSA-O	16870	HMDB00086	C00670	439285	
g6p	D-Glucose 6-phosphate	NBSCHQHZLSJFNQ-GASJEMHNSA-N	4170	HMDB01401	C00092	5958	
ga1_hs	gibberellin A1(1-)						
ga2_hs	GA2						
gacpail_hs	glucosaminyl-acylphosphatidylinositol						
gal	D-Galactose	WQZGKKKJIJFFOK-PHYPRBDBSA-N	28061	HMDB00143	C00984	439357	
gal14acglcgalgluside_hs	Lactoneotetraosylceramide						
gal1p	(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate	HXXFSFRBOHSIMQ-FPRJBGLDSA-N	17973	HMDB00645	C00446	123912	
galacgalfuc12gal14acglcgalgluside_hs	(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1		62575				
galacgalfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1						
galacglc13galacglcgal14acglcgalgluside_hs	nLc8Cer						
galacglcgal14acglcgalgluside_hs	i-antigen		62266				
galacglcgalacglcgal14acglcgalgluside_hs	I-antigen		62266				
galacglcgalgbside_hs	Gal-GlcNAc-Gal globoside						
galacglcgalgluside_hs	Lc4Cer						
galfuc12gal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1						
galfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1						
galfucgalacglcgalgluside_hs	Type IB glycolipid		28287				
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs	(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1		62306				
galgalgalthcrm_hs	Gal-Gal-Gal-Gal-Gal-Glc-Cer						
galgalthcrm_hs	Gal-Gal-Gal-Gal-Glc-Cer						
galgbside_hs	galactosylgloboside		62571				
galgluside_hs	galactosyl glucosyl ceramide						
galside_hs	D-galactosyl-N-acylsphingosine						
galt	galactitol	FBPFZTCFMRRESA-GUCUJZIJSA-N	16813	HMDB00107	C01697	11850	
galthcrm_hs	Gal-Gal-Gal-Glc-Cer						
gam	D-Glucosamine	MSWZFWKMSRAUBD-IVMDWMLBSA-N	47977	HMDB01514	C00329	439213	
gam6p	D-Glucosamine 6-phosphate	XHMJOUIAFHJHBW-UKFBFLRUSA-N	15873	HMDB01254	C00352	121988	
gar	N1-(5-Phospho-D-ribosyl)glycinamide	OBQMLSFOUZUIOB-SHUUEZRQSA-N	58457	HMDB02022	C03838	160913	
gbside_hs	globoside		18259				
gcald	glycolaldehyde	WGCNASOHLSPBMP-UHFFFAOYSA-N	17071	HMDB03344	C00266	756	
gchola	glycocholate	RFDAIACWWDREDC-FRVQLJSFSA-N	17687	HMDB00138	C01921	10140	LMST05030001
gd1a_hs	N-acetylneuraminosyl-D-galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminosyl)-D-galactosyl-D-glucosylceramide dianion		58397				
gd1b2_hs	GD1beta						
gd1b_hs	GD1b						
gd1c_hs	GD1c						
gd2_hs	GD2		28648				
gd3_hs	GD3						
gdp	GDP	QGWNDRXFNXRZMB-UUOKFMHZSA-N	17552	HMDB01201	C00035	8977	
gdpddman	GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-)	PNHLMHWWFOPQLK-BKUUWRAGSA-N	16955	HMDB01346	C01222	439446	
gdpfuc	GDP-L-fucose(2-)	LQEBEXMHBLQMDB-QIXZNPMTSA-N	17009	HMDB01095	C00325	439211	
gdpmann	GDP-alpha-D-mannose(2-)	MVMSCBBUIHUTGJ-GDJBGNAASA-N	15820	HMDB01163	C00096	18396	
ggdp	2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)	OINNEUNVOZHBOX-UHFFFAOYSA-N	48861	HMDB04486	C00353	735	LMPR0104010001
ggn	primed glycogenin (glycogenin-8[1,4-Glc])						
glac	D-glucurono-6,3-lactone	UYUXSRADSPPKRZ-SKNVOMKLSA-N	18268	HMDB06355	C02670	92283	
glc1man	glucose-1,3-mannose oligosaccharide	QIGJYVCQYDKYDW-WPMDEUETSA-N	27554		C04147	440240	
glc2man	(2)[glucose-1,3]-mannose oligosaccharide						
glc3man	glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide						
glc_D	D-glucose	WQZGKKKJIJFFOK-GASJEMHNSA-N	4167	HMDB00122	C00031	5793	
glcn	D-gluconate	RGHNJXZEOKUKBD-SQOUGZDYSA-N	33198	HMDB00625	C00257	10690	
glcr	D-glucarate(2-)	DSLZVSRJTYRBFB-LLEIAEIESA-N	16002	HMDB00663	C00818	33037	LMFA01170108
glcur	D-glucuronate	AEMOLEFTQBMNLQ-WAXACMCWSA-N	47952	HMDB00127	C00191	444791	
glcur1p	D-Glucuronate 1-phosphate	AIQDYKMWENWVQJ-AQKNRBDQSA-N	35145	HMDB03976	C05385	440650	
glgchlo	beta glucan-glycocholate complex						
gln_L	L-glutamine	ZDXPYRJPNDTMRX-VKHMYHEASA-N	18050	HMDB00641	C00064	5961	
gltcho	beta glucan-taurocholic acid complex						
gltdechol	beta glucan-taurodeoxycholic acid complex						
glu5p	L-Glutamate 5-phosphate	PJRXVIJAERNUIP-VKHMYHEASA-N	17798	HMDB01228	C03287	193475	
glu5sa	L-Glutamate 5-semialdehyde	KABXUUFDPUOJMW-BYPYZUCNSA-N	17232	HMDB02104	C01165	193305	
glu_L	L-glutamate(1-)	WHUUTDBJXJRKMK-VKHMYHEASA-N	16015	HMDB00148	C00025	33032	
gluala	5-L-Glutamyl-L-alanine	WQXXXVRAFAKQJM-WHFBIAKZSA-N	50619	HMDB06248	C03740	440103	
glucys	gamma-L-Glutamyl-L-cysteine	RITKHVBHSGLULN-WHFBIAKZSA-N	17515	HMDB01049	C00669	123938	
gluside_hs	D-glucosyl-N-acylsphingosine		18368				
glutcoa	glutaryl-CoA(5-)	SYKWLIJQEHRDNH-CKRMAKSASA-N	15524	HMDB01339	C00527	439252	
glx	glyoxylate	HHLFWLYXYJOTON-UHFFFAOYSA-N	16891	HMDB00119	C00048	760	
gly	Glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N	15428	HMDB00123	C00037	750	
glyald	D-Glyceraldehyde	MNQZXJOMYWMBOU-VKHMYHEASA-N	17378	HMDB01051	C02154	79014	
glyb	glycine betaine	KWIUHFFTVRNATP-UHFFFAOYSA-N	17750	HMDB00043	C00719	247	
glyc	Glycerol	PEDCQBHIVMGVHV-UHFFFAOYSA-N	17754	HMDB00131	C00116	753	
glyc3p	Glycerol 3-phosphate	AWUCVROLDVIAJX-GSVOUGTGSA-N	15978	HMDB00126	C00093	439162	
glyc_R	D-glycerate	RBNPOMFGQQGHHO-UWTATZPHSA-N	32398	HMDB00139	C00258	439194	
glyc_S	(S)-Glycerate	RBNPOMFGQQGHHO-REOHCLBHSA-N	33871	HMDB06372		6326776	
glyclt	glycolate	AEMRFAOFKBGASW-UHFFFAOYSA-N	17497	HMDB00115	C00160	757	
glygly	Glycyl-glycine	YMAWOPBAYDPSLA-UHFFFAOYSA-N	17201	HMDB11733	C02037	11163	
glygn1	glycogen, structure 1 (glycogenin-11[1,4-Glc])						
glygn2	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})						
glygn3	glycogen, structure 3 (glycogenin-7[1,4-Glc])						
glygn4	glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})						
glygn5	glycogen, structure 5 (glycogenin-2[1,4-Glc])						
glyleu	Glycylleucine	DKEXFJVMVGETOO-LURJTMIESA-N	185298	HMDB00759	C02155	92843	
glyphe	Glycylphenylalanine					97415	
glypro	Glycylproline	KZNQNBZMBZJQJO-UHFFFAOYSA-N	70744	HMDB00721		79101	
glysar	Glycylsarcosine					93131	
gm1_hs	ganglioside GM1						
gm1a_hs	GM1alpha						
gm1b_hs	GM1b		62370				
gm2_hs	N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminosyl-(2->3)]-beta-D-galactosyl-beta-D-glucosyl-(1<->1)-ceramide anion		58857				
gm2a_hs	GM2alpha						
gm3_hs	alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-)		60065				
gmp	GMP	RQFCJASXJCIDSX-UUOKFMHZSA-N	17345	HMDB01397	C00144	6804	
gncore1	GlcNAc-alpha-1,4-Core 1						
gncore2	GlcNAc-alpha-1,4-Core 2						
gp1c_hs	GP1c						
gp1calpha_hs	GP1c alpha						
gpail_hs	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol		17049				
gpi_hs	{[PE-Man-],[PE-]Man},{PE-}Man-GlcN-acylPI						
gpi_prot_hs	{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI						
gpi_sig	glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide)						
gq1b_hs	GQ1b						
gq1balpha_hs	GQ1balpha						
gq1c_hs	GQ1c						
grdp	Geranyl diphosphate	GVVPGTZRZFNKDS-UHFFFAOYSA-N	17211	HMDB01285	C00341	445995	LMPR0102010001
gsn	Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	16750	HMDB00133	C00387	6802	
gt1a_hs	GT1a		27691				
gt1alpha_hs	GT1aalpha						
gt1b_hs	GT1b		28058				
gt1c_hs	GT1c						
