Recon 2 ID	Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD ID
andrstrn	androsterone	QGXBDMJGAMFCBF-HLUDHZFRSA-N	16032	HMDB00031	C00523	5879	LMST02020001
andrstrnglc	androsterone 3-glucosiduronic acid	VFUIRAVTUVCQTF-BSOWLZGZSA-N	28832	HMDB02829	C11135		LMST05010013
anth	anthranilate	RWZYAGGXGHYGMB-UHFFFAOYSA-N	30754	HMDB01123	C00108	227	
antipyrene	antipyrine	VEQOALNAAJBPNY-UHFFFAOYSA-N	31225		C13244	2206	
ap4a	P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)	YOAHKNVSNCMZGQ-XPWFQUROSA-N	17422	HMDB01211	C01260		
apnnox	alpha-pinene oxide	NQFUSWIGRKFAHK-UHFFFAOYSA-N	29060	HMDB03667	C02759	91508	LMPR0102120007
apoC	Apocarboxlase (no lys residue)						
apoC_Lys	Apocarboxylase (Lys residue)						
apoC_Lys_btn	Holocarboxylase (biotin covalent bound to Lys residue of apoC)						
appnn	(+)-alpha-pinene	GRWFGVWFFZKLTI-RKDXNWHRSA-N	36740	HMDB06525	C09880	82227	LMPR0102120012
aprgstrn	(20S)-20-hydroxypregn-4-en-3-one	RWBRUCCWZPSBFC-RXRZZTMXSA-N	28453	HMDB03069	C04042		LMST02030169
aprut	N-acetylputrescinium	KLZGKIDSEJWEDW-UHFFFAOYSA-N	17768	HMDB02064	C02714		
aps	5'-adenylyl sulfate(2-)	IRLPACMLTUPBCL-KQYNXXCUSA-N	17709	HMDB01003	C00224	10238	
aqcobal	Aquacob(III)alamin	YOZNUFWCRFCGIH-UVKKECPRSA-L	15852	HMDB03458	C00992		
arab_L	L-arabinose	SRBFZHDQGSBBOR-HWQSCIPKSA-N	17535	HMDB00646	C00259		
arach	arachidate	VKOBVWXKNCXXDE-UHFFFAOYSA-N	28822	HMDB02212	C06425	10467	LMFA01010020
arachcoa	arachidyl coenzyme A	JYLSVNBJLYCSSW-IBYUJNRCSA-N	15527	HMDB04258	C02041	16061151	
arachcrn	arachidyl carnitine	SVJLJQBGUITFLI-UHFFFAOYSA-N		HMDB06460		53477833	
arachd	arachidonate	YZXBAPSDXZZRGB-UHFFFAOYSA-N	15843	HMDB01043	C00219	444899	LMFA01030001
arachdcoa	arachidonoyl-CoA(4-)	JDEPVTUUCBFJIW-IBYUJNRCSA-N	57368	HMDB06523	C02249	16061152	LMFA07050007
arachdcrn	C20:4 carnitine						
arg_D	D-argininium(1+)	ODKSFYDXXFIFQN-SCSAIBSYSA-N	15816	HMDB03416	C00792		
arg_L	L-argininium(1+)	ODKSFYDXXFIFQN-BYPYZUCNSA-N	16467	HMDB00517	C00062	6322	
argsuc	N(omega)-(L-Arginino)succinate	KDZOASGQNOPSCU-WDSKDSINSA-N	57472	HMDB00052	C03406	16950	
ascb_L	L-ascorbate	CIWBSHSKHKDKBQ-JLAZNSOCSA-N	29073	HMDB00044	C00072		
asn_L	L-asparagine	DCXYFEDJOCDNAF-REOHCLBHSA-N	17196	HMDB00168	C00152	6267	
asp_D	D-aspartate(1-)	CKLJMWTZIZZHCS-UWTATZPHSA-N	17364	HMDB06483	C00402	83887	
asp_L	L-aspartate(1-)	CKLJMWTZIZZHCS-REOHCLBHSA-N	17053	HMDB00191	C00049	5960	
atp	ATP	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	15422	HMDB00538	C00002	5957	
avite1	(+)-alpha-tocopherol	GVJHHUAWPYXKBD-IEOSBIPESA-N	18145	HMDB01893	C02477	14985	LMPR02020001
avite2	alpha-tocotrienol	RZFHLOLGZPDCHJ-GDLZYMKVSA-N	33270	HMDB06327	C14153	5282347	LMPR02020054
b2coa	crotonoyl-CoA(4-)	KFWWCMJSYSSPSK-CITAKDKDSA-N	57332	HMDB02009	C00877	5280381	
bamppald	beta-Aminopropion aldehyde	PCXDJQZLDDHMGX-UHFFFAOYSA-N	18090	HMDB01106	C05665	75	
bdg2hc	cis-beta-D-Glucosyl-2-hydroxycinnamate	GVRIYIMNJGULCZ-TVKJYDDYSA-N	62251		C05839	5316113	
betald	betaine aldehyde	SXKNCCSPZDCRFD-UHFFFAOYSA-N	15710	HMDB01252	C00576	249	
bglc	beta-glucans						
bgly	N-benzoylglycinate	QIAFMBKCNZACKA-UHFFFAOYSA-N	18089	HMDB00714	C01586	464	
bhb	(R)-3-hydroxybutyrate	WHBMMWSBFZVSSR-GSVOUGTGSA-N	17066	HMDB00011	C01089		LMFA01050243
bildglcur	bis(beta-glucosyluronate)bilirubin	SCJLWMXOOYZBTH-ISDVUUGPSA-N	18392	HMDB03325	C05787		
bilglcur	mono(glucosyluronic acid)bilirubin(2-)	ARBDURHEPGRPSR-OZKSMCSRSA-N	57767				
bilirub	bilirubin(2-)	BPYKTIZUTYGOLE-UHFFFAOYSA-N	16990	HMDB00054	C00486		
biliverd	biliverdin(2-)	QBUVFDKTZJNUPP-UHFFFAOYSA-N	17033	HMDB01008	C00500		
biocyt	Biocytin	BAQMYDQNMFBZNA-MNXVOIDGSA-N	27870	HMDB03134	C05552	83814	
btamp	Biotinyl-5'-AMP	UTQCSTJVMLODHM-RHCAYAJFSA-N	3110	HMDB04220	C05921	5326875	
btcoa	Butanoyl-CoA	CRFNGMNYKDXRTN-UHFFFAOYSA-N	57371	HMDB01088	C00136	265	
btn	Biotin	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	15956	HMDB00030	C00120	171548	
but	butyrate	FERIUCNNQQJTOY-UHFFFAOYSA-N	30772	HMDB00039	C00246	264	LMFA01010004
bvite	beta-tocopherol	WGVKWNUPNGFDFJ-DQCZWYHMSA-N	47771	HMDB06335	C14152		
bz	benzoate	WPYMKLBDIGXBTP-UHFFFAOYSA-N	30746	HMDB01870	C00180		
c101coa	decenoylcoa						
c101crn	decenoyl carnitine	GOOOCIIXFLVRAG-UHFFFAOYSA-N		HMDB13205		53481651	
c10crn	decanoyl carnitine	LZOSYCMHQXPBFU-UHFFFAOYSA-N	68830	HMDB00651		10245190	
c10dc	sebacoyl carnitine						
c12dc	dodecanedioyl carnitine						
c12dccoa	dodecanedioylcoa						
c14dccoa	tetradecanedioylcoa						
c16dc	Hexadecanedioic acid mono-L-carnitine ester	UNHCPLSWMNPZTD-UHFFFAOYSA-N		HMDB00712		566787	LMFA07070007
c226coa	cervonyl coenzyme A	MENFZXMQSYYVRK-ZUIQPFKESA-N			C16169		
c226crn	cervonyl carnitine	WLLMYDQRCSWAST-UHFFFAOYSA-N		HMDB06510			
c2m26dcoa	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	MPYXOYHSKAAPLW-ZPZYAKGGSA-N		HMDB06540	C11946	11953968	
c3dc	malonyl carnitine	ZGNBLKBZJBJFDG-ZETCQYMHSA-N		HMDB02095		22833583	
c4crn	butyryl carnitine	QWYFHHGCZUCMBN-UHFFFAOYSA-N	7676	HMDB02013	C02862	439829	
c4dc	succinyl carnitine						
c51crn	tiglyl carnitine	WURBQCVBQNMUQT-RMKNXTFCSA-N		HMDB02366		22833596	
c5dc	glutaryl carnitine	NXJAXUYOQLTISD-VIFPVBQESA-N		HMDB13130		53481622	
c6crn	hexanoyl carnitine	VVPRQWTYSNDTEA-UHFFFAOYSA-N	70749	HMDB00705		6426853	
c6dc	adipoyl carnitine						
c81coa	octenoylcoa	CPSDNAXXKWVYIY-DPSCIZRPSA-N	27537	HMDB03949	C05276	5280769	
c81crn	octenoyl carnitine	YMIVWYONPRZBEJ-LXKVQUBZSA-N		HMDB13324		53481667	
c8crn	octanoyl carnitine	CXTATJFJDMJMIY-CYBMUJFWSA-N	18102	HMDB00791	C02838	11953814	LMFA07070002
c8dc	suberyl carnitine						
ca2	calcium(2+)	BHPQYMZQTOCNFJ-UHFFFAOYSA-N	29108	HMDB00464	C00076		
cala	N-carbamoyl-beta-alaninate	JSJWCHRYRHKBBW-UHFFFAOYSA-N	18261	HMDB00026	C02642		
camp	3',5'-cyclic AMP(1-)	IVOMOUWHDPKRLL-KQYNXXCUSA-N	17489	HMDB00058	C00575	6076	
carn	carnosine	CQOVPNPJLQNMDC-ZETCQYMHSA-N	15727	HMDB00033	C00386	439224	
caro	beta-carotene	OENHQHLEOONYIE-UHFFFAOYSA-N	17579	HMDB00561	C02094		LMPR01070001
carveol	(-)-trans-carveol	BAVONGHXFVOKBV-ZJUUUORDSA-N	15389	HMDB03450	C00964		LMPR0102090005
cbasp	N-Carbamoyl-L-aspartate	HLKXYZVTANABHZ-REOHCLBHSA-N	15859	HMDB00828	C00438	93072	
cbl1	Cob(I)alamin	SJBNFITWNDPBKE-WJICPROSSA-N	15982	HMDB03429	C00853		
cbl2	Cob(II)alamin	QDYKIIMTNDYRAM-FSANSEACSA-M	16304	HMDB06316	C00541		
cbp	Carbamoyl phosphate	FFQKYPRQEYGKAF-UHFFFAOYSA-N	17672	HMDB01096	C00169	278	
cca_d3	Calcitroic acid (D3)						
cdp	CDP	ZWIADYZPOWUWEW-XVFCMESISA-N	17239	HMDB01546	C00112	6132	
cdpchol	CDPcholine	RZZPDXZPRHQOCG-OJAKKHQRSA-N	16436	HMDB01413	C00307	13804	
cdpdag_hs	CDP-diacylglycerol(2-)		58332				
cdpea	CDP-ethanolamine(1-)	WVIMUEUQJFPNDK-PEBGCTIMSA-N	16732	HMDB01564	C00570	123727	
cgly	L-cysteinylglycine	ZUKPVRWZDMRIEO-VKHMYHEASA-N	4047	HMDB00078	C01419	439498	
ch4s	Methanethiol	LSDPWZHWYPCBBB-UHFFFAOYSA-N	16007	HMDB03227	C00409	878	
chito2pdol_L	N,N'-Diacetylchitobiosyldiphosphodolichol, human liver homolog		12427				
chito2pdol_U	N,N'-Diacetylchitobiosyldiphosphodolichol, human uterine homolog		12427				
chlstol	5alpha-cholesta-7,24-dien-3beta-ol	PKEPPDGGTSZLBL-SKCNUYALSA-N	16290	HMDB06842	C05439		LMST01010206
chol	Choline	OEYIOHPDSNJKLS-UHFFFAOYSA-N	15354	HMDB00097	C00114	305	
cholate	Cholate	BHQCQFFYRZLCQQ-OELDTZBJSA-N	16359	HMDB00619	C00695	221493	LMST04010001
cholcoa	choloyl-CoA(4-)	ZKWNOTQHFKYUNU-JGCIYWTLSA-N	15519	HMDB01374	C01794	439573	
cholcoads	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	QVDPWQVOSKJUES-SQEGORTJSA-N	27505	HMDB06889	C05460	5280797	
cholcoaone	3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-)	AWLXQJGPNLCTLM-YFXOTMPNSA-N	27379	HMDB06891	C05467	25195379	
cholcoar	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)	MNYDLIUNNOCPHG-FJWDCHQMSA-N	37642	HMDB02178	C05448	15942889	
cholcoas	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	MNYDLIUNNOCPHG-SEGQUPMDSA-N	15493	HMDB02178	C05448	15942888	
cholp	choline phosphate(1-)	YHHSONZFOIEMCP-UHFFFAOYSA-M	18132	HMDB01565	C00588		
chsterol	cholesterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N	16113	HMDB00067	C00187	5997	LMST01010001
chsterols	cholesterol sulfate	BHYOQNUELFTYRT-DPAQBDIFSA-N	41321	HMDB00653	C18043	65076	LMST05020016
chtn	chitin	WZZVUHWLNMNWLW-VFCSDQTKSA-N	71404				
cit	Citrate	KRKNYBCHXYNGOX-UHFFFAOYSA-N	30769	HMDB00094	C00158	311	
citmcoa_L	(3S)-citramalyl-CoA(5-)	XYGOWHUIVNMEIA-XBVYHAPZSA-N	36882	HMDB06345	C01011		
citr_L	L-citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N	16349	HMDB00904	C00327	9750	
cl	Chloride	VEXZGXHMUGYJMC-UHFFFAOYSA-N	17996	HMDB00492	C00698	312	
clpn_hs	cardiolipin						
clpnd	clupanodonic acid	YUFFSWGQGVEMMI-UHFFFAOYSA-N	53488	HMDB06528	C16513		LMFA04000044
clpndcoa	clupanodonyl CoA	NDRVWKXEWNMEEO-IKNWWIGSSA-N		HMDB06267	C16166	53477812	
clpndcrn	clupanodonyl carnitine	AOSDFVDGMYPTHD-UHFFFAOYSA-N		HMDB06496			
cmp	CMP	IERHLVCPSMICTF-XVFCMESISA-N	17361	HMDB00095	C00055	6131	
cmp2amep	CMP-2-aminoethylphosphonate	FBADRUOBFLBKJQ-PEBGCTIMSA-N			C05673	440754	
cmpacna	CMP-N-acetyl-beta-neuraminate(2-)	TXCIAUNLDRJGJZ-BILDWYJOSA-N	16556	HMDB01176	C00128		
cmpntm2amep	CMP-N-trimethyl-2-aminoethylphosphonate	RNUGPSIGKYHQNQ-OJAKKHQRSA-O			C05674	440755	
cmusa	cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate	KACPVQQHDVBVFC-UHFFFAOYSA-N	995	HMDB01330	C04409	5280673	
co	carbon monoxide	UGFAIRIUMAVXCW-UHFFFAOYSA-N	17245	HMDB01361	C00237	281	
co2	carbon dioxide	CURLTUGMZLYLDI-UHFFFAOYSA-N	16526	HMDB01967	C00011	280	
coa	Coenzyme A	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	15346	HMDB01423	C00010	6816	
coke	cocaine(1+)	ZPUCINDJVBIVPJ-LJISPDSOSA-N	27958		C01416	446220	
core2	Core 2		15876				
core3	Core 3		16250				
core4	Core 4		16478				
core5	Core 5						
core6	Core 6						
core7	Core 7						
core8	Core 8						
cortsn	cortisone	MFYSYFVPBJMHGN-ZPOLXVRWSA-N	16962	HMDB02802	C00762	222786	LMST02030090
coucoa	4-coumaroyl-CoA(4-)	DMZOKBALNZWDKI-FUEUKBNZSA-N	57355		C00223	147899	
coumarin	coumarin	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N	28794	HMDB01218	C05851	323	
cpppg1	Coproporphyrinogen I	WIUGGJKHYQIGNH-UHFFFAOYSA-N	28607	HMDB02158	C05768	440776	
cpppg3	Coproporphyrinogen III	NIUVHXTXUXOFEB-UHFFFAOYSA-N	15439	HMDB01261	C03263	321	
creat	creatine	CVSVTCORWBXHQV-UHFFFAOYSA-N	16919	HMDB00064	C00300		
crm_hs	N-acylsphingosine		52639				
crmp_hs	ceramide 1-phosphate(2-)		57674				
crn	L-Carnitine	PHIQHXFUZVPYII-ZCFIWIBFSA-N	16347	HMDB00062	C15025	10917	
crtn	creatinine	DDRJAANPRJIHGJ-UHFFFAOYSA-N	16737	HMDB00562	C00791		
crtsl	cortisol	JYGXADMDTFJGBT-VWUMJDOOSA-N	17650	HMDB00063	C00735	5754	LMST02030001
crtstrn	corticosterone	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	16827	HMDB01547	C02140		LMST02030186
crvnc	cervonic acid, C22:6 n-3	MBMBGCFOFBJSGT-KUBAVDMBSA-N	28125	HMDB02183	C06429		LMFA01030185
cs_a	chondroitin sulfate A (GalNAc4S-GlcA), free chain						
cs_a_b_e_pre1	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1						
cs_a_b_pre2	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2						
cs_a_b_pre3	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3						
cs_a_deg1	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1						
cs_a_deg2	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2						
cs_a_deg3	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3						
cs_a_deg4	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4						
cs_a_deg5	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5						
cs_b	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain						
cs_b_deg1	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1						
cs_b_deg2	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2						
cs_b_deg3	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3						
cs_b_pre4	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4						
cs_b_pre5	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5						
cs_c	chondroitin sulfate C (GalNAc6S-GlcA), free chain						
cs_c_d_e_pre1	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1						
cs_c_deg1	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1						
cs_c_deg2	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2						
cs_c_deg3	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3						
cs_c_deg4	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4						
cs_c_deg5	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5						
cs_c_pre2	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2						
cs_c_pre3	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3						
cs_d	chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain						
cs_d_deg1	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1						
cs_d_deg2	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2						
cs_d_deg3	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3						
cs_d_deg4	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4						
cs_d_deg5	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5						
cs_d_deg6	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6						
cs_d_pre2	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2						
cs_d_pre3	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3						
cs_d_pre4	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4						
cs_d_pre5	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5						
cs_e	chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain						
cs_e_deg1	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1						
cs_e_deg2	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2						
cs_e_deg3	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3						
cs_e_deg4	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4						
cs_e_deg5	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5						
cs_e_deg6	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6						
cs_e_deg7	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7						
cs_e_pre2	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2						
cs_e_pre3	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3						
cs_e_pre4	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4						
cs_e_pre5a	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a						
cs_e_pre5b	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b						
cs_hs_linkage	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))						
cs_pre	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))				C04893		
csn	cytosine	OPTASPLRGRRNAP-UHFFFAOYSA-N	16040	HMDB00630	C00380	597	
cspg_a	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan						
cspg_b	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan						
cspg_c	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan						
cspg_d	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan						
cspg_e	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan						
ctdecdcoa	cis2trans4decadienoylcoa						
ctp	CTP	PCDQPRRSZKQHHS-XVFCMESISA-N	17677	HMDB00082	C00063	6176	
cyan	hydrogen cyanide	LELOWRISYMNNSU-UHFFFAOYSA-N	17514	HMDB02084	C01326	768	
cynt	Cyanate	XLJMAIOERFSOGZ-UHFFFAOYSA-N	29195	HMDB02078	C01417	540	
cys_L	L-cysteine	XUJNEKJLAYXESH-REOHCLBHSA-N	17561	HMDB00574	C00097	5862	
cysam	cysteaminium	UFULAYFCSOUIOV-UHFFFAOYSA-N	17141	HMDB02991	C01678	6058	
cyst_L	L-cystathionine	ILRYLPWNYFXEMH-WHFBIAKZSA-N	17482	HMDB00099	C02291	439258	
cytd	Cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N	17562	HMDB00089	C00475	6175	
dad_2	2-deoxyadenosine	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	17256	HMDB00101	C00559	13730	
dadp	dADP	DAEAPNUQQAICNR-RRKCRQDMSA-N	16174	HMDB01508	C00206	188966	
dag_hs	diglyceride						
dak2gpe_hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen						
damp	dAMP(2-)	KHWCHTKSEGGWEX-RRKCRQDMSA-N	17713	HMDB00905	C00360	12599	
datp	dATP	SUYVUBYJARFZHO-RRKCRQDMSA-N	16284	HMDB01532	C00131	15993	
dc2coa	trans-Dec-2-enoyl-CoA	MGNBGCRQQFMNBM-VHTAIFHGSA-N	61406	HMDB03948	C05275	24883423	
dca	Decanoate (n-C10:0)						
dcacoa	Decanoyl-CoA (n-C10:0CoA)	CNKJPHSEFDPYDB-BOJFXZHGSA-N	61430	HMDB06404	C05274	440615	
dcamp	N6-(1,2-Dicarboxyethyl)-AMP	OFBHPPMPBOJXRT-DPXQIYNJSA-N	15919	HMDB00536	C03794	447145	
dcdp	dCDP	FTDHDKPUHBLBTL-SHYZEUOFSA-N	28846	HMDB01245	C00705	150855	
dchac	deoxycholic acid	KXGVEGMKQFWNSR-LLQZFEROSA-N	28834	HMDB00626	C04483	222528	LMST04010040
dcholcoa	chenodeoxycholoyl coenzyme a	IIWDDMINEZBCTG-RUAADODMSA-N	28701	HMDB06292	C05337	11953854	
dcmp	dCMP	NCMVOABPESMRCP-SHYZEUOFSA-N	15918	HMDB01202	C00239	13945	
dcsptn1	docosa-4,7,10,13,16-pentaenoic acid	AVKOENOBFIYBSA-UHFFFAOYSA-N	65136	HMDB13123		159656	LMFA01030182
dcsptn1coa	docosa-4,7,10,13,16-pentaenoyl coenzyme A	QKBTYZDPVNTERQ-JWANFKMKSA-N		HMDB06513	C16173	23724650	
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine	KRXOUZZWQXTUIB-UHFFFAOYSA-N		HMDB06321			
dctp	dCTP	RGWHQCVHVJXOKC-SHYZEUOFSA-N	16311	HMDB00998	C00458	65091	
dcyt	Deoxycytidine	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	15698	HMDB00014	C00881	13711	
dd2coa	trans-Dodec-2-enoyl-CoA	IRFYVBULXZMEDE-GMHMEAMDSA-N	57330	HMDB03712	C03221	45266564	
dd3coa	cis-dodec-3-enoyl-CoA(4-)	XEMIVMKTVGRFTD-GMHMEAMDSA-N	58543	HMDB04257	C02944	16061154	LMFA07050009
dd5ecoa	5-dodecenoylcoa						
ddca	laurate	POULHZVOKOAJMA-UHFFFAOYSA-N	30805	HMDB00638	C02679	3893	LMFA01010012
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)		16759				
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	YMCXGHLSVALICC-GMHMEAMDSA-N	15521	HMDB03571	C01832	165436	
ddeccrn	lauroyl carnitine	FUJLYHJROOYKRA-QGZVFWFLSA-N		HMDB02250		168381	
ddece1crn	dodecenoyl carnitine						
ddsmsterol	7-dehydrodesmosterol	RUSSPKPUXDSHNC-DDPQNLDTSA-N	27910	HMDB03896	C05107		LMST01010121
debrisoquine	debrisoquine	JWPGJSVJDAJRLW-UHFFFAOYSA-N	34665	HMDB06543	C13650	2966	
dec24dicoa	2,4-decadienoylcoa	FASAKYLWSRDQOH-IKZSJNQUSA-N		HMDB01168		22833562	
dec47dicoa	4,7-decadienoylcoa						
decdicoa	decadienoylcoa	FASAKYLWSRDQOH-IKZSJNQUSA-N		HMDB01168		22833562	
decdicrn	decadienoyl carnitine	GDMITEPIMYKPHX-USKNYQQNSA-N		HMDB13325		53481669	
decdp	all trans Decaprenyl diphosphate	UAYWNGPBKZFVAV-UHFFFAOYSA-N		HMDB06288			
dece3coa	3-decenoylcoa	CQGVNMQHZQJNII-ZJZQAHHTSA-N	29126	HMDB02137		16019966	
dece4coa	4-decenoylcoa	QTOYQSMKQWCWOX-CCVVLBLYSA-N		HMDB02145		6443609	
dectricoa	2,4,7-decatrienoylcoa						
dedol_L	Dehydrodolichol, human liver homolog						
dedol_U	Dehydrodolichol, human uterine homolog						
dedoldp_L	Dehydrodolichol diphosphate, human liver homolog				C05859		
dedoldp_U	Dehydrodolichol diphosphate, human uterine homolog				C05859		
dedolp_L	Dehydrodolichol phosphate, human liver homolog						
dedolp_U	Dehydrodolichol phosphate, human uterine homolog						
dem2emgacpail_prot_hs	deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol						
dgchol	glycochenodeoxycholate	GHCZAUBVMUEKKP-GYPHWSFCSA-N	36274	HMDB00637	C05466		LMST05030008
dgcholcoa	Chenodeoxyglycocholoyl-CoA	IIWDDMINEZBCTG-ILLDALFMSA-N		HMDB06897	C05461	440685	
dgdp	dGDP	CIKGWCTVFSRMJU-KVQBGUIXSA-N	28862	HMDB00960	C00361	439220	
dgmp	dGMP	LTFMZDNNPPEQNG-KVQBGUIXSA-N	16192	HMDB01044	C00362	65059	
dgpi_prot_hs	deacylated-glycophosphatidylinositol (GPI)-anchored protein						
dgsn	Deoxyguanosine	YKBGVTZYEHREMT-KVQBGUIXSA-N	17172	HMDB00085	C00330	187790	
dgtp	dGTP	HAAZLUGHYHWQIW-KVQBGUIXSA-N	16497	HMDB01440	C00286	65103	
dha	glycerone	RXKJFZQQPQGTFL-UHFFFAOYSA-N	16016	HMDB01882	C00184	670	
dhap	Dihydroxyacetone phosphate	GNGACRATGGDKBX-UHFFFAOYSA-N	16108	HMDB01473	C00111	668	
dhbpt	6,7-dihydrobiopterin	ZHQJVZLJDXWFFX-UHFFFAOYSA-N	64277	HMDB00038	C02953	1879	
dhcholestanate	3alpha,7alpha-Dihydroxy-5beta-cholestanate	ITZYGDKGRKKBSN-HKFUITGCSA-N	16577	HMDB00359	C04554	53477686	LMST04030066
dhcholestancoa	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	SBYLHTNKEWSLBA-UVNMPUASSA-N	15494	HMDB02159	C04644	440420	
dhcholoylcoa	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	SEBZZAWTQNNGPK-ZAVIOYSRSA-N	27393	HMDB06895	C05447	5280796	
dhcrm_hs	dihydroceramide		31488				
dhdascb	dehydroascorbide(1-)	SBJKKFFYIZUCET-UHFFFAOYSA-N	17242	HMDB01264	C00425	5780	
dhea	3beta-hydroxyandrost-5-en-17-one	FMGSKLZLMKYGDP-USOAJAOKSA-N	28689	HMDB00077	C01227	5881	LMST02020021
dheas	3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-)	CZWCKYRVOZZJNM-USOAJAOKSA-N	16814	HMDB01032	C04555		LMST05020010
dhf	7,8-Dihydrofolate	OZRNSSUDZOLUSN-LBPRGKRZSA-N	15633	HMDB01056	C00415	98792	
