"affy_hg_u95av2"	"entrezgene"
"1225_g_at"	5127
"39183_at"	5127
"33101_g_at"	26998
"32620_at"	26998
"32340_s_at"	4904
"33938_g_at"	23333
"39021_at"	23333
"35157_at"	5193
"39582_at"	1540
"34050_at"	116285
"34279_at"	284565
"39675_at"	5639
"36069_at"	23380
"36069_at"	647135
"36069_at"	653464
"34279_at"	728936
"37275_at"	2553
"35943_s_at"	2553
"41559_at"	57476
"32287_s_at"	3821
"32297_s_at"	3821
"36836_at"	8829
"33281_at"	9641
"41360_at"	9337
"37220_at"	2209
"37985_at"	4001
"32676_at"	4329
"40763_at"	4211
"41573_at"	6670
"152_f_at"	8294
"152_f_at"	8359
"152_f_at"	8360
"152_f_at"	8361
"152_f_at"	8362
"152_f_at"	8363
"152_f_at"	8364
"152_f_at"	8365
"152_f_at"	8366
"152_f_at"	8367
"152_f_at"	8368
"152_f_at"	8370
"152_f_at"	121504
"152_f_at"	554313
"41138_at"	4267
"286_at"	8337
"32609_at"	8337
"286_at"	723790
"32609_at"	723790
"39248_at"	360
"39249_at"	360
"37298_at"	11337
"36923_at"	2356
"33352_at"	8349
"31613_at"	22798
"41423_at"	9746
"41750_at"	10130
"38661_at"	55544
"35692_at"	25907
"35777_at"	6047
"38032_at"	9900
"41004_at"	7156
"1028_at"	7156
"37298_at"	NA
"497_at"	1201
"35766_at"	3875
"39931_at"	8444
"33960_s_at"	774
"33909_at"	10262
"1230_g_at"	10262
"855_at"	5134
"31835_at"	3273
"40507_at"	6513
"36180_s_at"	9261
"1439_s_at"	9261
"1469_at"	9261
"36179_at"	9261
"2048_s_at"	7068
"1428_at"	7068
"38483_at"	23399
"130_s_at"	7080
"33754_at"	7080
"34168_at"	1791
"34165_at"	26257
"1548_s_at"	3586
"37980_at"	9541
"37234_at"	3827
"37235_g_at"	3827
"37236_at"	3827
"38581_at"	2776
"38580_at"	2776
"36135_at"	10969
"1578_g_at"	367
"1577_at"	367
"1229_at"	10903
"1230_g_at"	10903
"36161_at"	163
"39110_at"	1975
"41849_r_at"	11009
"41848_f_at"	11009
"34933_at"	5083
"32425_at"	1135
"40617_at"	55623
"40868_at"	55623
"40353_at"	286148
"32967_at"	9214
"41847_at"	9214
"38494_at"	56
"34941_at"	1208
"33241_at"	9848
"1231_at"	7320
"37786_at"	115123
"34005_at"	5284
"37311_at"	6888
"32175_at"	989
"39013_at"	9474
"38156_at"	4188
"1001_at"	7075
"39782_at"	10438
"41824_at"	51096
"35334_at"	8908
"820_at"	4258
"41473_at"	2053
"1272_at"	NA
"36357_at"	112479
"39794_at"	9101
"35779_at"	11311
"34253_at"	23279
"33450_at"	51412
"35528_at"	7456
"36811_at"	4016
"38338_at"	6237
"1879_at"	6237
"37278_at"	6901
"1031_at"	6732
"33703_f_at"	5105
"33702_f_at"	5105
"38414_at"	991
"40844_at"	9646
"40146_at"	9646
"40513_at"	5534
"36892_at"	3679
"33720_at"	56902
"39626_s_at"	5460
"34107_at"	5208
"34108_g_at"	5208
"31839_at"	57794
"35339_at"	4218
"35340_at"	4218
"34143_at"	1134
"31837_at"	91289
"39380_at"	26057
"37328_at"	5341
"32837_at"	10555
"33432_at"	112950
"33162_at"	3643
"1572_s_at"	3643
"38367_s_at"	725
"33034_at"	NA
"1149_at"	7942
"1486_at"	84820
"162_at"	8237
"40512_at"	1123
"32180_s_at"	8603
"41109_at"	722
"40348_s_at"	81611
"40347_at"	81611
"36343_at"	7093
"1632_at"	5915
"1705_s_at"	5915
"1381_at"	5915
"32694_at"	5915
"33356_at"	55534
"1014_at"	5428
"35958_at"	389524
"41458_at"	23334
"39121_at"	5826
"33822_at"	4926
"329_s_at"	4926
"38342_at"	23338
"39413_at"	4983
"38149_at"	9938
"36087_at"	23378
"40640_at"	29781
"37333_at"	1786
"39695_at"	1604
"35135_at"	81576
"36995_at"	259
"38348_at"	8309
"36049_at"	51560
"36780_at"	1191
"1420_s_at"	1974
"1420_s_at"	6043
"1420_s_at"	619567
"1420_s_at"	619568
"1420_s_at"	677847
"1420_s_at"	100302143
"41785_at"	1982
"1696_at"	5423
"35253_at"	9846
"38902_r_at"	1386
"37575_at"	1386
"1994_at"	1386
"33736_at"	9399
"41568_at"	414
"38832_r_at"	2783
"38831_f_at"	2783
"36874_at"	1380
"593_s_at"	6098
"37919_at"	6578
"34811_at"	518
"251_at"	8536
"32074_at"	9937
"39268_at"	3754
"31399_at"	27302
"39839_at"	8531
"37383_f_at"	3107
"37891_at"	286451
"37921_at"	4884
"38398_at"	8567
"37281_at"	9780
"32443_at"	7712
"37141_at"	3169
"33091_at"	3239
"40376_at"	415
"35365_at"	3611
"39053_at"	9129
"36204_at"	5792
"32936_at"	7592
"414_at"	3236
"36882_at"	3235
"413_at"	3235
"696_at"	3234
"35893_s_at"	1378
"35892_at"	1378
"35894_at"	1378
"33699_at"	5225
"371_at"	3661
"41149_at"	81691
"38293_s_at"	3232
"38382_at"	NA
"33130_at"	3231
"37288_g_at"	4897
"37286_at"	4897
"37287_at"	4897
"38044_at"	11170
"38044_at"	101059937
"34034_at"	9754
"32985_at"	6299
"32073_at"	9682
"35642_at"	10651
"1706_at"	369
"1707_g_at"	369
"35056_at"	416
"35244_at"	23248
"33594_at"	27121
"37666_at"	5693
"34905_at"	2901
"34904_at"	2901
"34906_g_at"	2901
"36080_at"	9575
"764_s_at"	9575
"40229_at"	10040
"35916_s_at"	220988
"33817_at"	220988
"31697_s_at"	2498
"36102_at"	7419
"40830_at"	3338
"36861_at"	25878
"35749_at"	10474
"32923_r_at"	6853
"160026_at"	5613
"40151_s_at"	5830
"40152_r_at"	5830
"33716_at"	57403
"38990_at"	26268
"31631_f_at"	NA
"853_at"	4780
"32626_at"	2673
"36537_at"	23370
"39099_at"	10484
"39225_at"	8540
"495_at"	3601
"41677_at"	3601
"40940_at"	9217
"41757_at"	9217
"37697_s_at"	7417
"37696_at"	7417
"34908_at"	92104
"34738_at"	6470
"712_s_at"	6470
"37756_at"	6259
"539_at"	6259
"40639_at"	9997
"1665_s_at"	9997
"38441_s_at"	4179
"37383_f_at"	3106
"37600_at"	1893
"40973_at"	56288
"1202_g_at"	9363
"1201_at"	9363
"1693_s_at"	7076
"37426_at"	27324
"1665_s_at"	1890
"36879_at"	1890
"38533_s_at"	3684
"38065_at"	3148
"1926_at"	7423
"37268_at"	7423
"35335_at"	9475
"34199_at"	10802
"32562_at"	2022
"40766_at"	720
"538_at"	947
"38747_at"	947
"407_at"	5787
"33066_at"	5787
"37777_at"	5787
"1303_at"	6452
"37709_at"	8226
"891_at"	7528
"33209_at"	7528
"1109_s_at"	5154
"35703_at"	5154
"31712_at"	9228
"31713_s_at"	9228
"40395_at"	5362
"39373_at"	3992
"41719_i_at"	3992
"41718_g_at"	3992
"41717_at"	3992
"41720_r_at"	3992
"39372_at"	3992
"39373_at"	100302263
"41719_i_at"	100302263
"41718_g_at"	100302263
"41717_at"	100302263
"41720_r_at"	100302263
"39372_at"	100302263
"33398_at"	22985
"33146_at"	4170
"277_at"	4170
"37760_at"	10458
"37761_at"	10458
"2076_s_at"	1947
"188_at"	1947
"39721_at"	1947
"38842_at"	51421
"41488_at"	57149
"36571_at"	7155
"1581_s_at"	7155
"1054_at"	5984
"1055_g_at"	5984
"40992_s_at"	8819
"40993_r_at"	8819
"36807_at"	27112
"37417_at"	5452
"37419_g_at"	5452
"37418_at"	5452
"32387_at"	23659
"32863_at"	57172
"39010_at"	2029
"39012_g_at"	2029
"39011_at"	2029
"35837_at"	11341
"32205_at"	8575
"39997_at"	5199
"36078_at"	26011
"32113_at"	202
"32112_s_at"	202
"40885_s_at"	8675
"39523_at"	8675
"41121_at"	8675
"36956_at"	6575
"1137_at"	6575
"35900_at"	9048
"35899_at"	9048
"34992_g_at"	6444
"34991_at"	6444
"34993_at"	6444
"41378_at"	6444
"36929_at"	3914
"31920_at"	50937
"38034_at"	412
"32095_at"	9670
"31550_at"	153
"40628_at"	22848
"40572_at"	22848
"34949_at"	22848
"38326_at"	50486
"38787_at"	5371
"38788_at"	5371
"567_s_at"	5371
"566_at"	5371
"37140_s_at"	1896
"37139_at"	1896
"38482_at"	1366
"35702_at"	3290
"40692_at"	7091
"38364_at"	7091
"41380_at"	1802
"33275_at"	2002
"1781_at"	2002
"35173_at"	8228
"35984_at"	1876
"36790_at"	7168
"36792_at"	7168
"36791_g_at"	7168
"41363_at"	8487
"37699_at"	10988
"34510_at"	81620
"37374_at"	307
"34764_at"	23395
"40720_at"	80342
"40721_g_at"	80342
"40719_at"	80342
"33588_at"	80342
"36167_at"	533
"41381_at"	80205
"40043_at"	5645
"32796_f_at"	5645
"40043_at"	5646
"32796_f_at"	5646
"39518_at"	133619
"41239_r_at"	1520
"40160_at"	100101267
"34177_at"	8704
"32461_f_at"	347344
"40655_at"	8997
"35406_at"	8997
"41619_at"	3664
"36548_at"	23366
"33409_at"	2286
"34180_at"	9639
"35011_at"	23072
"128_at"	1513
"129_g_at"	1513
"38466_at"	1513
"34907_at"	9625
"33054_at"	55567
"33734_at"	27042
"33483_at"	10874
"37076_at"	6517
"34391_at"	3476
"31635_g_at"	11272
"36024_at"	11272
"31634_at"	11272
"40373_at"	11272
"31635_g_at"	100533464
"36024_at"	100533464
"31634_at"	100533464
"40373_at"	100533464
"39130_at"	23339
"40657_r_at"	9370
"40658_r_at"	9370
"34833_at"	26017
"32497_s_at"	6536
"36672_at"	5547
"34723_at"	1353
"1709_g_at"	5602
"1708_at"	5602
"35358_at"	23371
"35596_at"	79173
"32213_at"	10248
"1091_at"	5575
"39533_at"	9057
"1023_at"	2056
"35967_at"	405
"35968_s_at"	405
"32146_s_at"	118
"32145_at"	118
"41352_at"	6480
"868_at"	6881
"32824_at"	6881
"34914_at"	9051
"33097_at"	1053
"40755_at"	100507436
"363_at"	5582
"33729_at"	9016
"35035_at"	1142
"32887_at"	22994
"36709_at"	3687
"41271_at"	23428
"31703_at"	8973
"38687_at"	25847
"33000_at"	26762
"33087_s_at"	3756
"33088_at"	3756
"35937_at"	4277
"31787_at"	819
"35286_r_at"	11017
"33571_at"	5260
"39345_at"	10577
"39645_r_at"	407
"39772_at"	79033
"1774_at"	4084
"34543_at"	4084
"36997_at"	203
"34189_at"	9869
"32824_at"	1200
"868_at"	1200
"35549_at"	116832
"33237_at"	9879
"35249_at"	9134
"34305_at"	5093
"41735_at"	22898
"41736_g_at"	22898
"41734_at"	22898
"996_at"	2246
"41574_at"	5411
"33543_s_at"	5411
"1702_at"	3559
"35238_at"	7188
"1328_at"	7188
"39645_r_at"	347517
"35970_g_at"	10198
"35969_at"	10198
"40707_at"	10198
"40708_at"	10198
"34759_at"	7779
"37224_at"	1352
"31462_f_at"	6758
"366_s_at"	4751
"39155_at"	5709
"34115_at"	23431
"41132_r_at"	3188
"41131_f_at"	3188
"41132_r_at"	100529097
"41131_f_at"	100529097
"34387_at"	9926
"34874_at"	10908
"39669_at"	8416
"934_at"	2822
"1293_s_at"	2822
"33017_at"	2822
"38121_at"	7453
"31635_g_at"	5554
"31634_at"	5554
"38875_r_at"	9687
"32080_at"	10227
"33852_at"	7072
"34224_at"	3995
"37322_s_at"	3248
"32570_at"	3248
"37256_at"	58497
"36837_at"	11004
"37423_at"	6558
"35292_at"	NA
"1228_s_at"	4253
"41615_at"	4253
"33401_at"	5648
"34132_at"	22987
"33161_at"	124565
"39995_s_at"	51741
"903_at"	5525
"31583_at"	6202
"31583_at"	26811
"31583_at"	94163
"32460_at"	2561
"35770_at"	537
"871_s_at"	3131
"38627_at"	3131
"401_s_at"	3131
"806_at"	1263
"33728_at"	8927
"36941_at"	10962
"31635_g_at"	5555
"38296_at"	9477
"287_at"	467
"38653_at"	5376
"41580_at"	100131755
"37337_at"	6637
"35292_at"	7919
"35292_at"	692199
"833_at"	3681
"38761_s_at"	360132
"34068_f_at"	6756
"35950_at"	6756
"41335_at"	25936
"36875_at"	25998
"37565_at"	23531
"40014_at"	10500
"38681_at"	3646
"36950_at"	54732
"37209_g_at"	NA
"37208_at"	NA
"35799_at"	4189
"35612_at"	26148
"35613_at"	26148
"41403_at"	6636
"40437_at"	25963
"37733_at"	1432
"1671_s_at"	1432
"1999_s_at"	1432
"34625_at"	3906
"37122_at"	5346
"36679_at"	6734
"37849_at"	84986
"1619_g_at"	1588
"986_at"	1588
"38039_at"	1588
"987_g_at"	1588
"1618_at"	1588
"34347_at"	25915
"36648_at"	9443
"36152_at"	2664
"31462_f_at"	10214
"34068_f_at"	10214
"33655_f_at"	10214
"33011_at"	23620
"33873_at"	6944
"126_s_at"	6759
"35950_at"	6759
"126_s_at"	548313
"35950_at"	548313
"37667_at"	7389
"36211_at"	599
"31833_at"	8394
"35198_at"	57146
"1478_at"	3702
"1479_g_at"	3702
"33567_at"	7432
"334_s_at"	7432
"39847_at"	8602
"1334_s_at"	1440
"36588_at"	23353
"38098_at"	23175
"38198_at"	90806
"38199_at"	90806
"807_at"	27314
"33599_at"	27314
"36884_at"	283316
"33629_at"	11060
"785_at"	11060
"1430_at"	6750
"37782_at"	6750
"39749_at"	5710
"39662_s_at"	2868
"37906_at"	4053
"41415_at"	705
"34160_at"	71
"34331_at"	2047
"32458_f_at"	5545
"32457_f_at"	5545
"40091_at"	604
"979_g_at"	604
"978_at"	604
"37276_at"	10788
"1647_at"	10788
"34198_at"	5783
"1629_s_at"	5783
"41504_s_at"	4094
"41505_r_at"	4094
"39050_at"	8106
"32825_at"	3276
"36298_at"	5630
"32885_f_at"	5542
"36774_f_at"	5542
"36775_f_at"	5542
"31918_at"	5629
"35712_at"	54674
"34542_at"	26330
"34025_at"	2559
"36433_at"	8001
"36434_r_at"	8001
"38012_at"	2201
"160025_at"	7039
"38363_at"	7305
"36624_at"	3615
"32351_at"	2843
"32431_at"	7783
"40253_at"	5298
"146_at"	5298
"39648_at"	8800
"38823_s_at"	9263
"38822_at"	9263
"36008_at"	11156
"40795_at"	7273
"36809_at"	1178
"38660_at"	1339
"801_at"	5784
"36323_at"	2554
"490_g_at"	4595
"489_at"	4595
"41489_at"	7088
"1689_at"	8642
"40583_at"	5795
"1697_s_at"	5795
"36822_at"	8148
"41685_at"	285596
"37302_at"	1063
"37647_at"	313
"39522_at"	5209
"37111_g_at"	5209
"37849_at"	6585
"32144_at"	5993
"37610_at"	55744
"33437_at"	24140
"34087_at"	3776
"39088_at"	10430
"33165_at"	114034
"41620_at"	9732
"32885_f_at"	653247
"36774_f_at"	653247
"36775_f_at"	653247
"38601_at"	7439
"36051_s_at"	119
"36052_at"	119
"1047_s_at"	4485
"38285_at"	1428
"33164_at"	10420
"1794_at"	896
"1795_g_at"	896
"33815_at"	7372
"37405_at"	8991
"37832_at"	25974
"36939_at"	2823
"39473_r_at"	389690
"37834_at"	9149
"41213_at"	5052
"32702_at"	10024
"40024_at"	6769
"34779_at"	27090
"38780_at"	10327
"33154_at"	5692
"1311_at"	5692
"37767_at"	3064
"34123_at"	54516
"32801_at"	9870
"38491_at"	2120
"1638_at"	2120
"32948_at"	7399
"37920_at"	5307
"35653_at"	2874
"40951_at"	NA
"32483_at"	64582
"31438_s_at"	9332
"36884_at"	9332
"36762_at"	2566
"34490_f_at"	25794
"34489_f_at"	25794
"34488_i_at"	25794
"38854_at"	9662
"35026_f_at"	10793
"33390_at"	968
"33391_r_at"	968
"1658_g_at"	5801
"1657_at"	5801
"36391_at"	904
"37894_at"	8453
"36527_at"	51634
"33255_at"	4678
"35146_at"	7041
"31843_at"	2104
"36095_at"	84964
"34850_at"	10477
"34349_at"	11231
"34289_f_at"	9862
"34290_f_at"	9862
"38440_s_at"	54470
"32618_at"	644
"38688_at"	23126
"32989_at"	5989
"41716_at"	23312
"33033_at"	534
"2061_at"	3676
"36267_at"	4795
"36360_at"	51018
"1920_s_at"	900
"39427_at"	7381
"31972_at"	2151
"33245_at"	5603
"41700_at"	2149
"1262_s_at"	7042
"971_s_at"	7042
"36783_f_at"	51351
"38726_at"	8818
"38725_s_at"	8818
"39754_at"	3693
"2058_s_at"	3693
"38636_at"	3671
"38599_s_at"	9130
"41665_at"	51585
"32825_at"	199800
"36345_g_at"	2150
"36344_at"	2150
"38247_at"	2150
"39301_at"	825
"35791_at"	9526
"39173_at"	2091
"32843_s_at"	2091
"39385_at"	290
"41453_at"	1741
"35300_at"	2058
"41114_at"	23139
"36296_at"	4049
"258_at"	4049
"328_at"	168374
"37843_i_at"	9466
"37844_at"	9466
"41608_at"	1393
"36768_at"	4760
"37579_at"	26999
"31697_s_at"	2495
"33943_at"	2495
"32504_at"	81609
"33388_at"	113419
"32648_at"	8788
"38816_at"	10579
"34788_at"	399665
"322_at"	8503
"37961_at"	8503
"34479_at"	8503
"40735_at"	3034
"34775_at"	10103
"1740_g_at"	2346
"1739_at"	2346
"1655_s_at"	2346
"1740_g_at"	219595
"1739_at"	219595
"1655_s_at"	219595
"33784_at"	7186
"1746_s_at"	7186
"37577_at"	84986
"34547_at"	11189
"33126_at"	55830
"36647_at"	55699
"38409_at"	6744
"34123_at"	26575
"35897_r_at"	575
"33086_at"	5626
"32204_at"	5148
"368_at"	7162
"39871_at"	27288
"38259_at"	6813
"41514_s_at"	65005
"33521_at"	495
"36576_at"	9555
"32763_r_at"	6791
"32763_r_at"	25782
"32432_f_at"	NA
"31973_at"	8913
"31781_at"	374286
"41513_s_at"	51686
"33883_at"	10278
"1852_at"	7124
"259_s_at"	7124
"34946_at"	10261
"35067_at"	55109
"35066_g_at"	55109
"35065_at"	55109
"38362_at"	54870
"966_at"	8438
"967_g_at"	8438
"34536_g_at"	4988
"34534_at"	4988
"34535_at"	4988
"1772_s_at"	2339
"1499_at"	2339
"40729_s_at"	4050
"33797_at"	10199
"35211_at"	5523
"930_at"	5523
"36311_at"	5136
"159_at"	7424
"1934_s_at"	7424
"40807_at"	10489
"40155_at"	3983
"1736_at"	3489
"36104_at"	7388
"36104_at"	440567
"39383_at"	112
"33887_at"	9146
"599_at"	3142
"34769_at"	2166
"39236_s_at"	2166
"33308_at"	2990
"41457_at"	23116
"38555_at"	11221
"32660_at"	9881
"39526_at"	400961
"35559_at"	6097
"37767_at"	345222
"40230_at"	2487
"33573_at"	339
"32066_g_at"	1390
"32065_at"	1390
"32067_at"	1390
"32882_at"	8435
"32597_at"	5934
"1986_at"	5934
"35006_at"	9015
"39338_at"	6281
"38138_at"	6282
"41067_at"	1787
"37967_at"	7940
"33357_at"	10787
"37635_at"	7062
"38469_at"	7103
"35299_at"	8569
"38081_at"	4048
"38809_s_at"	2137
"38881_i_at"	10626
"38882_r_at"	10626
"33328_at"	57493
"39541_at"	57493
"35633_at"	9844
"34697_at"	4040
"31542_at"	2312
"32674_at"	27332
"32674_at"	100507113
"36307_at"	23237
"39563_at"	375056
"32042_at"	10495
"32030_at"	10239
"33751_at"	10239
"32030_at"	100526783
"33751_at"	100526783
"31688_at"	26239
"35715_at"	25906
"34181_at"	175
"31326_at"	100129271
"33601_at"	91752
"37404_at"	6002
"32580_at"	6002
"40171_at"	23401
"40172_g_at"	23401
"36095_at"	25999
"41830_at"	9813
"37436_at"	4184
"40905_s_at"	26121
"35209_at"	9852
"39812_at"	6182
"36355_at"	3713
"39014_at"	8857
"33546_at"	6698
"33792_at"	8000
"37160_at"	6699
"35057_at"	23138
"36734_at"	6703
"36695_at"	283298
"1667_s_at"	1580
"38851_at"	4014
"35438_at"	55558
"36520_at"	23223
"36863_at"	3161
"41471_at"	6280
"38879_at"	6283
"438_at"	5566
"569_g_at"	5566
"568_at"	5566
"34473_at"	7100
"35038_at"	4607
"41096_at"	6279
"2081_s_at"	5588
"38949_at"	5588
"32886_at"	2642
"35750_at"	55854
"35412_at"	1579
"1391_s_at"	1579
"34458_at"	6278
"32061_at"	55756
"41074_at"	8549
"41073_at"	8549
"34560_at"	6276
"38087_s_at"	6275
"41558_s_at"	55800
"39633_at"	6274
"41305_at"	6524
"2027_at"	6273
"35726_at"	6273
"1403_s_at"	6352
"1404_r_at"	6352
"1405_i_at"	6352
"35412_at"	284541
"1391_s_at"	284541
"665_at"	6787
"39071_at"	3685
"2032_s_at"	3685
"257_at"	3685
"1850_at"	4292
"31610_at"	10158
"31705_at"	57152
"39712_at"	6284
"34591_at"	1735
"36888_at"	23354
"560_s_at"	6886
"34674_at"	6271
"37001_at"	824
"38602_at"	4624
"1351_at"	2050
"37249_at"	8622
"40612_at"	23033
"33403_at"	26097
"34995_at"	10203
"32767_at"	6491
"41709_at"	8495
"34822_at"	7159
"1860_at"	7159
"41590_at"	51112
"176_at"	5527
"40786_at"	5527
"40785_g_at"	5527
"40784_at"	5527
"39095_at"	4625
"40767_at"	7035
"36189_at"	3608
"40431_at"	23300
"40847_at"	9645
"40848_g_at"	9645
"31457_at"	2306
"38302_at"	7753
"35762_at"	23219
"34125_at"	7101
"36238_at"	4303
"33337_at"	8560
"630_at"	1635
"631_g_at"	1635
"32536_at"	10682
"32848_at"	5704
"33333_at"	26034
"41043_at"	6665
"32625_at"	4881
"41419_at"	51454
"35265_at"	9513
"33836_at"	23117
"40951_at"	23117
"40951_at"	440345
"40951_at"	728888
"31899_at"	9694
"522_s_at"	2352
"36528_at"	435
"38563_at"	246243
"32488_at"	1281
"37475_at"	284403
"36284_at"	8581
"40285_at"	4931
"36385_at"	56252
"33926_at"	56252
"33927_i_at"	56252
"33928_r_at"	56252
"39891_at"	374655
"41760_at"	1347
"37968_at"	259197
"534_s_at"	2348
"821_s_at"	2348
"39311_at"	2348
"31612_at"	10648
"378_s_at"	2765
"41406_at"	65123
"41066_at"	4246
"1254_at"	2978
"1255_g_at"	2978
"32880_at"	10647
"38420_at"	1290
"39360_at"	8724
"36329_at"	4250
"34548_at"	1584
"1412_g_at"	1584
"34549_g_at"	1584
"37357_at"	2653
"37357_at"	101060817
"34959_at"	2208
"34960_g_at"	2208
"40380_at"	1996
"37320_at"	9791
"32561_at"	23514
"32561_at"	100996383
"34726_at"	784
"41406_at"	11000
"35184_at"	196441
"39037_at"	4299
"1883_s_at"	4299
"34298_at"	3697
"38151_at"	4013
"38152_at"	4013
"34942_at"	149111
"35786_at"	9909
"36053_at"	1031
"39150_at"	26994
"1506_at"	3561
"32332_at"	3418
"41466_s_at"	7707
"274_at"	7707
"41465_at"	7707
"37011_at"	199
"33641_g_at"	199
"33640_at"	199
"38954_at"	7434
"33898_at"	10445
"41322_s_at"	55651
"35063_at"	3083
"40891_f_at"	8270
"32821_at"	3934
"923_at"	8266
"34646_at"	6201
"32342_at"	1585
"1412_g_at"	1585
"34549_g_at"	1585
"41680_at"	22996
"31625_at"	22996
"37360_at"	4061
"34238_at"	3547
"40854_at"	7385
"36328_at"	6462
"40175_at"	131408
"33871_s_at"	2350
"288_s_at"	3930
"40998_at"	9968
"37731_at"	2060
"32072_at"	10232
"41834_g_at"	10899
"41833_at"	10899
"38173_at"	23067
"40360_at"	8273
"40210_at"	5872
"37085_g_at"	57151
"37084_at"	57151
"36981_at"	6726
"524_at"	5378
"41461_at"	5378
"525_g_at"	5378
"38790_at"	2052
"32748_at"	6232
"39339_at"	9725
"35442_at"	9725
"36926_at"	5597
"36598_s_at"	3636
"34880_at"	79171
"33913_at"	7916
"34341_at"	5471
"36309_at"	2660
"35932_at"	10637
"35932_at"	NA
"38094_at"	3182
"34434_at"	6360
"34317_g_at"	NA
"39267_at"	5238
"32739_at"	5238
"39757_at"	6383
"40605_at"	8723
"36216_at"	8723
"41221_at"	5223
"34740_at"	2309
"34696_at"	26275
"39325_at"	7044
"35595_at"	NA
"38176_at"	10681
"33487_at"	3242
"31772_at"	728361
"35595_at"	27297
"31428_at"	10798
"33257_at"	1743
"33258_g_at"	1743
"38043_at"	60343
"254_at"	3020
"254_at"	3021
"958_s_at"	5438
"34828_at"	5438
"40009_at"	2334
"40011_s_at"	2334
"40010_s_at"	2334
"39220_at"	7356
"36827_at"	64746
"32754_at"	7170
"41524_at"	3628
"656_at"	3628
"36194_at"	4043
"37300_at"	1778
"33790_at"	6358
"32764_at"	10404
"32765_f_at"	10404
"160031_at"	1001
"41047_at"	79095
"40174_at"	1181
"35278_at"	6235
"37027_at"	79026
"41146_at"	142
"1287_at"	142
"1818_at"	122769
"39056_at"	10606
"33014_at"	NA
"34274_at"	22828
"38692_at"	4664
"34512_at"	152
"1052_s_at"	1052
"34338_at"	1155
"36745_at"	375057
"35376_f_at"	284323
"40465_at"	9416
"37272_at"	3707
"36185_at"	16
"32466_at"	100652902
"34719_at"	2744
"36394_at"	4062
"36154_at"	386724
"39341_at"	7205
"33826_at"	25792
"38089_at"	9898
"41349_at"	5664
"2019_s_at"	3695
"2012_s_at"	5591
"1250_at"	5591
"40129_at"	5591
"32730_at"	85453
"33790_at"	6359
"33326_at"	23011
"36492_at"	5715
"1444_at"	5715
"33789_at"	6359
"34787_at"	4898
"37621_at"	3572
"35842_at"	3572
"33934_at"	26054
"41349_at"	56997
"41334_r_at"	92140
"33877_s_at"	92140
"39800_s_at"	10456
"AFFX-HUMISGF3A/M97935_MB_at"	6772
"32860_g_at"	6772
"AFFX-HUMISGF3A/M97935_MA_at"	6772
"32859_at"	6772
"AFFX-HUMISGF3A/M97935_3_at"	6772
"33339_g_at"	6772
"AFFX-HUMISGF3A/M97935_5_at"	6772
"33338_at"	6772
"691_g_at"	5034
"36666_at"	5034
"36444_s_at"	6368
"36445_at"	6368
"37476_at"	441191
"39555_at"	3622
"34213_at"	23286
"34569_at"	6664
"36584_at"	3698
"624_at"	5865
"34062_at"	2116
"39595_at"	112611
"1341_at"	6688
"906_at"	6775
"160032_at"	3570
"40164_at"	396
"41405_at"	6424
"31824_at"	4199
"837_s_at"	4199
"1676_s_at"	1937
"1676_s_at"	100500804
"37411_at"	9744
"31670_s_at"	6731
"33837_at"	6731
"39856_at"	6166
"40806_at"	4247
"38889_at"	9372
"35631_at"	5437
"1248_at"	5437
"37204_at"	3699
"36138_at"	826
"41188_at"	55353
"41085_at"	5427
"34154_at"	1141
"38549_at"	91543
"40872_at"	1340
"32318_s_at"	NA
"AFFX-HSAC07/X00351_3_at"	NA
"AFFX-HSAC07/X00351_M_at"	NA
"32718_at"	8460
"39962_at"	8476
"32206_at"	8476
"41439_at"	4430
"32316_s_at"	3320
"38014_at"	103
"37695_at"	9781
"184_at"	187
"39598_at"	2705
"38564_at"	4998
"32842_at"	605
"41215_s_at"	3398
"41216_r_at"	3398
"37051_at"	3782
"36278_at"	4294
"32128_at"	6362
"32128_at"	101060271
"34118_at"	482
"37270_at"	482
"35621_at"	10654
"35260_at"	22877
"39865_at"	27342
"39865_at"	154881
"2015_s_at"	441194
"38556_at"	441194
"526_s_at"	441194
"38063_at"	57326
"40142_at"	53340
"32239_at"	4147
"32239_at"	100506558
"977_s_at"	999
"2082_s_at"	999
"41046_s_at"	9203
"39415_at"	3190
"33393_at"	11269
"34261_at"	5833
"33987_at"	375
"33987_at"	100500810
"41669_at"	23318
"36378_at"	11045
"37785_at"	27289
"793_at"	5228
"38008_at"	27065
"936_s_at"	27065
"36324_at"	136
"36009_at"	2882
"33849_at"	NA
"34133_at"	57826
"33838_at"	7917
"32366_at"	1271
"39163_at"	57498
"37081_at"	56171
"38118_at"	6464
"1939_at"	7157
"1974_s_at"	7157
"31618_at"	7157
"37524_at"	9262
"37347_at"	1163
"36026_at"	5224
"37480_at"	7066
"1098_at"	7066
"33925_at"	4900
"40571_at"	4644
"39270_at"	10332
"39074_at"	80308
"38901_at"	10869
"37739_at"	6749
"40515_at"	8892
"36688_at"	6342
"33592_at"	51043
"36154_at"	9807
"34773_at"	6902
"39031_at"	1346
"36316_r_at"	23233
"36315_i_at"	23233
"31733_at"	5024
"31569_at"	6512
"36422_s_at"	8646
"39336_at"	377
"905_at"	2987
"37195_at"	1583
"39743_at"	54987
