"GSM34592.CEL.gz"	"GSM34593.CEL.gz"	"GSM34594.CEL.gz"
"35680_r_at"	"A"	"A"	"A"
"35681_r_at"	"P"	"P"	"P"
"35682_at"	"P"	"P"	"P"
"35683_at"	"M"	"P"	"M"
"35684_at"	"P"	"P"	"P"
"35685_at"	"P"	"P"	"P"
"35686_s_at"	"P"	"P"	"P"
"35687_at"	"P"	"M"	"P"
"35688_g_at"	"P"	"P"	"P"
"35689_at"	"A"	"A"	"A"
"35690_s_at"	"A"	"A"	"A"
"35691_r_at"	"A"	"A"	"A"
"35692_at"	"P"	"P"	"P"
"35693_at"	"P"	"P"	"P"
"35694_at"	"P"	"P"	"P"
"35695_at"	"P"	"P"	"P"
"35696_s_at"	"A"	"A"	"A"
"35697_at"	"P"	"P"	"P"
"35698_at"	"P"	"P"	"P"
"35699_at"	"P"	"P"	"P"
"357_at"	"P"	"P"	"P"
"35700_at"	"A"	"A"	"A"
"35701_at"	"P"	"P"	"P"
"35702_at"	"P"	"P"	"A"
"35703_at"	"M"	"A"	"M"
"35704_at"	"P"	"P"	"P"
"35705_at"	"P"	"P"	"P"
"35706_at"	"P"	"P"	"P"
"35707_at"	"A"	"A"	"A"
"35708_at"	"A"	"A"	"A"
"35709_at"	"P"	"P"	"P"
"35710_s_at"	"P"	"P"	"P"
"35711_at"	"A"	"A"	"A"
"35712_at"	"P"	"P"	"P"
"35713_at"	"A"	"A"	"A"
"35714_at"	"P"	"P"	"P"
"35715_at"	"A"	"A"	"P"
"35716_at"	"A"	"A"	"A"
"35717_at"	"A"	"A"	"A"
"35718_at"	"A"	"A"	"A"
"35719_at"	"P"	"P"	"P"
"35720_at"	"P"	"P"	"P"
"35721_at"	"A"	"A"	"A"
"35722_at"	"P"	"P"	"P"
"35723_at"	"P"	"P"	"P"
"35724_at"	"P"	"P"	"P"
"35725_at"	"P"	"P"	"P"
"35726_at"	"P"	"P"	"P"
"35727_at"	"P"	"P"	"P"
"35728_at"	"A"	"A"	"A"
"35729_at"	"P"	"P"	"P"
"35730_at"	"A"	"A"	"A"
"35731_at"	"A"	"A"	"A"
"35732_at"	"P"	"P"	"P"
"35733_at"	"P"	"P"	"P"
"35734_at"	"P"	"P"	"P"
"35735_at"	"P"	"P"	"P"
"35736_at"	"P"	"P"	"P"
"35737_at"	"P"	"P"	"P"
"35738_at"	"P"	"P"	"P"
"35739_at"	"P"	"P"	"P"
"35740_at"	"A"	"A"	"A"
"35741_at"	"P"	"P"	"P"
"35742_at"	"P"	"P"	"P"
"35743_at"	"P"	"P"	"P"
"35744_at"	"P"	"P"	"P"
"35745_f_at"	"P"	"P"	"P"
"35746_r_at"	"P"	"P"	"P"
"35747_at"	"P"	"P"	"P"
"35748_at"	"P"	"P"	"P"
"35749_at"	"P"	"P"	"P"
"35750_at"	"P"	"P"	"P"
"35751_at"	"P"	"P"	"P"
"35752_s_at"	"P"	"P"	"P"
"35753_at"	"P"	"P"	"P"
"35754_at"	"P"	"P"	"P"
"35755_at"	"A"	"A"	"A"
"35756_at"	"P"	"P"	"P"
"35757_at"	"P"	"A"	"P"
"35758_at"	"P"	"P"	"P"
"35759_at"	"P"	"P"	"P"
"35760_at"	"P"	"P"	"P"
"35761_at"	"P"	"P"	"P"
"35762_at"	"P"	"P"	"P"
"35763_at"	"A"	"A"	"A"
"35764_at"	"P"	"P"	"M"
"35765_at"	"A"	"A"	"A"
"35766_at"	"A"	"A"	"A"
"35767_at"	"P"	"P"	"P"
"35768_at"	"P"	"P"	"P"
"35769_at"	"P"	"P"	"P"
"35770_at"	"P"	"P"	"P"
"35771_at"	"P"	"P"	"P"
"35772_at"	"P"	"M"	"A"
"35773_i_at"	"P"	"P"	"P"
"35774_r_at"	"P"	"P"	"P"
"35775_at"	"A"	"A"	"A"
"35776_at"	"P"	"P"	"P"
"35777_at"	"P"	"P"	"P"
"35778_at"	"P"	"P"	"P"
"35779_at"	"P"	"P"	"P"
"35780_at"	"P"	"P"	"P"
"35781_g_at"	"A"	"A"	"A"
"35782_at"	"A"	"A"	"A"
"35783_at"	"P"	"P"	"P"
"35784_at"	"P"	"P"	"P"
"35785_at"	"P"	"P"	"P"
"35786_at"	"P"	"P"	"P"
"35787_at"	"P"	"P"	"P"
"35788_at"	"P"	"P"	"P"
"35789_at"	"P"	"P"	"P"
"35790_at"	"P"	"P"	"P"
"35791_at"	"P"	"P"	"P"
"35792_at"	"P"	"P"	"P"
"35793_at"	"P"	"P"	"P"
"35794_at"	"P"	"P"	"P"
"35795_at"	"P"	"P"	"P"
"35796_at"	"P"	"P"	"P"
"35797_at"	"P"	"P"	"P"
"35798_at"	"P"	"P"	"P"
"35799_at"	"P"	"P"	"P"
"358_at"	"A"	"A"	"A"
"35800_at"	"P"	"P"	"P"
"35801_at"	"P"	"P"	"P"
"35802_at"	"P"	"P"	"P"
"35803_at"	"P"	"P"	"P"
"35804_at"	"P"	"P"	"P"
"35805_at"	"P"	"P"	"P"
"35806_at"	"P"	"P"	"P"
"35807_at"	"P"	"P"	"P"
"35808_at"	"P"	"P"	"P"
"35809_g_at"	"P"	"P"	"P"
"35810_at"	"P"	"P"	"P"
"35811_at"	"P"	"P"	"P"
"35812_at"	"P"	"P"	"P"
"35813_at"	"P"	"P"	"P"
"35814_at"	"P"	"P"	"P"
"35815_at"	"A"	"A"	"A"
"35816_at"	"P"	"P"	"P"
"35817_at"	"A"	"A"	"A"
"35818_at"	"P"	"P"	"P"
"35819_at"	"P"	"P"	"P"
"35820_at"	"P"	"P"	"P"
"35821_at"	"P"	"P"	"P"
"35822_at"	"P"	"P"	"M"
"35823_at"	"P"	"P"	"P"
"35824_at"	"P"	"P"	"P"
"35825_s_at"	"P"	"A"	"A"
"35826_at"	"P"	"P"	"P"
"35827_at"	"P"	"P"	"P"
"35828_at"	"P"	"P"	"M"
"35829_at"	"P"	"P"	"P"
"35830_at"	"P"	"P"	"P"
"35831_at"	"P"	"P"	"P"
"35832_at"	"A"	"A"	"A"
"35833_at"	"P"	"P"	"P"
"35834_at"	"A"	"A"	"A"
"35835_at"	"P"	"P"	"P"
"35836_at"	"P"	"P"	"P"
"35837_at"	"A"	"A"	"A"
"35838_at"	"P"	"P"	"P"
"35839_at"	"P"	"P"	"P"
"35840_at"	"P"	"P"	"P"
"35841_at"	"P"	"P"	"P"
"35842_at"	"P"	"P"	"P"
"35843_at"	"P"	"P"	"P"
"35844_at"	"P"	"P"	"P"
"35845_at"	"P"	"P"	"P"
"35846_at"	"A"	"A"	"A"
"35847_at"	"P"	"P"	"P"
"35848_at"	"P"	"P"	"P"
"35849_at"	"P"	"P"	"P"
"35850_at"	"P"	"P"	"P"
"35851_g_at"	"P"	"P"	"P"
"35852_at"	"A"	"A"	"A"
"35853_at"	"P"	"P"	"P"
"35854_at"	"A"	"A"	"A"
"35855_s_at"	"A"	"A"	"A"
"35856_r_at"	"A"	"A"	"A"
"35857_at"	"A"	"A"	"A"
"35858_at"	"P"	"P"	"P"
"35859_f_at"	"P"	"P"	"P"
"35860_r_at"	"A"	"A"	"A"
"35861_at"	"A"	"A"	"A"
"35862_at"	"A"	"A"	"A"
"35863_g_at"	"A"	"A"	"A"
"35864_at"	"P"	"P"	"P"
"35865_at"	"A"	"A"	"A"
"35866_at"	"A"	"A"	"A"
"35867_at"	"A"	"A"	"A"
"35868_at"	"A"	"A"	"A"
"35869_at"	"A"	"A"	"A"
"35870_at"	"A"	"A"	"A"
"35871_s_at"	"A"	"A"	"P"
"35872_at"	"A"	"A"	"A"
"35873_at"	"A"	"A"	"A"
"35874_at"	"P"	"A"	"M"
"35875_at"	"P"	"M"	"A"
"35876_s_at"	"P"	"A"	"A"
"35877_at"	"A"	"A"	"A"
"35878_at"	"P"	"P"	"P"
"35879_at"	"A"	"A"	"A"
"35880_at"	"A"	"A"	"A"
"35881_at"	"A"	"A"	"A"
"35882_at"	"A"	"A"	"A"
"35883_at"	"A"	"A"	"A"
"35884_at"	"A"	"A"	"A"
"35885_at"	"A"	"A"	"A"
"35886_at"	"M"	"A"	"A"
"35887_at"	"A"	"A"	"A"
"35888_at"	"A"	"A"	"A"
"35889_at"	"A"	"A"	"A"
"35890_at"	"A"	"A"	"A"
"35891_at"	"A"	"A"	"A"
"35892_at"	"A"	"A"	"A"
"35893_s_at"	"A"	"A"	"A"
"35894_at"	"A"	"A"	"A"
"35895_at"	"A"	"A"	"A"
"35896_at"	"A"	"A"	"A"
"35897_r_at"	"A"	"A"	"A"
"35898_at"	"A"	"A"	"A"
"35899_at"	"P"	"P"	"P"
"359_at"	"P"	"P"	"P"
"35900_at"	"A"	"A"	"A"
"35901_at"	"A"	"A"	"A"
"35902_at"	"A"	"A"	"A"
"35903_at"	"A"	"M"	"A"
"35904_at"	"A"	"A"	"A"
"35905_s_at"	"P"	"P"	"P"
"35906_at"	"A"	"A"	"A"
"35907_at"	"P"	"P"	"P"
"35908_at"	"A"	"A"	"A"
"35909_at"	"P"	"P"	"P"
"35910_f_at"	"P"	"P"	"P"
"35911_r_at"	"P"	"P"	"P"
"35912_at"	"A"	"A"	"A"
"35913_at"	"P"	"P"	"P"
"35914_r_at"	"A"	"A"	"A"
"35915_at"	"A"	"A"	"A"
"35916_s_at"	"P"	"P"	"P"
"35917_at"	"P"	"P"	"P"
"35918_at"	"A"	"A"	"A"
"35919_at"	"A"	"A"	"A"
"35920_at"	"A"	"A"	"A"
"35921_at"	"A"	"A"	"A"
"35922_at"	"A"	"A"	"A"
"35923_at"	"A"	"A"	"A"
"35924_at"	"P"	"P"	"P"
"35925_at"	"A"	"A"	"A"
"35926_s_at"	"A"	"A"	"A"
"35927_r_at"	"A"	"A"	"A"
"35928_at"	"P"	"A"	"A"
"35929_s_at"	"A"	"A"	"A"
"35930_at"	"A"	"A"	"A"
"35931_at"	"A"	"A"	"A"
"35932_at"	"A"	"A"	"A"
"35933_f_at"	"P"	"P"	"P"
"35934_at"	"P"	"P"	"P"
"35935_at"	"A"	"A"	"A"
"35936_g_at"	"A"	"A"	"A"
"35937_at"	"P"	"P"	"P"
"35938_at"	"P"	"P"	"P"
"35939_s_at"	"P"	"P"	"P"
"35940_at"	"A"	"A"	"A"
"35941_f_at"	"A"	"M"	"A"
"35942_at"	"A"	"A"	"A"
"35943_s_at"	"P"	"P"	"P"
"35944_at"	"A"	"A"	"A"
"35945_at"	"A"	"A"	"A"
"35946_at"	"A"	"A"	"A"
"35947_at"	"A"	"A"	"A"
"35948_at"	"A"	"A"	"A"
"35949_at"	"A"	"A"	"A"
"35950_at"	"P"	"P"	"P"
"35951_at"	"A"	"A"	"A"
"35952_at"	"A"	"A"	"A"
"35953_at"	"A"	"A"	"A"
"35954_at"	"A"	"A"	"A"
"35955_at"	"P"	"M"	"A"
"35956_s_at"	"A"	"A"	"A"
"35957_at"	"A"	"A"	"A"
"35958_at"	"A"	"A"	"A"
"35959_at"	"P"	"P"	"P"
"35960_at"	"P"	"P"	"P"
"35961_at"	"A"	"A"	"P"
"35962_at"	"A"	"A"	"A"
"35963_at"	"P"	"P"	"P"
"35964_at"	"A"	"P"	"P"
"35965_at"	"A"	"A"	"A"
"35966_at"	"P"	"P"	"P"
"35967_at"	"P"	"P"	"M"
"35968_s_at"	"P"	"P"	"P"
"35969_at"	"P"	"P"	"P"
"35970_g_at"	"P"	"P"	"P"
"35971_at"	"A"	"A"	"A"
"35972_at"	"A"	"A"	"A"
"35973_at"	"P"	"P"	"P"
"35974_at"	"A"	"A"	"A"
"35975_at"	"A"	"A"	"A"
"35976_at"	"A"	"A"	"A"
"35977_at"	"P"	"A"	"A"
"35978_at"	"P"	"P"	"P"
"35979_at"	"A"	"A"	"P"
"35980_at"	"P"	"P"	"P"
"35981_at"	"A"	"A"	"A"
"35982_at"	"A"	"A"	"A"
"35983_at"	"P"	"P"	"P"
"35984_at"	"P"	"P"	"P"
"35985_at"	"P"	"P"	"P"
"35986_at"	"A"	"A"	"A"
"35987_g_at"	"P"	"P"	"P"
"35988_i_at"	"P"	"P"	"P"
"35989_at"	"A"	"A"	"A"
"35990_at"	"A"	"A"	"A"
"35991_at"	"P"	"P"	"P"
"35992_at"	"P"	"P"	"P"
"35993_s_at"	"A"	"A"	"M"
"35994_at"	"P"	"P"	"P"
"35995_at"	"P"	"P"	"P"
"35996_at"	"P"	"P"	"P"
"35997_g_at"	"A"	"A"	"A"
"35998_at"	"A"	"A"	"A"
"35999_r_at"	"P"	"P"	"P"
"360_at"	"A"	"A"	"A"
"36000_at"	"A"	"A"	"A"
"36001_at"	"P"	"P"	"P"
"36002_at"	"P"	"P"	"P"
"36003_at"	"P"	"P"	"P"
"36004_at"	"A"	"A"	"A"
"36005_at"	"P"	"P"	"P"
"36006_at"	"A"	"A"	"A"
"36007_at"	"P"	"P"	"P"
"36008_at"	"A"	"A"	"A"
"36009_at"	"A"	"A"	"A"
"36010_at"	"A"	"A"	"A"
"36011_at"	"P"	"P"	"P"
"36012_at"	"P"	"P"	"P"
"36013_at"	"P"	"P"	"P"
"36014_at"	"A"	"A"	"A"
"36015_at"	"P"	"P"	"P"
"36016_at"	"A"	"A"	"A"
"36017_at"	"P"	"P"	"P"
"36018_at"	"A"	"A"	"A"
"36019_at"	"P"	"P"	"P"
"36020_at"	"A"	"A"	"A"
"36021_at"	"P"	"P"	"P"
"36022_at"	"A"	"A"	"A"
"36023_at"	"P"	"P"	"P"
"36024_at"	"A"	"A"	"A"
"36025_at"	"A"	"A"	"A"
"36026_at"	"A"	"A"	"A"
"36027_at"	"P"	"P"	"P"
"36028_at"	"P"	"P"	"P"
"36029_at"	"A"	"A"	"A"
"36030_at"	"P"	"P"	"P"
"36031_at"	"P"	"P"	"P"
"36032_at"	"P"	"P"	"P"
"36033_at"	"P"	"P"	"P"
"36034_at"	"P"	"P"	"P"
"36035_at"	"P"	"P"	"P"
"36036_at"	"A"	"A"	"A"
"36037_g_at"	"A"	"A"	"A"
"36038_r_at"	"A"	"A"	"A"
"36039_s_at"	"P"	"P"	"P"
"36040_at"	"P"	"P"	"P"
"36041_at"	"P"	"P"	"P"
"36042_at"	"A"	"A"	"A"
"36043_at"	"A"	"A"	"A"
"36044_at"	"P"	"P"	"P"
"36045_at"	"P"	"P"	"P"
"36046_at"	"P"	"P"	"P"
"36047_at"	"P"	"P"	"P"
"36048_at"	"P"	"A"	"P"
"36049_at"	"A"	"A"	"A"
"36050_at"	"P"	"P"	"P"
"36051_s_at"	"A"	"A"	"P"
"36052_at"	"A"	"A"	"A"
"36053_at"	"A"	"A"	"A"
"36054_at"	"P"	"P"	"P"
"36055_at"	"A"	"A"	"A"
"36056_g_at"	"A"	"A"	"A"
"36057_at"	"P"	"P"	"P"
"36058_at"	"P"	"P"	"P"
"36059_at"	"P"	"P"	"P"
"36060_at"	"P"	"P"	"P"
"36061_at"	"P"	"P"	"P"
"36062_at"	"P"	"P"	"P"
"36063_at"	"A"	"A"	"A"
"36064_at"	"A"	"A"	"A"
"36065_at"	"A"	"A"	"A"
"36066_at"	"P"	"P"	"P"
"36067_at"	"A"	"A"	"A"
"36068_at"	"P"	"M"	"M"
"36069_at"	"P"	"P"	"P"
"36070_at"	"P"	"P"	"P"
"36071_at"	"P"	"P"	"P"
"36072_at"	"P"	"P"	"P"
"36073_at"	"P"	"P"	"P"
"36074_at"	"A"	"A"	"P"
"36075_at"	"A"	"A"	"A"
"36076_g_at"	"P"	"P"	"P"
"36077_at"	"P"	"P"	"P"
"36078_at"	"P"	"M"	"P"
"36079_at"	"P"	"A"	"A"
"36080_at"	"P"	"P"	"P"
"36081_s_at"	"P"	"P"	"P"
"36082_at"	"A"	"A"	"A"
"36083_at"	"P"	"P"	"P"
"36084_at"	"P"	"P"	"P"
"36085_at"	"A"	"A"	"A"
"36086_at"	"A"	"A"	"A"
"36087_at"	"A"	"A"	"A"
"36088_at"	"P"	"P"	"P"
"36089_at"	"P"	"P"	"P"
"36090_at"	"P"	"P"	"P"
"36091_at"	"P"	"P"	"P"
"36092_at"	"P"	"P"	"P"
"36093_at"	"P"	"P"	"P"
"36094_at"	"A"	"A"	"M"
"36095_at"	"P"	"P"	"P"
"36096_at"	"A"	"A"	"A"
"36097_at"	"P"	"P"	"P"
"36098_at"	"P"	"P"	"P"
"36099_at"	"P"	"P"	"P"
"361_at"	"A"	"A"	"A"
"36100_at"	"P"	"P"	"P"
"36101_s_at"	"P"	"P"	"P"
"36102_at"	"P"	"P"	"P"
"36103_at"	"P"	"P"	"P"
"36104_at"	"P"	"P"	"P"
"36105_at"	"A"	"A"	"A"
"36106_at"	"A"	"A"	"A"
"36107_at"	"P"	"P"	"P"
"36108_at"	"A"	"A"	"A"
"36109_at"	"P"	"P"	"P"
"36110_at"	"P"	"P"	"P"
"36111_s_at"	"P"	"P"	"P"
"36112_r_at"	"P"	"P"	"P"
"36113_s_at"	"P"	"P"	"P"
"36114_r_at"	"P"	"P"	"P"
"36115_at"	"P"	"P"	"P"
"36116_at"	"P"	"P"	"P"
"36117_at"	"P"	"P"	"P"
"36118_at"	"P"	"A"	"M"
"36119_at"	"P"	"P"	"P"
"36120_at"	"P"	"P"	"P"
"36121_at"	"A"	"A"	"A"
"36122_at"	"P"	"P"	"P"
"36123_at"	"A"	"A"	"A"
"36124_at"	"P"	"P"	"P"
"36125_s_at"	"P"	"P"	"P"
"36126_at"	"P"	"P"	"P"
"36127_g_at"	"P"	"P"	"P"
"36128_at"	"P"	"P"	"P"
"36129_at"	"P"	"P"	"P"
"36130_f_at"	"P"	"P"	"P"
"36131_at"	"P"	"P"	"P"
"36132_at"	"P"	"M"	"P"
"36133_at"	"A"	"A"	"A"
"36134_at"	"A"	"A"	"A"
"36135_at"	"P"	"P"	"P"
"36136_at"	"P"	"P"	"P"
"36137_at"	"P"	"P"	"P"
"36138_at"	"P"	"P"	"P"
"36139_at"	"P"	"P"	"P"
"36140_at"	"A"	"A"	"A"
"36141_at"	"A"	"A"	"A"
"36142_at"	"P"	"P"	"P"
"36143_at"	"P"	"P"	"P"
"36144_at"	"P"	"P"	"P"
"36145_at"	"P"	"P"	"P"
"36146_at"	"P"	"P"	"P"
"36147_at"	"P"	"P"	"P"
"36148_at"	"P"	"A"	"P"
"36149_at"	"P"	"P"	"P"
"36150_at"	"A"	"A"	"A"
"36151_at"	"P"	"P"	"P"
"36152_at"	"P"	"P"	"P"
"36153_at"	"P"	"P"	"P"
"36154_at"	"P"	"P"	"P"
"36155_at"	"M"	"A"	"A"
"36156_at"	"A"	"A"	"A"
"36157_at"	"A"	"A"	"A"
"36158_at"	"P"	"P"	"P"
"36159_s_at"	"P"	"P"	"P"
"36160_s_at"	"P"	"P"	"P"
"36161_at"	"P"	"P"	"P"
"36162_at"	"P"	"P"	"P"
"36163_at"	"P"	"P"	"P"
"36164_at"	"P"	"P"	"P"
"36165_at"	"P"	"P"	"P"
"36166_at"	"P"	"P"	"P"
"36167_at"	"P"	"P"	"P"
"36168_at"	"A"	"A"	"A"
"36169_at"	"P"	"P"	"P"
"36170_at"	"P"	"P"	"P"
"36171_at"	"P"	"P"	"P"
"36172_s_at"	"P"	"P"	"P"
"36173_r_at"	"P"	"P"	"P"
"36174_at"	"P"	"P"	"P"
"36175_s_at"	"P"	"P"	"P"
"36176_at"	"P"	"P"	"P"
"36177_at"	"P"	"P"	"P"
"36178_at"	"P"	"P"	"P"
"36179_at"	"P"	"P"	"P"
"36180_s_at"	"P"	"P"	"P"
"36181_at"	"P"	"P"	"P"
"36182_at"	"A"	"A"	"A"
"36183_at"	"P"	"P"	"P"
"36184_at"	"P"	"P"	"P"
"36185_at"	"P"	"P"	"P"
"36186_at"	"P"	"P"	"P"
"36187_at"	"P"	"P"	"P"
"36188_at"	"P"	"P"	"P"
"36189_at"	"P"	"P"	"P"
"36190_at"	"P"	"P"	"P"
"36191_at"	"P"	"P"	"P"
"36192_at"	"P"	"P"	"P"
"36193_at"	"P"	"P"	"P"
"36194_at"	"P"	"P"	"P"
"36195_at"	"P"	"P"	"P"
"36196_at"	"P"	"P"	"P"
"36197_at"	"P"	"P"	"P"
"36198_at"	"P"	"P"	"P"
"36199_at"	"P"	"P"	"P"
"362_at"	"A"	"A"	"A"
"36200_at"	"P"	"P"	"P"
"36201_at"	"P"	"P"	"P"
"36202_at"	"P"	"P"	"P"
"36203_at"	"P"	"P"	"P"
"36204_at"	"P"	"P"	"P"
"36205_at"	"P"	"P"	"P"
"36206_at"	"P"	"P"	"P"
"36207_at"	"P"	"P"	"P"
"36208_at"	"P"	"P"	"P"
"36209_at"	"P"	"P"	"P"
"36210_g_at"	"P"	"P"	"P"
"36211_at"	"P"	"M"	"P"
"36212_at"	"A"	"A"	"A"
"36213_at"	"A"	"A"	"A"
"36214_at"	"A"	"A"	"A"
"36215_at"	"P"	"P"	"P"
"36216_at"	"P"	"P"	"P"
"36217_at"	"M"	"P"	"P"
"36218_g_at"	"P"	"P"	"P"
"36219_at"	"P"	"P"	"P"
"36220_at"	"A"	"A"	"A"
"36221_at"	"P"	"P"	"P"
"36222_at"	"M"	"M"	"M"
"36223_at"	"M"	"A"	"P"
"36224_g_at"	"P"	"P"	"P"
"36225_s_at"	"A"	"P"	"P"
"36226_r_at"	"A"	"A"	"A"
"36227_at"	"P"	"P"	"P"
"36228_at"	"A"	"A"	"A"
"36229_at"	"A"	"A"	"A"
"36230_at"	"A"	"A"	"A"
"36231_at"	"A"	"A"	"A"
"36232_at"	"A"	"A"	"A"
"36233_at"	"P"	"P"	"P"
"36234_at"	"P"	"M"	"P"
"36235_at"	"P"	"P"	"P"
"36236_at"	"P"	"P"	"P"
"36237_at"	"P"	"P"	"M"
"36238_at"	"A"	"A"	"A"
"36239_at"	"A"	"A"	"A"
"36240_at"	"A"	"A"	"A"
"36241_r_at"	"A"	"A"	"A"
"36242_at"	"M"	"A"	"M"
"36243_at"	"A"	"A"	"A"
"36244_at"	"A"	"A"	"A"
"36245_at"	"A"	"A"	"A"
"36246_at"	"P"	"P"	"P"
"36247_f_at"	"A"	"A"	"A"
"36248_at"	"P"	"P"	"A"
"36249_at"	"A"	"M"	"A"
"36250_at"	"P"	"P"	"A"
"36251_at"	"A"	"A"	"A"
"36252_at"	"P"	"P"	"P"
"36253_at"	"A"	"A"	"A"
"36254_at"	"A"	"A"	"A"
"36255_at"	"A"	"A"	"A"
"36256_at"	"A"	"A"	"A"
"36257_at"	"A"	"A"	"A"
"36258_at"	"P"	"M"	"A"
"36259_at"	"A"	"A"	"P"
"36260_at"	"M"	"A"	"A"
"36261_at"	"A"	"A"	"A"
"36262_at"	"P"	"P"	"P"
"36263_g_at"	"P"	"P"	"P"
"36264_at"	"A"	"A"	"A"
"36265_at"	"A"	"A"	"A"
"36266_at"	"A"	"A"	"A"
"36267_at"	"A"	"A"	"A"
"36268_at"	"A"	"A"	"A"
"36269_at"	"P"	"P"	"P"
"36270_at"	"A"	"A"	"A"
"36271_at"	"A"	"A"	"A"
"36272_r_at"	"A"	"A"	"A"
"36273_at"	"A"	"A"	"A"
"36274_at"	"P"	"P"	"A"
"36275_at"	"A"	"A"	"A"
"36276_at"	"A"	"A"	"A"
"36277_at"	"A"	"P"	"M"
"36278_at"	"A"	"A"	"A"
"36279_at"	"P"	"P"	"P"
"36280_at"	"A"	"A"	"A"
"36281_at"	"A"	"A"	"A"
"36282_at"	"A"	"A"	"A"
"36283_at"	"A"	"A"	"A"
"36284_at"	"A"	"A"	"A"
"36285_at"	"A"	"M"	"P"
"36286_at"	"A"	"A"	"A"
"36287_at"	"A"	"A"	"A"
"36288_at"	"A"	"A"	"A"
"36289_f_at"	"A"	"A"	"A"
"36290_s_at"	"A"	"A"	"A"
"36291_at"	"P"	"A"	"A"
"36292_at"	"A"	"A"	"A"
"36293_at"	"A"	"A"	"A"
"36294_at"	"P"	"P"	"P"
"36295_at"	"P"	"P"	"P"
"36296_at"	"A"	"A"	"A"
"36297_at"	"P"	"P"	"P"
"36298_at"	"P"	"P"	"P"
"36299_at"	"A"	"A"	"A"
"363_at"	"A"	"A"	"A"
"36300_at"	"A"	"A"	"A"
"36301_at"	"A"	"A"	"A"
"36302_f_at"	"P"	"P"	"M"
"36303_f_at"	"M"	"P"	"P"
"36304_at"	"A"	"A"	"A"
"36305_at"	"A"	"A"	"A"
"36306_at"	"A"	"A"	"A"
"36307_at"	"P"	"P"	"P"
"36308_at"	"P"	"P"	"P"
"36309_at"	"A"	"A"	"A"
"36310_at"	"A"	"A"	"A"
"36311_at"	"A"	"A"	"A"
"36312_at"	"P"	"P"	"P"
"36313_at"	"M"	"P"	"P"
"36314_at"	"A"	"A"	"A"
"36315_i_at"	"A"	"A"	"A"
"36316_r_at"	"A"	"A"	"A"
"36317_at"	"A"	"A"	"A"
"36318_at"	"P"	"P"	"P"
"36319_at"	"A"	"A"	"A"
"36320_at"	"A"	"A"	"A"
"36321_at"	"A"	"A"	"A"
"36322_at"	"A"	"A"	"M"
"36323_at"	"A"	"A"	"A"
"36324_at"	"P"	"P"	"P"
"36325_at"	"A"	"A"	"A"
"36326_at"	"A"	"A"	"A"
"36327_at"	"A"	"A"	"A"
"36328_at"	"A"	"A"	"A"
"36329_at"	"A"	"A"	"A"
"36330_at"	"P"	"P"	"P"
"36331_at"	"A"	"A"	"A"
"36332_at"	"A"	"P"	"A"
"36333_at"	"P"	"P"	"P"
"36334_at"	"P"	"P"	"M"
"36335_at"	"A"	"A"	"A"
"36336_s_at"	"P"	"P"	"P"
"36337_at"	"A"	"A"	"A"
"36338_at"	"P"	"P"	"P"
"36339_at"	"A"	"A"	"A"
"36340_at"	"A"	"A"	"A"
"36341_s_at"	"A"	"A"	"A"
"36342_r_at"	"A"	"A"	"A"
"36343_at"	"A"	"A"	"A"
"36344_at"	"A"	"A"	"A"
"36345_g_at"	"P"	"P"	"P"
"36346_at"	"A"	"A"	"A"
"36347_f_at"	"P"	"P"	"P"
"36348_r_at"	"A"	"A"	"A"
"36349_at"	"A"	"A"	"A"
"36350_at"	"A"	"A"	"A"
"36351_at"	"A"	"A"	"A"
"36352_at"	"A"	"A"	"A"
"36353_at"	"A"	"A"	"A"
"36354_at"	"A"	"A"	"A"
"36355_at"	"A"	"A"	"A"
"36356_at"	"A"	"A"	"A"
"36357_at"	"P"	"P"	"P"
"36358_at"	"P"	"P"	"P"
"36359_at"	"M"	"A"	"A"
"36360_at"	"P"	"P"	"P"
"36361_at"	"A"	"A"	"A"
"36362_at"	"A"	"A"	"A"
"36363_at"	"P"	"P"	"P"
"36364_at"	"A"	"A"	"A"
"36365_at"	"A"	"A"	"A"
"36366_at"	"A"	"A"	"A"
"36367_at"	"A"	"A"	"A"
"36368_at"	"A"	"A"	"A"
"36369_at"	"P"	"P"	"P"
"36370_at"	"A"	"A"	"A"
"36371_at"	"P"	"P"	"P"
"36372_at"	"A"	"A"	"A"
"36373_at"	"A"	"A"	"A"
"36374_at"	"A"	"A"	"A"
"36375_at"	"A"	"A"	"P"
"36376_at"	"A"	"A"	"A"
"36377_at"	"A"	"A"	"A"
"36378_at"	"M"	"A"	"M"
"36379_at"	"A"	"A"	"A"
"36380_at"	"A"	"A"	"A"
"36381_at"	"A"	"A"	"A"
"36382_at"	"A"	"A"	"A"
"36383_at"	"A"	"A"	"A"
"36384_at"	"A"	"A"	"A"
"36385_at"	"A"	"A"	"A"
"36386_at"	"P"	"P"	"P"
"36387_at"	"A"	"A"	"A"
"36388_at"	"A"	"A"	"A"
"36389_at"	"A"	"A"	"A"
"36390_at"	"A"	"A"	"A"
"36391_at"	"P"	"P"	"M"
"36392_at"	"A"	"A"	"A"
"36393_at"	"A"	"A"	"P"
"36394_at"	"A"	"A"	"A"
"36395_at"	"A"	"A"	"A"
"36396_at"	"A"	"A"	"A"
"36397_at"	"P"	"P"	"P"
