"GSM34592.CEL.gz"	"GSM34593.CEL.gz"	"GSM34594.CEL.gz"
"36398_at"	"P"	"P"	"P"
"36399_at"	"A"	"A"	"P"
"364_s_at"	"P"	"P"	"P"
"36400_at"	"A"	"A"	"A"
"36401_at"	"A"	"A"	"A"
"36402_at"	"A"	"A"	"A"
"36403_s_at"	"P"	"P"	"P"
"36404_at"	"A"	"A"	"A"
"36405_s_at"	"A"	"A"	"A"
"36406_at"	"A"	"A"	"A"
"36407_at"	"A"	"A"	"A"
"36408_at"	"A"	"A"	"A"
"36409_f_at"	"A"	"A"	"A"
"36410_f_at"	"A"	"A"	"A"
"36411_s_at"	"A"	"A"	"A"
"36412_s_at"	"P"	"P"	"M"
"36413_at"	"A"	"A"	"A"
"36414_s_at"	"P"	"P"	"P"
"36415_at"	"A"	"A"	"A"
"36416_g_at"	"A"	"A"	"A"
"36417_s_at"	"P"	"P"	"P"
"36418_at"	"A"	"A"	"A"
"36419_at"	"A"	"A"	"A"
"36420_at"	"A"	"A"	"A"
"36421_at"	"A"	"A"	"A"
"36422_s_at"	"A"	"A"	"A"
"36423_at"	"P"	"P"	"P"
"36424_at"	"A"	"A"	"A"
"36425_at"	"A"	"A"	"A"
"36426_g_at"	"A"	"A"	"A"
"36427_at"	"P"	"P"	"P"
"36428_at"	"A"	"A"	"A"
"36429_at"	"A"	"A"	"A"
"36430_at"	"A"	"A"	"A"
"36431_at"	"P"	"P"	"P"
"36432_at"	"P"	"P"	"P"
"36433_at"	"A"	"A"	"A"
"36434_r_at"	"A"	"A"	"A"
"36435_at"	"P"	"A"	"M"
"36436_at"	"A"	"A"	"A"
"36437_s_at"	"P"	"P"	"P"
"36438_at"	"A"	"A"	"A"
"36439_at"	"A"	"A"	"A"
"36440_at"	"A"	"A"	"A"
"36441_at"	"P"	"A"	"P"
"36442_g_at"	"P"	"A"	"A"
"36443_at"	"A"	"A"	"A"
"36444_s_at"	"A"	"A"	"A"
"36445_at"	"A"	"A"	"A"
"36446_s_at"	"P"	"P"	"P"
"36447_at"	"A"	"A"	"A"
"36448_at"	"P"	"P"	"P"
"36449_s_at"	"A"	"A"	"A"
"36450_at"	"A"	"A"	"A"
"36451_at"	"P"	"P"	"M"
"36452_at"	"P"	"P"	"P"
"36453_at"	"A"	"A"	"A"
"36454_at"	"P"	"P"	"P"
"36455_at"	"A"	"A"	"A"
"36456_at"	"P"	"P"	"P"
"36457_at"	"P"	"P"	"P"
"36458_at"	"P"	"P"	"P"
"36459_at"	"P"	"A"	"P"
"36460_at"	"A"	"M"	"A"
"36461_at"	"P"	"P"	"P"
"36462_at"	"P"	"P"	"P"
"36463_at"	"P"	"P"	"P"
"36464_at"	"A"	"A"	"A"
"36465_at"	"A"	"A"	"A"
"36466_at"	"P"	"P"	"P"
"36467_g_at"	"P"	"P"	"P"
"36468_at"	"A"	"A"	"P"
"36469_at"	"P"	"P"	"P"
"36470_s_at"	"P"	"P"	"P"
"36471_f_at"	"P"	"P"	"P"
"36472_at"	"P"	"P"	"P"
"36473_at"	"P"	"P"	"P"
"36474_at"	"P"	"P"	"P"
"36475_at"	"P"	"P"	"P"
"36476_at"	"P"	"P"	"P"
"36477_at"	"A"	"A"	"A"
"36478_at"	"P"	"A"	"A"
"36479_at"	"A"	"A"	"A"
"36480_at"	"P"	"A"	"P"
"36481_at"	"A"	"A"	"A"
"36482_s_at"	"A"	"A"	"A"
"36483_at"	"A"	"A"	"A"
"36484_at"	"A"	"A"	"A"
"36485_at"	"A"	"A"	"A"
"36486_at"	"P"	"A"	"M"
"36487_at"	"P"	"P"	"P"
"36488_at"	"P"	"P"	"P"
"36489_at"	"P"	"P"	"P"
"36490_s_at"	"P"	"P"	"P"
"36491_at"	"P"	"P"	"P"
"36492_at"	"P"	"P"	"P"
"36493_at"	"A"	"A"	"A"
"36494_at"	"P"	"P"	"P"
"36495_at"	"A"	"A"	"A"
"36496_at"	"P"	"P"	"P"
"36497_at"	"P"	"P"	"P"
"36498_at"	"P"	"P"	"M"
"36499_at"	"P"	"P"	"P"
"365_at"	"A"	"A"	"A"
"36500_at"	"P"	"P"	"P"
"36501_at"	"P"	"P"	"P"
"36502_at"	"P"	"P"	"P"
"36503_at"	"A"	"A"	"A"
"36504_at"	"P"	"P"	"P"
"36505_at"	"A"	"A"	"A"
"36506_at"	"P"	"P"	"P"
"36507_at"	"P"	"P"	"M"
"36508_at"	"A"	"A"	"A"
"36509_at"	"P"	"P"	"P"
"36510_at"	"P"	"P"	"P"
"36511_at"	"P"	"P"	"P"
"36512_at"	"A"	"A"	"A"
"36513_at"	"A"	"A"	"A"
"36514_at"	"P"	"P"	"P"
"36515_at"	"P"	"P"	"P"
"36516_at"	"A"	"A"	"A"
"36517_at"	"P"	"P"	"P"
"36518_at"	"A"	"A"	"A"
"36519_at"	"P"	"P"	"P"
"36520_at"	"A"	"A"	"A"
"36521_at"	"P"	"P"	"P"
"36522_at"	"A"	"A"	"A"
"36523_at"	"P"	"P"	"P"
"36524_at"	"A"	"A"	"A"
"36525_at"	"A"	"A"	"A"
"36526_at"	"P"	"P"	"P"
"36527_at"	"P"	"P"	"P"
"36528_at"	"P"	"M"	"A"
"36529_at"	"P"	"P"	"P"
"36530_g_at"	"A"	"A"	"A"
"36531_r_at"	"A"	"A"	"A"
"36532_at"	"P"	"P"	"P"
"36533_at"	"A"	"A"	"A"
"36534_at"	"A"	"A"	"P"
"36535_at"	"P"	"P"	"P"
"36536_at"	"P"	"P"	"P"
"36537_at"	"P"	"P"	"P"
"36538_at"	"A"	"A"	"A"
"36539_at"	"A"	"A"	"A"
"36540_at"	"A"	"A"	"A"
"36541_at"	"A"	"A"	"A"
"36542_at"	"P"	"P"	"P"
"36543_at"	"P"	"P"	"P"
"36544_at"	"P"	"P"	"P"
"36545_s_at"	"P"	"P"	"P"
"36546_r_at"	"A"	"A"	"A"
"36547_r_at"	"A"	"A"	"A"
"36548_at"	"P"	"A"	"A"
"36549_at"	"A"	"A"	"A"
"36550_at"	"P"	"P"	"P"
"36551_at"	"P"	"P"	"P"
"36552_at"	"P"	"M"	"P"
"36553_at"	"P"	"P"	"P"
"36554_at"	"P"	"P"	"P"
"36555_at"	"A"	"A"	"A"
"36556_at"	"A"	"A"	"A"
"36557_at"	"A"	"A"	"A"
"36558_at"	"A"	"A"	"A"
"36559_g_at"	"A"	"A"	"A"
"36560_at"	"A"	"A"	"A"
"36561_at"	"P"	"P"	"P"
"36562_at"	"A"	"A"	"A"
"36563_at"	"A"	"A"	"A"
"36564_at"	"P"	"P"	"P"
"36565_at"	"A"	"M"	"P"
"36566_at"	"P"	"P"	"P"
"36567_at"	"A"	"A"	"A"
"36568_at"	"A"	"A"	"A"
"36569_at"	"P"	"P"	"P"
"36570_at"	"A"	"A"	"A"
"36571_at"	"P"	"P"	"P"
"36572_r_at"	"P"	"P"	"P"
"36573_at"	"A"	"A"	"A"
"36574_at"	"P"	"P"	"P"
"36575_at"	"P"	"P"	"M"
"36576_at"	"P"	"P"	"P"
"36577_at"	"P"	"P"	"P"
"36578_at"	"P"	"P"	"P"
"36579_at"	"P"	"P"	"P"
"36580_at"	"P"	"P"	"P"
"36581_at"	"P"	"P"	"P"
"36582_g_at"	"P"	"P"	"P"
"36583_at"	"P"	"P"	"P"
"36584_at"	"A"	"A"	"A"
"36585_at"	"P"	"P"	"P"
"36586_at"	"P"	"P"	"P"
"36587_at"	"P"	"P"	"P"
"36588_at"	"P"	"P"	"P"
"36589_at"	"P"	"P"	"P"
"36590_at"	"A"	"A"	"P"
"36591_at"	"P"	"P"	"P"
"36592_at"	"P"	"P"	"P"
"36593_at"	"P"	"P"	"P"
"36594_s_at"	"P"	"P"	"P"
"36595_s_at"	"P"	"A"	"A"
"36596_r_at"	"P"	"P"	"P"
"36597_at"	"P"	"P"	"P"
"36598_s_at"	"P"	"P"	"P"
"36599_at"	"P"	"P"	"P"
"366_s_at"	"P"	"P"	"P"
"36600_at"	"P"	"P"	"P"
"36601_at"	"P"	"P"	"P"
"36602_at"	"P"	"P"	"P"
"36603_at"	"P"	"P"	"P"
"36604_at"	"P"	"P"	"M"
"36605_at"	"A"	"A"	"P"
"36606_at"	"P"	"P"	"P"
"36607_at"	"P"	"P"	"P"
"36608_at"	"P"	"P"	"P"
"36609_at"	"P"	"P"	"P"
"36610_at"	"P"	"P"	"P"
"36611_at"	"P"	"P"	"P"
"36612_at"	"P"	"P"	"P"
"36613_at"	"P"	"P"	"P"
"36614_at"	"P"	"P"	"P"
"36615_at"	"P"	"P"	"P"
"36616_at"	"P"	"P"	"P"
"36617_at"	"P"	"P"	"P"
"36618_g_at"	"P"	"P"	"P"
"36619_r_at"	"A"	"A"	"A"
"36620_at"	"P"	"P"	"P"
"36621_at"	"A"	"A"	"A"
"36622_at"	"A"	"A"	"A"
"36623_at"	"A"	"A"	"A"
"36624_at"	"P"	"P"	"P"
"36625_at"	"P"	"P"	"P"
"36626_at"	"P"	"P"	"P"
"36627_at"	"A"	"A"	"A"
"36628_at"	"P"	"P"	"P"
"36629_at"	"P"	"P"	"P"
"36630_at"	"A"	"A"	"A"
"36631_at"	"P"	"P"	"P"
"36632_at"	"P"	"P"	"P"
"36633_at"	"P"	"P"	"P"
"36634_at"	"P"	"P"	"P"
"36635_at"	"P"	"P"	"P"
"36636_at"	"P"	"P"	"P"
"36637_at"	"P"	"P"	"P"
"36638_at"	"P"	"P"	"P"
"36639_at"	"P"	"P"	"P"
"36640_at"	"A"	"A"	"A"
"36641_at"	"P"	"P"	"P"
"36642_at"	"A"	"A"	"A"
"36643_at"	"P"	"P"	"P"
"36644_at"	"P"	"P"	"P"
"36645_at"	"P"	"P"	"P"
"36646_at"	"A"	"A"	"A"
"36647_at"	"P"	"P"	"P"
"36648_at"	"P"	"P"	"P"
"36649_at"	"P"	"P"	"P"
"36650_at"	"M"	"A"	"A"
"36651_at"	"P"	"P"	"P"
"36652_at"	"P"	"P"	"P"
"36653_g_at"	"P"	"P"	"P"
"36654_s_at"	"P"	"P"	"P"
"36655_at"	"P"	"P"	"P"
"36656_at"	"A"	"A"	"A"
"36657_at"	"A"	"A"	"A"
"36658_at"	"P"	"P"	"P"
"36659_at"	"P"	"P"	"P"
"36660_at"	"P"	"P"	"P"
"36661_s_at"	"A"	"A"	"A"
"36662_at"	"A"	"A"	"A"
"36663_at"	"A"	"A"	"A"
"36664_at"	"A"	"A"	"A"
"36665_at"	"A"	"A"	"A"
"36666_at"	"P"	"P"	"P"
"36667_at"	"P"	"P"	"P"
"36668_at"	"P"	"P"	"P"
"36669_at"	"A"	"A"	"A"
"36670_at"	"P"	"P"	"P"
"36671_at"	"P"	"P"	"P"
"36672_at"	"P"	"P"	"P"
"36673_at"	"P"	"P"	"P"
"36674_at"	"A"	"A"	"A"
"36675_r_at"	"P"	"P"	"P"
"36676_at"	"P"	"P"	"P"
"36677_at"	"P"	"P"	"P"
"36678_at"	"P"	"P"	"P"
"36679_at"	"P"	"P"	"P"
"36680_at"	"A"	"A"	"A"
"36681_at"	"A"	"A"	"A"
"36682_at"	"A"	"A"	"P"
"36683_at"	"A"	"A"	"M"
"36684_at"	"P"	"P"	"P"
"36685_at"	"P"	"P"	"P"
"36686_at"	"P"	"P"	"P"
"36687_at"	"P"	"P"	"P"
"36688_at"	"P"	"P"	"P"
"36689_at"	"P"	"P"	"P"
"36690_at"	"P"	"P"	"P"
"36691_at"	"A"	"A"	"A"
"36692_at"	"P"	"P"	"P"
"36693_at"	"A"	"A"	"A"
"36694_at"	"P"	"P"	"P"
"36695_at"	"A"	"A"	"A"
"36696_at"	"P"	"P"	"P"
"36697_g_at"	"A"	"A"	"A"
"36698_at"	"A"	"A"	"A"
"36699_at"	"A"	"A"	"A"
"367_at"	"A"	"A"	"A"
"36700_at"	"A"	"M"	"P"
"36701_at"	"P"	"M"	"A"
"36702_at"	"P"	"P"	"P"
"36703_at"	"A"	"A"	"A"
"36704_at"	"A"	"A"	"A"
"36705_at"	"P"	"P"	"P"
"36706_at"	"A"	"A"	"A"
"36707_s_at"	"A"	"A"	"A"
"36708_at"	"A"	"A"	"A"
"36709_at"	"M"	"A"	"A"
"36710_at"	"A"	"A"	"A"
"36711_at"	"P"	"P"	"P"
"36712_at"	"A"	"A"	"A"
"36713_at"	"A"	"A"	"A"
"36714_at"	"P"	"A"	"A"
"36715_at"	"A"	"A"	"A"
"36716_at"	"A"	"A"	"A"
"36717_at"	"P"	"P"	"P"
"36718_s_at"	"A"	"A"	"A"
"36719_r_at"	"P"	"P"	"P"
"36720_at"	"P"	"P"	"A"
"36721_s_at"	"A"	"A"	"A"
"36722_s_at"	"A"	"A"	"A"
"36723_at"	"A"	"A"	"A"
"36724_s_at"	"A"	"A"	"A"
"36725_at"	"A"	"A"	"A"
"36726_at"	"A"	"A"	"A"
"36727_at"	"A"	"A"	"M"
"36728_at"	"A"	"A"	"A"
"36729_g_at"	"A"	"A"	"A"
"36730_at"	"A"	"A"	"A"
"36731_g_at"	"P"	"P"	"P"
"36732_at"	"A"	"A"	"A"
"36733_at"	"A"	"A"	"A"
"36734_at"	"P"	"P"	"A"
"36735_f_at"	"A"	"A"	"A"
"36736_f_at"	"P"	"P"	"P"
"36737_at"	"P"	"P"	"P"
"36738_at"	"A"	"A"	"A"
"36739_at"	"A"	"A"	"A"
"36740_at"	"A"	"A"	"A"
"36741_at"	"P"	"P"	"P"
"36742_at"	"A"	"A"	"A"
"36743_at"	"A"	"A"	"P"
"36744_at"	"P"	"P"	"P"
"36745_at"	"A"	"A"	"A"
"36746_s_at"	"A"	"A"	"A"
"36747_at"	"A"	"A"	"A"
"36748_at"	"A"	"A"	"A"
"36749_at"	"A"	"A"	"A"
"36750_at"	"A"	"A"	"A"
"36751_at"	"A"	"A"	"A"
"36752_at"	"A"	"A"	"A"
"36753_at"	"A"	"A"	"A"
"36754_at"	"A"	"M"	"P"
"36755_s_at"	"A"	"A"	"A"
"36756_at"	"A"	"A"	"A"
"36757_at"	"A"	"A"	"A"
"36758_at"	"P"	"P"	"P"
"36759_at"	"M"	"A"	"M"
"36760_at"	"P"	"P"	"P"
"36761_at"	"A"	"A"	"A"
"36762_at"	"A"	"A"	"A"
"36763_at"	"A"	"A"	"A"
"36764_at"	"A"	"A"	"A"
"36765_at"	"P"	"P"	"P"
"36766_at"	"A"	"A"	"A"
"36767_at"	"A"	"A"	"A"
"36768_at"	"A"	"A"	"A"
"36769_at"	"A"	"A"	"P"
"36770_at"	"P"	"P"	"P"
"36771_at"	"A"	"A"	"A"
"36772_at"	"A"	"A"	"A"
"36773_f_at"	"P"	"P"	"P"
"36774_f_at"	"A"	"A"	"A"
"36775_f_at"	"A"	"A"	"A"
"36776_at"	"A"	"A"	"A"
"36777_at"	"A"	"A"	"A"
"36778_at"	"A"	"A"	"A"
"36779_at"	"A"	"A"	"A"
"36780_at"	"P"	"P"	"P"
"36781_at"	"A"	"A"	"A"
"36782_s_at"	"A"	"A"	"A"
"36783_f_at"	"P"	"P"	"P"
"36784_at"	"M"	"A"	"M"
"36785_at"	"P"	"P"	"P"
"36786_at"	"P"	"P"	"P"
"36787_at"	"A"	"A"	"A"
"36788_at"	"A"	"A"	"A"
"36789_f_at"	"A"	"A"	"A"
"36790_at"	"P"	"P"	"P"
"36791_g_at"	"P"	"P"	"P"
"36792_at"	"P"	"P"	"P"
"36793_at"	"A"	"A"	"A"
"36794_at"	"A"	"P"	"A"
"36795_at"	"P"	"P"	"P"
"36796_at"	"A"	"A"	"A"
"36797_at"	"A"	"A"	"A"
"36798_g_at"	"A"	"A"	"A"
"36799_at"	"P"	"P"	"A"
"368_at"	"P"	"P"	"P"
"36800_at"	"A"	"A"	"A"
"36801_at"	"A"	"A"	"A"
"36802_at"	"P"	"P"	"P"
"36803_at"	"A"	"A"	"A"
"36804_at"	"P"	"P"	"A"
"36805_s_at"	"A"	"A"	"A"
"36806_at"	"A"	"A"	"A"
"36807_at"	"A"	"A"	"A"
"36808_at"	"P"	"P"	"P"
"36809_at"	"A"	"A"	"A"
"36810_at"	"A"	"A"	"P"
"36811_at"	"P"	"P"	"P"
"36812_at"	"P"	"P"	"P"
"36813_at"	"P"	"P"	"P"
"36814_at"	"P"	"P"	"P"
"36815_at"	"P"	"P"	"P"
"36816_s_at"	"A"	"A"	"A"
"36817_at"	"A"	"A"	"A"
"36818_at"	"P"	"P"	"P"
"36819_at"	"P"	"P"	"P"
"36820_r_at"	"A"	"A"	"M"
"36821_at"	"P"	"P"	"P"
"36822_at"	"P"	"P"	"P"
"36823_at"	"A"	"A"	"A"
"36824_at"	"A"	"A"	"A"
"36825_at"	"P"	"P"	"P"
"36826_at"	"P"	"P"	"P"
"36827_at"	"P"	"P"	"P"
"36828_at"	"M"	"A"	"A"
"36829_at"	"P"	"P"	"P"
"36830_at"	"P"	"P"	"P"
"36831_at"	"A"	"A"	"A"
"36832_at"	"A"	"A"	"A"
"36833_at"	"P"	"P"	"P"
"36834_at"	"P"	"P"	"P"
"36835_at"	"P"	"P"	"P"
"36836_at"	"P"	"P"	"P"
"36837_at"	"P"	"P"	"P"
"36838_at"	"A"	"A"	"A"
"36839_at"	"P"	"P"	"P"
"36840_at"	"P"	"P"	"P"
"36841_at"	"P"	"P"	"P"
"36842_at"	"A"	"A"	"A"
"36843_at"	"A"	"M"	"M"
"36844_at"	"P"	"P"	"P"
"36845_at"	"P"	"P"	"P"
"36846_s_at"	"P"	"P"	"P"
"36847_r_at"	"P"	"P"	"P"
"36848_r_at"	"A"	"A"	"A"
"36849_at"	"P"	"P"	"P"
"36850_at"	"A"	"A"	"A"
"36851_g_at"	"A"	"A"	"A"
"36852_at"	"A"	"A"	"A"
"36853_at"	"A"	"A"	"A"
"36854_s_at"	"A"	"A"	"A"
"36855_r_at"	"A"	"A"	"A"
"36856_at"	"A"	"A"	"A"
"36857_at"	"P"	"P"	"P"
"36858_at"	"P"	"P"	"P"
"36859_at"	"P"	"P"	"A"
"36860_at"	"P"	"P"	"P"
"36861_at"	"A"	"A"	"A"
"36862_at"	"P"	"P"	"P"
"36863_at"	"P"	"P"	"P"
"36864_at"	"P"	"P"	"P"
"36865_at"	"P"	"A"	"P"
"36866_at"	"A"	"A"	"P"
"36867_at"	"P"	"P"	"P"
"36868_at"	"A"	"A"	"A"
"36869_at"	"A"	"A"	"A"
"36870_at"	"P"	"P"	"P"
"36871_at"	"A"	"A"	"A"
"36872_at"	"P"	"P"	"P"
"36873_at"	"P"	"P"	"P"
"36874_at"	"A"	"A"	"A"
"36875_at"	"P"	"P"	"P"
"36876_at"	"P"	"P"	"P"
"36877_at"	"A"	"A"	"A"
"36878_f_at"	"M"	"P"	"P"
"36879_at"	"A"	"A"	"A"
"36880_at"	"P"	"M"	"P"
"36881_at"	"P"	"P"	"P"
"36882_at"	"A"	"A"	"A"
"36883_at"	"A"	"A"	"A"
"36884_at"	"A"	"A"	"A"
"36885_at"	"A"	"A"	"A"
"36886_f_at"	"A"	"A"	"A"
"36887_f_at"	"A"	"A"	"A"
"36888_at"	"P"	"P"	"P"
"36889_at"	"A"	"A"	"A"
"36890_at"	"P"	"P"	"P"
"36891_at"	"A"	"A"	"A"
"36892_at"	"P"	"P"	"P"
"36893_at"	"A"	"A"	"A"
"36894_at"	"P"	"P"	"P"
"36895_at"	"P"	"P"	"M"
"36896_s_at"	"P"	"P"	"P"
"36897_at"	"A"	"A"	"A"
"36898_r_at"	"P"	"P"	"P"
"36899_at"	"P"	"P"	"P"
"369_s_at"	"P"	"P"	"P"
"36900_at"	"P"	"P"	"P"
"36901_at"	"P"	"P"	"P"
"36902_at"	"P"	"P"	"P"
"36903_at"	"A"	"P"	"P"
"36904_at"	"A"	"A"	"A"
"36905_at"	"P"	"P"	"P"
"36906_at"	"A"	"A"	"A"
"36907_at"	"P"	"P"	"P"
"36908_at"	"A"	"A"	"A"
"36909_at"	"P"	"P"	"P"
"36910_at"	"P"	"P"	"P"
"36911_at"	"A"	"A"	"A"
"36912_at"	"A"	"A"	"A"
"36913_at"	"P"	"P"	"P"
"36914_at"	"A"	"A"	"A"
"36915_at"	"P"	"P"	"P"
"36916_at"	"M"	"M"	"P"
"36917_at"	"A"	"A"	"A"
"36918_at"	"A"	"A"	"A"
"36919_r_at"	"A"	"A"	"A"
"36920_at"	"P"	"M"	"M"
"36921_at"	"P"	"P"	"P"
"36922_at"	"P"	"P"	"P"
"36923_at"	"A"	"A"	"A"
"36924_r_at"	"A"	"A"	"A"
"36925_at"	"P"	"P"	"P"
"36926_at"	"P"	"P"	"P"
"36927_at"	"P"	"P"	"P"
"36928_at"	"P"	"P"	"P"
"36929_at"	"P"	"P"	"P"
"36930_at"	"P"	"P"	"P"
"36931_at"	"A"	"A"	"M"
"36932_at"	"P"	"P"	"P"
"36933_at"	"P"	"P"	"P"
"36934_at"	"P"	"P"	"P"
"36935_at"	"P"	"P"	"P"
"36936_at"	"P"	"P"	"P"
"36937_s_at"	"P"	"P"	"P"
"36938_at"	"P"	"P"	"P"
"36939_at"	"A"	"A"	"A"
"36940_at"	"P"	"P"	"P"
"36941_at"	"P"	"P"	"P"
"36942_at"	"P"	"P"	"P"
"36943_r_at"	"P"	"P"	"P"
"36944_f_at"	"P"	"P"	"P"
"36945_at"	"P"	"P"	"P"
"36946_at"	"P"	"P"	"P"
"36947_s_at"	"A"	"A"	"A"
"36948_at"	"P"	"P"	"P"
"36949_at"	"P"	"P"	"P"
"36950_at"	"P"	"P"	"P"
"36951_at"	"P"	"P"	"P"
"36952_at"	"P"	"P"	"P"
"36953_at"	"P"	"P"	"P"
"36954_at"	"P"	"P"	"P"
"36955_at"	"P"	"P"	"P"
"36956_at"	"P"	"P"	"P"
"36957_at"	"P"	"P"	"P"
"36958_at"	"P"	"P"	"P"
"36959_at"	"P"	"P"	"P"
"36960_at"	"P"	"P"	"P"
"36961_at"	"P"	"P"	"P"
"36962_at"	"P"	"P"	"P"
"36963_at"	"P"	"P"	"P"
"36964_at"	"P"	"P"	"P"
"36965_at"	"P"	"P"	"P"
"36966_at"	"A"	"A"	"A"
"36967_g_at"	"A"	"A"	"A"
"36968_s_at"	"P"	"P"	"P"
"36970_at"	"P"	"P"	"P"
"36971_at"	"P"	"P"	"P"
"36972_at"	"P"	"P"	"P"
"36973_at"	"P"	"P"	"P"
"36974_at"	"P"	"P"	"P"
"36975_at"	"P"	"P"	"P"
"36976_at"	"P"	"P"	"P"
"36977_at"	"P"	"P"	"P"
"36978_at"	"P"	"P"	"P"
"36979_at"	"P"	"P"	"P"
"36980_at"	"P"	"P"	"P"
"36981_at"	"P"	"P"	"P"
"36982_at"	"P"	"P"	"P"
"36983_f_at"	"A"	"A"	"A"
"36984_f_at"	"A"	"A"	"A"
"36985_at"	"P"	"P"	"P"
"36986_at"	"P"	"P"	"P"
"36987_at"	"P"	"P"	"P"
"36988_at"	"P"	"P"	"P"
"36989_at"	"P"	"P"	"P"
"36990_at"	"P"	"P"	"P"
"36991_at"	"P"	"P"	"P"
"36992_at"	"P"	"P"	"P"
"36993_at"	"P"	"P"	"P"
"36994_at"	"P"	"P"	"P"
"36995_at"	"A"	"A"	"A"
"36996_at"	"P"	"P"	"P"
"36997_at"	"A"	"A"	"A"
"36998_s_at"	"P"	"P"	"P"
"36999_at"	"A"	"A"	"A"
"370_at"	"A"	"M"	"P"
"37000_at"	"P"	"P"	"P"
"37001_at"	"P"	"P"	"P"
"37002_at"	"P"	"P"	"P"
"37003_at"	"P"	"P"	"P"
"37004_at"	"A"	"A"	"A"
"37005_at"	"P"	"P"	"P"
"37006_at"	"A"	"A"	"A"
"37007_at"	"P"	"P"	"P"
"37008_r_at"	"A"	"A"	"A"
"37009_at"	"P"	"P"	"P"
"37010_at"	"P"	"P"	"P"
"37011_at"	"A"	"A"	"A"
"37012_at"	"P"	"P"	"P"
"37013_at"	"A"	"A"	"A"
"37014_at"	"A"	"A"	"A"
"37015_at"	"A"	"A"	"A"
"37016_at"	"P"	"P"	"P"
"37017_at"	"A"	"A"	"A"
"37018_at"	"A"	"P"	"P"
"37019_at"	"A"	"A"	"A"
"37020_at"	"A"	"A"	"A"
"37021_at"	"M"	"P"	"P"
"37022_at"	"A"	"A"	"A"
"37023_at"	"P"	"M"	"A"
"37024_at"	"P"	"P"	"P"
"37025_at"	"P"	"P"	"P"
"37026_at"	"P"	"P"	"P"
"37027_at"	"P"	"P"	"P"
"37028_at"	"P"	"P"	"P"
"37029_at"	"P"	"P"	"P"
"37030_at"	"P"	"P"	"P"
"37031_at"	"P"	"P"	"P"
"37032_at"	"P"	"A"	"P"
"37033_s_at"	"P"	"P"	"P"
"37034_at"	"P"	"P"	"P"
"37035_at"	"P"	"P"	"P"
"37036_at"	"P"	"P"	"P"
"37037_at"	"P"	"P"	"P"
"37038_at"	"P"	"P"	"P"
"37039_at"	"P"	"P"	"P"
"37040_at"	"P"	"P"	"P"
"37041_at"	"A"	"A"	"A"
"37042_at"	"P"	"P"	"P"
"37043_at"	"P"	"P"	"P"
"37044_at"	"P"	"P"	"P"
"37045_at"	"M"	"P"	"P"
"37046_at"	"P"	"P"	"P"
"37047_at"	"P"	"P"	"P"
"37048_at"	"P"	"P"	"P"
"37049_g_at"	"P"	"P"	"P"
"37050_r_at"	"P"	"P"	"P"
"37051_at"	"A"	"A"	"A"
"37052_at"	"P"	"P"	"A"
"37053_at"	"P"	"P"	"P"
"37054_at"	"A"	"A"	"A"
"37055_at"	"P"	"P"	"P"
"37056_at"	"A"	"A"	"A"
"37057_s_at"	"P"	"M"	"M"
"37058_at"	"A"	"A"	"A"
"37059_at"	"A"	"A"	"A"
"37060_at"	"A"	"A"	"A"
"37061_at"	"A"	"P"	"P"
"37062_at"	"P"	"A"	"P"
"37063_r_at"	"A"	"A"	"A"
"37064_at"	"A"	"A"	"A"
"37065_f_at"	"A"	"A"	"A"
"37066_at"	"A"	"A"	"A"
"37067_at"	"P"	"P"	"P"
"37068_at"	"A"	"A"	"A"
"37069_at"	"A"	"A"	"A"
"37070_at"	"A"	"A"	"M"
"37071_at"	"A"	"A"	"A"
"37072_at"	"A"	"A"	"A"
"37073_at"	"P"	"P"	"P"
"37074_at"	"P"	"P"	"P"
"37075_at"	"A"	"A"	"A"
"37076_at"	"A"	"A"	"A"
"37077_at"	"A"	"A"	"A"
"37078_at"	"A"	"A"	"A"
"37079_at"	"P"	"P"	"P"
"37080_at"	"A"	"A"	"A"
"37081_at"	"A"	"A"	"A"
"37082_at"	"A"	"A"	"A"
"37083_s_at"	"A"	"A"	"A"
"37084_at"	"A"	"A"	"A"
"37085_g_at"	"A"	"A"	"A"
"37086_at"	"A"	"A"	"A"
"37087_at"	"A"	"A"	"A"
"37088_at"	"A"	"A"	"A"
"37089_at"	"A"	"A"	"A"
"37090_at"	"A"	"A"	"A"
"37091_g_at"	"A"	"A"	"A"
"37092_at"	"A"	"A"	"A"
"37093_at"	"A"	"A"	"A"
"37094_at"	"A"	"A"	"A"
"37095_r_at"	"P"	"A"	"P"
"37096_at"	"A"	"A"	"A"
"37097_at"	"A"	"A"	"A"
"37098_at"	"P"	"P"	"P"
"37099_at"	"A"	"A"	"A"
"371_at"	"P"	"P"	"P"
"37100_at"	"A"	"A"	"A"
"37101_at"	"P"	"P"	"P"
"37102_at"	"A"	"A"	"A"
"37103_at"	"P"	"P"	"P"
"37104_at"	"A"	"A"	"A"
"37105_at"	"A"	"A"	"A"
"37106_at"	"A"	"A"	"A"
"37107_at"	"P"	"P"	"P"
"37108_at"	"A"	"A"	"A"
"37109_at"	"A"	"A"	"A"
"37110_at"	"A"	"A"	"A"
"37111_g_at"	"P"	"P"	"P"
"37112_at"	"A"	"A"	"A"
"37113_at"	"A"	"A"	"A"
"37114_at"	"A"	"A"	"A"
