"affy_hg_u133_plus_2"	"entrezgene"
"201759_at"	6904
"211052_s_at"	6904
"229192_s_at"	6904
"216128_at"	6904
"229191_at"	6904
"234394_at"	7678
"206928_at"	7678
"230922_x_at"	65991
"223042_s_at"	65991
"211677_x_at"	57863
"213948_x_at"	57863
"221921_s_at"	57863
"226953_at"	57863
"216535_at"	57863
"1567912_s_at"	541466
"235700_at"	541466
"241998_at"	389073
"201620_at"	8720
"217543_s_at"	8720
"202990_at"	5836
"225335_at"	84838
"225349_at"	84838
"225333_at"	84838
"236299_at"	84838
"223474_at"	64207
"1553905_at"	170063
"219530_at"	79728
"208335_s_at"	2532
"211734_s_at"	2205
"225623_at"	85457
"233894_x_at"	136227
"229080_at"	136227
"221346_at"	26476
"221637_s_at"	79081
"1555037_a_at"	3417
"201193_at"	3417
"211522_s_at"	2798
"216341_s_at"	2798
"211523_at"	2798
"206350_at"	325
"243198_at"	374618
"1566606_a_at"	374618
"1562259_at"	374618
"37020_at"	1401
"205753_at"	1401
"201725_at"	8872
"207075_at"	114548
"216015_s_at"	114548
"216016_at"	114548
"223402_at"	54935
"207184_at"	6540
"237058_x_at"	6540
"219993_at"	64321
"230943_at"	64321
"202107_s_at"	4171
"219999_at"	4122
"202032_s_at"	4122
"216835_s_at"	1796
"211121_s_at"	1796
"221659_s_at"	93408
"221660_at"	93408
"1552908_at"	148823
"223085_at"	25897
"220483_s_at"	25897
"1555148_a_at"	130951
"1552849_at"	130951
"1553917_at"	200576
"1557719_at"	200576
"213111_at"	200576
"1555018_at"	81472
"229876_at"	5255
"205450_at"	5255
"226850_at"	285362
"224846_at"	92799
"219863_at"	51191
"210124_x_at"	10505
"208124_s_at"	10505
"228660_x_at"	10505
"206772_at"	5746
"224021_at"	6101
"218619_s_at"	6839
"36936_at"	7264
"201644_at"	7264
"219703_at"	55329
"207602_at"	9407
"223333_s_at"	51129
"221009_s_at"	51129
"237802_at"	114786
"200633_at"	7314
"202934_at"	3099
"207639_at"	8326
"219995_s_at"	79755
"227733_at"	57156
"208445_s_at"	9031
"213336_at"	9031
"208705_s_at"	1983
"208290_s_at"	1983
"208707_at"	1983
"208708_x_at"	1983
"208706_s_at"	1983
"241843_at"	1983
"208659_at"	1192
"225540_at"	4133
"213589_s_at"	146712
"215055_at"	146712
"1567912_s_at"	728911
"235700_at"	728911
"230104_s_at"	11076
"206179_s_at"	11076
"1552340_at"	121340
"202532_s_at"	1719
"202533_s_at"	1719
"48808_at"	1719
"202534_x_at"	1719
"225844_at"	56655
"1553587_a_at"	56655
"202367_at"	1523
"225935_at"	1523
"225937_at"	1523
"214743_at"	1523
"227069_at"	1523
"210637_at"	6869
"208049_s_at"	6869
"208048_at"	6869
"219282_s_at"	51393
"222855_s_at"	51393
"209231_s_at"	84516
"209232_s_at"	84516
"232343_at"	84516
"221213_s_at"	54816
"1568951_at"	54816
"239107_at"	54816
"1558202_at"	54816
"1558570_at"	54816
"229013_at"	54816
"221213_s_at"	145783
"1568951_at"	145783
"239107_at"	145783
"1558202_at"	145783
"1558570_at"	145783
"229013_at"	145783
"220112_at"	79722
"207468_s_at"	6425
"225955_at"	284207
"209998_at"	84720
"214991_s_at"	84720
"214990_at"	84720
"239316_at"	692158
"239316_at"	751071
"211068_x_at"	253725
"212929_s_at"	253725
"214946_x_at"	253725
"212370_x_at"	253725
"232905_at"	404672
"1558934_a_at"	404672
"213357_at"	404672
"244294_at"	404672
"227828_s_at"	84141
"233295_at"	NA
"229875_at"	283576
"244366_at"	100506371
"1567912_s_at"	441519
"235700_at"	441519
"238091_at"	100506388
"216862_s_at"	4515
"210212_x_at"	4515
"244790_at"	4515
"205106_at"	4515
"244880_at"	NA
"203656_at"	9896
"224170_s_at"	56995
"239742_at"	56995
"218184_at"	56995
"243836_at"	285175
"237660_at"	285175
"230220_at"	285175
"221646_s_at"	79844
"1552283_s_at"	79844
"232417_x_at"	79844
"221646_s_at"	100996904
"1552283_s_at"	100996904
"232417_x_at"	100996904
"203465_at"	9801
"238448_at"	9801
"1558292_s_at"	284098
"226483_at"	137695
"227936_at"	137695
"219152_at"	50512
"214732_at"	6667
"224754_at"	6667
"224760_at"	6667
"1553685_s_at"	6667
"223783_s_at"	100131454
"216862_s_at"	100272147
"210212_x_at"	100272147
"205106_at"	100272147
"237389_at"	NA
"243503_at"	NA
"212731_at"	157567
"238807_at"	157567
"228972_at"	100306951
"233936_s_at"	79893
"218079_s_at"	79893
"1554419_x_at"	79893
"233937_at"	79893
"214696_at"	84981
"214696_at"	407004
"220337_at"	58157
"236677_at"	58157
"216521_s_at"	79184
"231913_s_at"	79184
"229436_x_at"	79184
"221196_x_at"	79184
"226382_at"	57118
"226959_at"	57118
"235626_at"	57118
"220246_at"	57118
"237974_at"	145447
"237974_at"	100616234
"221425_s_at"	81689
"209273_s_at"	81689
"209274_s_at"	81689
"1553466_at"	286464
"216305_s_at"	6936
"210175_at"	6936
"213124_at"	25888
"213130_at"	25888
"221646_s_at"	653082
"1552283_s_at"	653082
"225040_s_at"	6120
"221770_at"	6120
"225039_at"	6120
"216574_s_at"	6120
"225040_s_at"	729020
"221770_at"	729020
"225039_at"	729020
"216574_s_at"	729020
"238346_s_at"	96764
"219231_at"	96764
"222335_at"	96764
"225560_at"	29954
"220632_s_at"	29954
"225127_at"	57583
"210131_x_at"	NA
"202004_x_at"	NA
"215088_s_at"	NA
"224661_at"	84992
"224660_at"	84992
"224661_at"	100996939
"224660_at"	100996939
"243975_at"	NA
"219487_at"	79738
"1553998_at"	63947
"1560300_a_at"	63947
"1553998_at"	728656
"1560300_a_at"	728656
"231459_at"	NA
"236749_at"	NA
"1557399_at"	284009
"217224_at"	NA
"210754_s_at"	4067
"202626_s_at"	4067
"202625_at"	4067
"221341_s_at"	653166
"226442_at"	80325
"229164_s_at"	80325
"228848_at"	80325
"242567_at"	80325
"221386_at"	NA
"224921_at"	10066
"218143_s_at"	10066
"220345_at"	80059
"220155_s_at"	65980
"230561_s_at"	151050
"1554791_a_at"	151050
"215046_at"	151050
"221384_at"	7350
"234781_at"	NA
"1556229_at"	NA
"209859_at"	114088
"230280_at"	114088
"231661_at"	130120
"1557203_at"	340529
"1557203_at"	645974
"206068_s_at"	33
"206069_s_at"	33
"228983_at"	NA
"229342_at"	NA
"236384_at"	NA
"208097_s_at"	81542
"209476_at"	81542
"219368_at"	4674
"209888_s_at"	4632
"212956_at"	23158
"212960_at"	23158
"1557944_s_at"	1500
"211240_x_at"	1500
"208862_s_at"	1500
"208407_s_at"	1500
"214003_x_at"	6224
"200949_x_at"	6224
"216247_at"	6224
"200949_x_at"	26795
"216247_at"	26795
"225728_at"	8470
"204288_s_at"	8470
"237285_at"	8470
"1558815_at"	8470
"221340_at"	1046
"212585_at"	114882
"212582_at"	114882
"228986_at"	114882
"1559481_at"	53344
"1557786_s_at"	53344
"228345_at"	53344
"202019_s_at"	10314
"202020_s_at"	10314
"241987_x_at"	169166
"1560712_at"	132724
"225464_at"	122786
"225481_at"	122786
"202568_s_at"	4140
"202569_s_at"	4140
"215416_s_at"	30968
"237956_s_at"	133874
"1554115_at"	133874
"228068_at"	401647
"244251_at"	3937
"205269_at"	3937
"244598_at"	3937
"205270_s_at"	3937
"244556_at"	3937
"223316_at"	83643
"203620_s_at"	9873
"1554360_at"	9873
"230539_at"	284800
"216053_x_at"	284800
"230539_at"	728882
"216053_x_at"	728882
"240459_at"	91746
"212455_at"	91746
"228556_at"	91746
"205156_s_at"	41
"37953_s_at"	41
"217564_s_at"	1373
"204920_at"	1373
"230673_at"	93035
"242109_at"	6993
"201999_s_at"	6993
"221204_s_at"	55118
"1555958_at"	55118
"240559_at"	126123
"221413_at"	9196
"232076_at"	286075
"1562944_at"	286075
"237046_x_at"	146433
"209488_s_at"	11030
"207836_s_at"	11030
"231961_at"	11030
"209487_at"	11030
"207837_at"	11030
"1557223_at"	11030
"202240_at"	5347
"238423_at"	94120
"221850_x_at"	119016
"221971_x_at"	119016
"243937_x_at"	119016
"243937_x_at"	101060581
"1570238_at"	84503
"244861_at"	84503
"34478_at"	9230
"217793_at"	9230
"221307_at"	30820
"206183_s_at"	8916
"1554290_at"	8916
"205887_x_at"	4437
"210947_s_at"	4437
"232178_at"	84858
"227195_at"	84858
"228684_at"	84858
"202472_at"	4351
"230524_at"	4351
"225294_s_at"	58485
"203183_s_at"	6602
"209518_at"	6602
"214053_at"	2066
"206794_at"	2066
"238041_at"	6938
"208986_at"	6938
"213978_at"	92154
"1555894_s_at"	92154
"220933_s_at"	79670
"242776_at"	79670
"241538_at"	645090
"1569366_a_at"	148266
"1553696_s_at"	148266
"1554210_at"	389874
"204462_s_at"	6567
"221367_at"	4342
"202074_s_at"	10133
"202073_at"	10133
"205372_at"	5324
"220567_at"	22807
"1555060_a_at"	22807
"231929_at"	22807
"217660_at"	79784
"234290_x_at"	79784
"219946_x_at"	79784
"226988_s_at"	79784
"217545_at"	79784
"232977_x_at"	79784
"215823_x_at"	51132
"225416_at"	51132
"222815_at"	51132
"228633_s_at"	116840
"234688_x_at"	116840
"231884_at"	116840
"210410_s_at"	4439
"221406_s_at"	4439
"212913_at"	4439
"210410_s_at"	100532732
"221406_s_at"	100532732
"212913_at"	100532732
"1567912_s_at"	441521
"235700_at"	441521
"222701_s_at"	79145
"218642_s_at"	79145
"1552562_at"	148268
"218756_s_at"	79154
"237046_x_at"	NA
"240898_at"	79582
"219109_at"	79582
"1560174_at"	79582
"244076_at"	340533
"234333_at"	340533
"244370_at"	340533
"218169_at"	55697
"225102_at"	11343
"211026_s_at"	11343
"215157_x_at"	26986
"209948_at"	3779
"1554710_at"	3779
"208621_s_at"	7430
"208622_s_at"	7430
"217234_s_at"	7430
"208623_s_at"	7430
"215698_at"	5927
"230226_s_at"	5927
"202040_s_at"	5927
"226371_at"	5927
"226367_at"	5927
"223703_at"	83938
"242655_at"	580
"243156_at"	580
"205345_at"	580
"227545_at"	580
"209620_s_at"	22
"206277_at"	5029
"35666_at"	6405
"209730_at"	6405
"206832_s_at"	6405
"219967_at"	79922
"226884_at"	57633
"206554_x_at"	6419
"1554059_at"	6419
"1554060_s_at"	6419
"1562367_at"	400360
"208373_s_at"	5031
"205044_at"	2568
"215465_at"	26154
"210075_at"	51257
"201472_at"	7411
"205367_at"	10603
"213105_s_at"	115939
"213104_at"	115939
"244180_at"	390927
"244771_at"	166348
"1555766_a_at"	54331
"224965_at"	54331
"224964_s_at"	54331
"224887_at"	84572
"206230_at"	3975
"201270_x_at"	23386
"201269_s_at"	23386
"242238_at"	23386
"225371_at"	2733
"206920_s_at"	2733
"206921_at"	2733
"238017_at"	195814
"230487_at"	100130967
"213706_at"	2819
"204997_at"	2819
"1563035_x_at"	2819
"1563034_at"	2819
"238695_s_at"	116442
"230075_at"	116442
"237774_at"	5179
"213791_at"	5179
"222615_s_at"	79706
"218378_s_at"	79706
"222615_s_at"	100630923
"218378_s_at"	100630923
"217768_at"	51637
"229810_at"	83861
"223713_at"	83861
"235889_at"	83861
"238454_at"	163255
"242697_at"	163255
"221708_s_at"	55898
"207499_x_at"	55898
"214372_x_at"	10595
"224743_at"	54928
"218516_s_at"	54928
"222654_at"	54928
"224744_at"	54928
"222655_s_at"	54928
"225772_s_at"	84987
"226944_at"	94031
"228580_at"	94031
"222385_x_at"	29927
"217716_s_at"	29927
"229804_x_at"	220869
"226193_x_at"	220869
"220175_s_at"	220869
"213415_at"	1193
"220106_at"	29881
"224305_s_at"	29881
"224306_at"	29881
"203756_at"	9828
"228063_s_at"	266812
"228062_at"	266812
"204114_at"	22795
"202439_s_at"	3423
"212221_x_at"	3423
"212223_at"	3423
"217432_s_at"	3423
"236823_at"	3423
"202438_x_at"	3423
"206342_x_at"	3423
"211782_at"	3423
"210666_at"	3423
"1559136_s_at"	3423
"235086_at"	7057
"201109_s_at"	7057
"201110_s_at"	7057
"201107_s_at"	7057
"201108_s_at"	7057
"239336_at"	7057
"215775_at"	7057
"227108_at"	57519
"218811_at"	80228
"218812_s_at"	80228
"1558426_x_at"	80228
"231406_at"	80228
"217529_at"	80228
"228790_at"	90362
"221959_at"	90362
"227800_at"	90362
"238903_at"	137886
"212934_at"	137886
"229723_at"	117289
"1552542_s_at"	117289
"242388_x_at"	117289
"234050_at"	117289
"202972_s_at"	10144
"217047_s_at"	10144
"202973_x_at"	10144
"1569025_s_at"	10144
"1569024_at"	10144
"219661_at"	64901
"244198_at"	64901
"214412_at"	83740
"214412_at"	474381
"212982_at"	23390
"217486_s_at"	23390
"241357_at"	225689
"241528_at"	225689
"204242_s_at"	8310
"204241_at"	8310
"218790_s_at"	55217
"222744_s_at"	55217
"1554206_at"	55217
"224951_at"	91012
"239491_at"	91012
"227060_at"	84957
"201614_s_at"	8607
"221064_s_at"	64718
"229908_s_at"	64718
"235087_at"	64718
"226199_at"	139596
"236146_at"	10492
"209024_s_at"	10492
"217834_s_at"	10492
"217833_at"	10492
"217832_at"	10492
"209025_s_at"	10492
"1555427_s_at"	10492
"222228_s_at"	54784
"211323_s_at"	3708
"203710_at"	3708
"216944_s_at"	3708
"241406_at"	286077
"226129_at"	286077
"225817_at"	84952
"1569847_at"	84952
"207514_s_at"	2779
"214286_at"	2779
"204033_at"	9319
"234165_at"	5729
"215894_at"	5729
"206631_at"	5732
"206648_at"	51276
"241564_at"	392465
"231052_at"	392465
"226747_at"	57544
"1552557_a_at"	158866
"218945_at"	79091
"212556_at"	23513
"210455_at"	27291
"228374_at"	27291
"1555590_a_at"	2623
"210446_at"	2623
"232157_at"	10251
"202829_s_at"	6845
"232984_at"	54768
"1563529_at"	54768
"1553468_at"	54768
"220098_at"	54768
"1554907_a_at"	54768
"1554908_at"	54768
"232984_at"	100288805
"1563529_at"	100288805
"1553468_at"	100288805
"220098_at"	100288805
"1554907_a_at"	100288805
"1554908_at"	100288805
"232984_at"	101060699
"1563529_at"	101060699
"1553468_at"	101060699
"220098_at"	101060699
"1554907_a_at"	101060699
"1554908_at"	101060699
"204457_s_at"	2619
"204456_s_at"	2619
"212186_at"	31
"214358_at"	31
"232201_at"	85409
"200072_s_at"	4670
"1555844_s_at"	4670
"233605_x_at"	4670
"230392_at"	4670
"1555843_at"	4670
"237670_at"	284801
"237670_at"	724033
"207884_at"	3000
"207090_x_at"	22835
"228109_at"	5924
"1556128_a_at"	5924
"211214_s_at"	1612
"203139_at"	1612
"227145_at"	84171
"201040_at"	2771
"220470_at"	51272
"223023_at"	51272
"206149_at"	63928
"226930_at"	84624
"225749_at"	283951
"212241_at"	145781
"212243_at"	145781
"228568_at"	145781
"212241_at"	100820829
"212243_at"	100820829
"227008_at"	374659
"244127_at"	374659
"1555416_a_at"	247
"206714_at"	247
"207957_s_at"	5579
"227824_at"	5579
"228795_at"	5579
"227817_at"	5579
"209685_s_at"	5579
"218066_at"	10723
"225680_at"	222229
"225680_at"	100616367
"243893_at"	3748
"230531_at"	3748
"207600_at"	3748
"208164_s_at"	3581
"217212_s_at"	3581
"242592_at"	283554
"1553254_at"	139599
"217754_at"	54606
"238525_at"	54606
"212357_at"	23201
"36612_at"	23201
"223294_at"	51260
"224177_s_at"	51260
"224521_s_at"	84318
"221961_at"	645811
"52741_at"	115708
"1554317_s_at"	115708
"221907_at"	115708
"222646_s_at"	30001
"218498_s_at"	30001
"225750_at"	30001
"1559789_a_at"	163115
"1552785_at"	163115
"239732_x_at"	442444
"223680_at"	84775
"1556047_s_at"	57692
"229286_at"	57692
"218215_s_at"	7376
"221374_at"	NA
"1560879_a_at"	83849
"1560878_at"	83849
"207404_s_at"	3354
"204637_at"	1081
"1554192_s_at"	152992
"235097_at"	152992
"226488_at"	91433
"227540_at"	60678
"217627_at"	126231
"230427_s_at"	9529
"202984_s_at"	9529
"202985_s_at"	9529
"208860_s_at"	546
"208861_s_at"	546
"211022_s_at"	546
"208859_s_at"	546
"214786_at"	4214
"225927_at"	4214
"209235_at"	1186
"221961_at"	1186
"38069_at"	1186
"215235_at"	6709
"208611_s_at"	6709
"241150_at"	6709
"214925_s_at"	6709
"222457_s_at"	51474
"217892_s_at"	51474
"222456_s_at"	51474
"209504_s_at"	58473
"232463_at"	NA
"229983_at"	166815
"232687_at"	285513
"1556697_at"	285513
"1556698_a_at"	285513
"207381_at"	242
"201699_at"	5706
"1562991_at"	23036
"212368_at"	23036
"212366_at"	23036
"215223_s_at"	6648
"216841_s_at"	6648
"221477_s_at"	6648
"215078_at"	6648
"215223_s_at"	100129518
"216841_s_at"	100129518
"221477_s_at"	100129518
"215078_at"	100129518
"211062_s_at"	27201
"1553063_at"	27201
"237024_at"	132228
"207406_at"	1581
"1552449_a_at"	147199
"237284_at"	165721
"228384_s_at"	84795
"232942_at"	84795
"206802_at"	5079
"221969_at"	5079
"222383_s_at"	59344
"207708_at"	59344
"211062_s_at"	8532
"209710_at"	2624
"210358_x_at"	2624
"1553051_s_at"	113746
"233795_at"	113746
"212782_x_at"	5439
"209100_at"	7866
"211728_s_at"	7866
"221647_s_at"	60626
"212707_s_at"	100271927
"208534_s_at"	100271927
"214740_at"	100271927
"208495_at"	30012
"213656_s_at"	3831
"239793_at"	3831
"232036_at"	3831
"244196_at"	3831
"211126_s_at"	1466
"207030_s_at"	1466
"205295_at"	1160
"208440_at"	23434
"221691_x_at"	4869
"200063_s_at"	4869
"221923_s_at"	4869
"201011_at"	6184
"230862_at"	6184
"223806_s_at"	9476
"243360_at"	222068
"224680_at"	222068
"224676_at"	222068
"1558487_a_at"	222068
"203308_x_at"	3257
"203309_s_at"	3257
"210112_at"	3257
"212464_s_at"	2335
"211719_x_at"	2335
"210495_x_at"	2335
"214701_s_at"	2335
"216442_x_at"	2335
"1558199_at"	2335
"214702_at"	2335
"241725_at"	144455
"228033_at"	144455
"224135_at"	83889
"209899_s_at"	22827
"211960_s_at"	7879
"211961_s_at"	7879
"236178_at"	57150
"213312_at"	57150
"213314_at"	57150
"241742_at"	84106
"233787_at"	206412
"229203_at"	283358
"1553727_at"	283358
"229909_at"	283358
"203422_at"	5424
"204466_s_at"	6622
"204467_s_at"	6622
"211546_x_at"	6622
"207827_x_at"	6622
"236081_at"	6622
"206384_at"	10368
"231480_at"	340024
"238177_at"	340024
"231021_at"	340024
"229630_s_at"	9589
"210285_x_at"	9589
"203137_at"	9589
"238104_at"	NA
"1554152_a_at"	4967
"1554151_at"	4967
"201282_at"	4967
"205178_s_at"	5930
"228814_at"	5930
"223802_s_at"	5930
"212781_at"	5930
"212783_at"	5930
"1552329_at"	5930
"232044_at"	5930
"201045_s_at"	5870
"210406_s_at"	5870
"201047_x_at"	5870
"201048_x_at"	5870
"1559174_at"	5870
"201045_s_at"	150786
"201048_x_at"	150786
"1559174_at"	150786
"37831_at"	23094
"236096_at"	23094
"213600_at"	23094
"216242_x_at"	548644
"212782_x_at"	548644
"1552622_s_at"	548644
"1552621_at"	548644
"216242_x_at"	100134938
"212782_x_at"	100134938
"1552622_s_at"	100134938
"1552621_at"	100134938
"230506_at"	NA
"225538_at"	84240
"230273_at"	154313
"232682_at"	55686
"210410_s_at"	401251
"212913_at"	401251
"221406_s_at"	401251
"221142_s_at"	55825
"223619_x_at"	55825
"216250_s_at"	9404
"224548_at"	84667
"228981_at"	92691
"221562_s_at"	23410
"49327_at"	23410
"221913_at"	23410
"207788_s_at"	10174
"209253_at"	10174
"1562317_at"	121006
"227933_at"	84894
"219594_at"	4815
"208642_s_at"	7520
"208643_s_at"	7520
"1562234_a_at"	89795
"204823_at"	89795
"1552658_a_at"	89795
"230112_at"	57574
"202861_at"	5187
"36829_at"	5187
"242832_at"	5187
"224631_at"	80829
"208597_at"	80829
"224636_at"	80829
"224160_s_at"	28976
"211722_s_at"	10013
"206846_s_at"	10013
"216224_s_at"	10013
"211728_s_at"	8372
"201429_s_at"	6168
"213459_at"	6168
"202718_at"	3485
"209608_s_at"	39
"211993_at"	65125
"211994_at"	65125
"211992_at"	65125
"1555068_at"	65125
"39313_at"	65125
"202940_at"	65125
"203424_s_at"	3488
"211958_at"	3488
"203425_s_at"	3488
"203426_s_at"	3488
"211959_at"	3488
"1555997_s_at"	3488
"206568_at"	7141
"237982_at"	NA
"205861_at"	6689
"232434_at"	729582
"232739_at"	6689
"238959_at"	113251
"1555384_a_at"	113251
"238960_s_at"	113251
"214155_s_at"	113251
"212714_at"	113251
"218281_at"	51642
"203306_s_at"	154313
"216242_x_at"	NA
"206531_at"	8193
"231599_x_at"	8193
"218863_s_at"	7145
"221747_at"	7145
"218864_at"	7145
"221246_x_at"	7145
"221748_s_at"	7145
"222010_at"	6950
"222011_s_at"	6950
"208778_s_at"	6950
"222010_at"	677812
"222011_s_at"	677812
"208778_s_at"	677812
"224631_at"	NA
"208597_at"	NA
"203306_s_at"	10559
"218031_s_at"	1112
"222494_at"	1112
"205021_s_at"	1112
"241984_at"	1112
"205022_s_at"	1112
"208597_at"	1270
"210874_s_at"	24142
"210619_s_at"	24142
"231683_at"	10249
"222083_at"	10249
"206930_at"	10249
"206394_at"	4606
"207008_at"	3579
"222811_at"	55783
"1557601_s_at"	57501
"232250_at"	57501
"1554852_a_at"	57501
"207094_at"	3577
"210619_s_at"	3373
"213513_x_at"	10109
"207988_s_at"	10109
"208679_s_at"	10109
"1554712_a_at"	219970
"211029_x_at"	8817
"211485_s_at"	8817
"231382_at"	8817
"206987_x_at"	8817
"1552501_a_at"	151306
"212707_s_at"	10156
"212706_at"	10156
"208534_s_at"	10156
"212706_at"	100271927
"205428_s_at"	794
"232902_s_at"	57038
"225264_at"	57038
"1557601_s_at"	100132731
"201511_at"	14
"227794_at"	92292
"227695_at"	92292
"227794_at"	100287413
"227695_at"	100287413
"203998_s_at"	6857
"203999_at"	6857
"225298_at"	25953
"233177_s_at"	25953
"220006_at"	79825
"229289_at"	112703
"220647_s_at"	51287
"209455_at"	23291
"209456_s_at"	23291
"206883_x_at"	2815
"217730_at"	64114
"210715_s_at"	10653
"229894_s_at"	339122
"225632_s_at"	339122
"206855_s_at"	8692
"214792_x_at"	6844
"201557_at"	6844
"201556_s_at"	6844
"233418_at"	23102
"212796_s_at"	23102
"215640_at"	23102
"210423_s_at"	6556
"217507_at"	6556
"210422_x_at"	6556
"217473_x_at"	6556
"1555116_s_at"	6556
"218957_s_at"	80227
"1568702_a_at"	80227
"227657_at"	57484
"54970_at"	83637
"221525_at"	83637
"221924_at"	83637
"236309_x_at"	83637
"217844_at"	58190
"224727_at"	284361
"217907_at"	29074
"229894_s_at"	100534599
"225632_s_at"	100534599
"223831_x_at"	100534599
"213934_s_at"	7571
"205618_at"	5638
"234648_s_at"	55998
"205506_at"	7429
"228912_at"	7429
"1554943_at"	7429
"1554945_x_at"	7429
"232142_at"	57461
"223428_s_at"	57461
"223429_x_at"	57461
"223831_x_at"	57461
"1557128_at"	374393
"1557129_a_at"	374393
"204004_at"	5074
"204005_s_at"	5074
"214237_x_at"	5074
"226223_at"	5074
"226231_at"	5074
"229515_at"	5074
"226354_at"	114294
"1552486_s_at"	114294
"1552485_at"	114294
"235490_at"	84314
"238590_x_at"	84314
"224496_s_at"	84314
"239824_s_at"	84314
"224495_at"	84314
"1564414_a_at"	154197
"218248_at"	63901
"229196_at"	63901
"226730_s_at"	57695
"226729_at"	57695
"232033_at"	57695
"203485_at"	6252
"210222_s_at"	6252
"203272_s_at"	11334
"203273_s_at"	11334
"210028_s_at"	23595
"213179_at"	9125
"213098_at"	9125
"1553510_s_at"	9125
"1554080_at"	9125
"227096_at"	126119
"224505_s_at"	84812
"1553271_at"	57609
"224872_at"	57609
"242970_at"	57609
"219417_s_at"	54785
"222882_s_at"	54785
"204346_s_at"	11186
"37586_at"	7701
"204474_at"	7701
"201602_s_at"	4659
"201603_at"	4659
"201604_s_at"	4659
"218007_s_at"	51065
"238935_at"	51065
"209464_at"	9212
"212611_at"	23220
"207618_s_at"	617
"208210_at"	4142
"228394_at"	6793
"203047_at"	6793
"40420_at"	6793
"243856_at"	347404
"218861_at"	64320
"206158_s_at"	7555
"240836_at"	7567
"228958_at"	7567
"234953_x_at"	7567
"226918_at"	84502
"227006_at"	94274
"226818_at"	219972
"226841_at"	219972
"223631_s_at"	NA
"226166_x_at"	27148
"234005_x_at"	27148
"231806_s_at"	27148
"201393_s_at"	3482
"201392_s_at"	3482
"1554553_s_at"	90522
"226437_at"	90522
"231211_s_at"	90522
"219210_s_at"	51762
"222846_at"	51762
"226633_at"	51762
"216828_at"	140678
"234451_at"	NA
"201800_s_at"	5007
"201799_s_at"	5007
"203702_s_at"	9654
"203703_s_at"	9654
"1557611_at"	9654
"212661_x_at"	5478
"201293_x_at"	5478
"211978_x_at"	5478
"211765_x_at"	5478
"211378_x_at"	5478
"226336_at"	5478
"217602_at"	5478
"212661_x_at"	101060363
"201293_x_at"	101060363
"211978_x_at"	101060363
"211765_x_at"	101060363
"211378_x_at"	101060363
"226336_at"	101060363
"217602_at"	101060363
"1553486_a_at"	284099
"203979_at"	1593
"230912_at"	554235
"235523_at"	80169
"219435_at"	80169
"240875_at"	80169
"1552622_s_at"	246721
"1552621_at"	246721
"216242_x_at"	246721
"206698_at"	7504
"1565269_s_at"	466
"1558233_s_at"	466
"222103_at"	466
"223904_at"	53632
"220446_s_at"	10164
"224827_at"	92181
"224834_at"	92181
"235268_at"	6871
"210537_s_at"	6871
"209938_at"	6871
"221609_s_at"	7475
"235234_at"	219988
"225468_at"	219988
"225466_at"	219988
"235235_s_at"	219988
"223709_s_at"	80326
"205852_at"	8941
"207260_at"	54738
"1562910_at"	285590
"231823_s_at"	285590
"220136_s_at"	1412
"230936_at"	374407
"228516_at"	146059
"206916_x_at"	6898
"1555189_a_at"	6898
"239320_at"	94030
"1569176_at"	283471
"212205_at"	94239
"212206_s_at"	94239
"202487_s_at"	94239
"223901_at"	84258
"209703_x_at"	25840
"207761_s_at"	25840
"205714_s_at"	51364
"216663_s_at"	51364
"203246_s_at"	51364
"210373_at"	51364
"239508_x_at"	255101
"1556969_at"	255101
"208997_s_at"	7351
"208998_at"	7351
"1555755_at"	NA
"223145_s_at"	55122
"223143_s_at"	55122
"223144_s_at"	55122
"229358_at"	3549
"215420_at"	3549
"225355_at"	54492
"236182_at"	222234
"233634_at"	91862
"239148_at"	91862
"239350_at"	91862
"219418_at"	79840
"217749_at"	22820
"203923_s_at"	1536
"203922_s_at"	1536
"219418_at"	151295
"230949_at"	151295
"1553265_at"	151295
"230814_at"	342918
"207511_s_at"	27013
"200070_at"	27013
"224530_s_at"	80333
"236783_at"	80333
"203125_x_at"	4891
"210047_at"	4891
"203123_s_at"	4891
"203124_s_at"	4891
"218037_at"	79137
"221984_s_at"	79137
"222129_at"	79137
"221983_at"	79137
"220563_s_at"	50944
"201041_s_at"	1843
"201044_x_at"	1843
"226168_at"	130617
"216985_s_at"	6809
"209238_at"	6809
"235483_at"	6809
"214079_at"	10202
"206463_s_at"	10202
"220982_s_at"	81833
"203192_at"	10058
"1553798_a_at"	222235
"214944_at"	23035
"213407_at"	23035
"219827_at"	7352
"207349_s_at"	7352
"223847_s_at"	57222
"224577_at"	57222
"224576_at"	57222
"224024_at"	57222
"235711_at"	5814
"225120_at"	5814
"227718_at"	5814
"226762_at"	5814
"244258_at"	5814
"203367_at"	11072
"227799_at"	64005
"244654_at"	64005
"1553622_a_at"	161835
"223631_s_at"	64073
"202492_at"	79065
"203192_at"	79065
"208243_s_at"	1268
"213436_at"	1268
"207940_x_at"	1268
"213302_at"	5198
"232981_s_at"	11276
"232387_at"	11276
"64418_at"	11276
"222715_s_at"	11276
"221937_at"	11276
"232982_at"	11276
"1553165_at"	11276
"226344_at"	84460
"241328_at"	84460
"218274_s_at"	55139
"223658_at"	9424
"1562167_a_at"	245935
"221316_at"	57828
"231261_at"	57828
"234353_at"	57828
