"GSM556748.CEL.gz"	"GSM556750.CEL.gz"	"GSM556751.CEL.gz"
"210516_at"	"A"	"A"	"A"
"210517_s_at"	"P"	"P"	"P"
"210518_at"	"A"	"A"	"A"
"210519_s_at"	"P"	"P"	"P"
"210520_at"	"A"	"A"	"A"
"210521_s_at"	"A"	"A"	"A"
"210523_at"	"A"	"A"	"A"
"210524_x_at"	"P"	"P"	"P"
"210525_x_at"	"P"	"P"	"P"
"210527_x_at"	"P"	"P"	"P"
"210528_at"	"A"	"A"	"A"
"210529_s_at"	"P"	"P"	"P"
"210530_s_at"	"A"	"P"	"P"
"210531_at"	"A"	"P"	"A"
"210532_s_at"	"P"	"P"	"P"
"210533_at"	"A"	"A"	"A"
"210534_s_at"	"P"	"P"	"P"
"210535_at"	"A"	"A"	"A"
"210536_s_at"	"A"	"A"	"A"
"210537_s_at"	"A"	"A"	"A"
"210538_s_at"	"P"	"P"	"P"
"210539_at"	"A"	"A"	"M"
"210540_s_at"	"P"	"P"	"P"
"210541_s_at"	"P"	"P"	"P"
"210542_s_at"	"A"	"A"	"P"
"210543_s_at"	"P"	"P"	"P"
"210544_s_at"	"P"	"P"	"P"
"210545_at"	"A"	"A"	"A"
"210546_x_at"	"A"	"A"	"A"
"210547_x_at"	"A"	"A"	"A"
"210548_at"	"A"	"A"	"A"
"210549_s_at"	"A"	"A"	"A"
"210550_s_at"	"A"	"A"	"A"
"210551_s_at"	"A"	"A"	"A"
"210552_s_at"	"M"	"A"	"M"
"210553_x_at"	"A"	"A"	"A"
"210554_s_at"	"P"	"P"	"P"
"210555_s_at"	"P"	"P"	"P"
"210556_at"	"A"	"P"	"A"
"210557_x_at"	"A"	"A"	"P"
"210558_at"	"P"	"A"	"A"
"210559_s_at"	"P"	"P"	"P"
"210560_at"	"A"	"A"	"A"
"210561_s_at"	"P"	"P"	"P"
"210562_at"	"A"	"A"	"A"
"210563_x_at"	"P"	"P"	"P"
"210564_x_at"	"P"	"P"	"P"
"210565_at"	"A"	"A"	"A"
"210567_s_at"	"P"	"P"	"P"
"210568_s_at"	"P"	"P"	"P"
"210569_s_at"	"A"	"A"	"A"
"210570_x_at"	"P"	"P"	"P"
"210571_s_at"	"A"	"A"	"A"
"210572_at"	"A"	"A"	"A"
"210573_s_at"	"P"	"P"	"P"
"210574_s_at"	"P"	"P"	"P"
"210575_at"	"A"	"A"	"A"
"210576_at"	"M"	"A"	"A"
"210577_at"	"A"	"A"	"A"
"210578_at"	"A"	"M"	"A"
"210579_s_at"	"A"	"A"	"A"
"210580_x_at"	"P"	"P"	"P"
"210581_x_at"	"A"	"A"	"A"
"210582_s_at"	"A"	"M"	"P"
"210583_at"	"A"	"A"	"A"
"210584_s_at"	"A"	"A"	"A"
"210585_s_at"	"A"	"A"	"A"
"210586_x_at"	"A"	"A"	"A"
"210587_at"	"A"	"P"	"P"
"210588_x_at"	"P"	"P"	"P"
"210589_s_at"	"P"	"P"	"P"
"210592_s_at"	"P"	"P"	"P"
"210593_at"	"A"	"A"	"A"
"210594_x_at"	"P"	"P"	"P"
"210595_at"	"A"	"A"	"A"
"210596_at"	"P"	"P"	"P"
"210597_x_at"	"A"	"A"	"A"
"210598_at"	"A"	"M"	"P"
"210599_at"	"A"	"A"	"A"
"210600_s_at"	"A"	"A"	"A"
"210601_at"	"A"	"A"	"A"
"210602_s_at"	"M"	"A"	"A"
"210603_at"	"A"	"A"	"A"
"210604_at"	"A"	"A"	"A"
"210605_s_at"	"P"	"P"	"P"
"210606_x_at"	"A"	"A"	"A"
"210607_at"	"M"	"A"	"P"
"210608_s_at"	"A"	"M"	"P"
"210609_s_at"	"P"	"P"	"P"
"210610_at"	"A"	"A"	"A"
"210611_s_at"	"P"	"P"	"P"
"210612_s_at"	"P"	"P"	"P"
"210613_s_at"	"A"	"A"	"A"
"210614_at"	"A"	"A"	"A"
"210615_at"	"A"	"A"	"A"
"210616_s_at"	"P"	"P"	"P"
"210617_at"	"P"	"P"	"P"
"210618_at"	"A"	"A"	"A"
"210619_s_at"	"A"	"A"	"A"
"210620_s_at"	"P"	"P"	"P"
"210621_s_at"	"P"	"P"	"P"
"210622_x_at"	"P"	"P"	"P"
"210623_at"	"A"	"A"	"A"
"210624_s_at"	"P"	"P"	"P"
"210625_s_at"	"P"	"P"	"P"
"210626_at"	"A"	"A"	"A"
"210627_s_at"	"P"	"P"	"P"
"210628_x_at"	"A"	"A"	"P"
"210629_x_at"	"A"	"A"	"A"
"210630_s_at"	"M"	"P"	"P"
"210631_at"	"A"	"P"	"P"
"210632_s_at"	"A"	"A"	"A"
"210633_x_at"	"P"	"P"	"P"
"210634_at"	"A"	"A"	"A"
"210635_s_at"	"P"	"P"	"P"
"210636_at"	"A"	"M"	"A"
"210637_at"	"A"	"A"	"A"
"210638_s_at"	"P"	"P"	"P"
"210639_s_at"	"P"	"P"	"P"
"210640_s_at"	"P"	"P"	"P"
"210641_at"	"M"	"M"	"A"
"210642_at"	"A"	"A"	"A"
"210643_at"	"A"	"A"	"A"
"210644_s_at"	"A"	"A"	"A"
"210645_s_at"	"P"	"P"	"P"
"210646_x_at"	"P"	"P"	"P"
"210647_x_at"	"P"	"P"	"P"
"210648_x_at"	"P"	"P"	"P"
"210649_s_at"	"P"	"P"	"P"
"210650_s_at"	"P"	"P"	"P"
"210651_s_at"	"P"	"P"	"P"
"210652_s_at"	"A"	"A"	"P"
"210653_s_at"	"P"	"P"	"P"
"210654_at"	"P"	"P"	"P"
"210655_s_at"	"P"	"P"	"P"
"210656_at"	"A"	"A"	"A"
"210657_s_at"	"A"	"A"	"A"
"210658_s_at"	"P"	"P"	"P"
"210659_at"	"A"	"A"	"A"
"210660_at"	"A"	"A"	"A"
"210661_at"	"A"	"A"	"A"
"210662_at"	"P"	"P"	"P"
"210663_s_at"	"P"	"P"	"P"
"210664_s_at"	"P"	"P"	"P"
"210665_at"	"P"	"P"	"P"
"210666_at"	"A"	"A"	"P"
"210667_s_at"	"P"	"P"	"P"
"210669_at"	"A"	"A"	"A"
"210670_at"	"A"	"A"	"A"
"210671_x_at"	"P"	"P"	"P"
"210672_s_at"	"A"	"A"	"A"
"210673_x_at"	"A"	"A"	"A"
"210674_s_at"	"A"	"A"	"A"
"210675_s_at"	"P"	"P"	"P"
"210676_x_at"	"P"	"P"	"P"
"210677_at"	"A"	"A"	"A"
"210678_s_at"	"A"	"A"	"A"
"210679_x_at"	"P"	"P"	"P"
"210680_s_at"	"A"	"A"	"A"
"210681_s_at"	"P"	"P"	"P"
"210682_at"	"A"	"A"	"A"
"210683_at"	"A"	"A"	"A"
"210684_s_at"	"A"	"A"	"A"
"210685_s_at"	"P"	"P"	"P"
"210686_x_at"	"P"	"P"	"P"
"210687_at"	"P"	"P"	"A"
"210688_s_at"	"P"	"P"	"P"
"210689_at"	"A"	"P"	"A"
"210690_at"	"A"	"A"	"A"
"210691_s_at"	"P"	"P"	"P"
"210692_s_at"	"P"	"P"	"P"
"210693_at"	"A"	"A"	"A"
"210694_s_at"	"A"	"A"	"P"
"210695_s_at"	"P"	"P"	"P"
"210697_at"	"A"	"A"	"A"
"210698_at"	"A"	"A"	"A"
"210699_at"	"A"	"A"	"A"
"210701_at"	"A"	"A"	"A"
"210702_s_at"	"A"	"A"	"A"
"210703_at"	"P"	"A"	"P"
"210704_at"	"A"	"M"	"A"
"210705_s_at"	"P"	"P"	"P"
"210706_s_at"	"P"	"P"	"P"
"210707_x_at"	"P"	"P"	"P"
"210708_x_at"	"A"	"A"	"A"
"210709_at"	"A"	"A"	"A"
"210710_at"	"A"	"M"	"P"
"210711_at"	"A"	"A"	"A"
"210712_at"	"A"	"A"	"M"
"210713_at"	"A"	"P"	"A"
"210714_at"	"A"	"A"	"A"
"210715_s_at"	"A"	"A"	"A"
"210716_s_at"	"P"	"P"	"P"
"210717_at"	"A"	"A"	"A"
"210718_s_at"	"P"	"A"	"P"
"210719_s_at"	"P"	"P"	"P"
"210720_s_at"	"P"	"P"	"P"
"210721_s_at"	"A"	"A"	"A"
"210722_at"	"A"	"A"	"A"
"210723_x_at"	"P"	"P"	"M"
"210724_at"	"A"	"A"	"A"
"210726_at"	"A"	"A"	"A"
"210727_at"	"A"	"A"	"A"
"210728_s_at"	"A"	"A"	"A"
"210729_at"	"P"	"A"	"P"
"210730_s_at"	"A"	"A"	"A"
"210731_s_at"	"P"	"P"	"P"
"210732_s_at"	"P"	"P"	"P"
"210733_at"	"P"	"P"	"P"
"210734_x_at"	"P"	"P"	"P"
"210735_s_at"	"P"	"P"	"P"
"210736_x_at"	"P"	"P"	"P"
"210737_at"	"A"	"A"	"A"
"210738_s_at"	"P"	"P"	"P"
"210739_x_at"	"A"	"P"	"P"
"210740_s_at"	"P"	"A"	"M"
"210741_at"	"A"	"A"	"A"
"210742_at"	"A"	"A"	"A"
"210743_s_at"	"M"	"A"	"A"
"210744_s_at"	"A"	"A"	"A"
"210745_at"	"A"	"A"	"A"
"210746_s_at"	"A"	"A"	"A"
"210747_at"	"A"	"A"	"A"
"210748_at"	"M"	"P"	"A"
"210749_x_at"	"P"	"P"	"P"
"210750_s_at"	"A"	"A"	"A"
"210751_s_at"	"A"	"A"	"A"
"210752_s_at"	"A"	"P"	"P"
"210753_s_at"	"A"	"A"	"A"
"210754_s_at"	"A"	"A"	"M"
"210755_at"	"P"	"P"	"P"
"210756_s_at"	"P"	"P"	"P"
"210757_x_at"	"P"	"P"	"P"
"210758_at"	"P"	"P"	"P"
"210759_s_at"	"P"	"P"	"P"
"210760_x_at"	"P"	"A"	"M"
"210761_s_at"	"A"	"P"	"P"
"210762_s_at"	"P"	"P"	"P"
"210763_x_at"	"A"	"A"	"A"
"210764_s_at"	"P"	"P"	"P"
"210765_at"	"A"	"A"	"M"
"210766_s_at"	"P"	"P"	"P"
"210767_at"	"A"	"A"	"A"
"210768_x_at"	"P"	"P"	"P"
"210769_at"	"M"	"P"	"A"
"210770_s_at"	"P"	"P"	"P"
"210771_at"	"P"	"A"	"P"
"210772_at"	"A"	"A"	"P"
"210773_s_at"	"A"	"A"	"A"
"210774_s_at"	"P"	"P"	"P"
"210775_x_at"	"P"	"P"	"P"
"210776_x_at"	"P"	"P"	"P"
"210778_s_at"	"P"	"M"	"P"
"210779_x_at"	"P"	"P"	"P"
"210780_at"	"A"	"A"	"A"
"210781_x_at"	"A"	"A"	"A"
"210782_x_at"	"A"	"A"	"A"
"210783_x_at"	"P"	"P"	"P"
"210784_x_at"	"A"	"A"	"A"
"210785_s_at"	"P"	"P"	"P"
"210786_s_at"	"A"	"A"	"A"
"210787_s_at"	"P"	"P"	"P"
"210788_s_at"	"P"	"P"	"P"
"210789_x_at"	"A"	"A"	"A"
"210790_s_at"	"P"	"P"	"P"
"210791_s_at"	"A"	"A"	"A"
"210792_x_at"	"P"	"P"	"P"
"210793_s_at"	"P"	"P"	"P"
"210794_s_at"	"A"	"A"	"A"
"210795_s_at"	"A"	"A"	"A"
"210796_x_at"	"A"	"A"	"A"
"210797_s_at"	"P"	"P"	"P"
"210798_x_at"	"A"	"A"	"A"
"210799_at"	"A"	"A"	"A"
"210800_at"	"A"	"A"	"A"
"210801_at"	"A"	"A"	"P"
"210802_s_at"	"P"	"P"	"P"
"210803_at"	"A"	"P"	"M"
"210804_x_at"	"A"	"A"	"A"
"210805_x_at"	"A"	"A"	"A"
"210806_at"	"A"	"A"	"A"
"210807_s_at"	"P"	"P"	"P"
"210808_s_at"	"A"	"A"	"A"
"210809_s_at"	"A"	"P"	"A"
"210810_s_at"	"A"	"A"	"A"
"210811_s_at"	"P"	"P"	"P"
"210812_at"	"A"	"A"	"P"
"210813_s_at"	"P"	"P"	"P"
"210814_at"	"A"	"A"	"A"
"210815_s_at"	"A"	"A"	"A"
"210816_s_at"	"P"	"P"	"P"
"210817_s_at"	"P"	"P"	"P"
"210818_s_at"	"P"	"P"	"P"
"210819_x_at"	"A"	"A"	"A"
"210820_x_at"	"P"	"P"	"P"
"210821_x_at"	"P"	"P"	"P"
"210822_at"	"M"	"P"	"A"
"210823_s_at"	"A"	"A"	"A"
"210824_at"	"A"	"A"	"A"
"210825_s_at"	"P"	"P"	"P"
"210826_x_at"	"P"	"P"	"P"
"210827_s_at"	"A"	"A"	"A"
"210828_s_at"	"P"	"P"	"A"
"210829_s_at"	"P"	"P"	"P"
"210830_s_at"	"P"	"P"	"P"
"210831_s_at"	"A"	"A"	"A"
"210832_x_at"	"A"	"A"	"A"
"210833_at"	"A"	"A"	"A"
"210834_s_at"	"A"	"A"	"P"
"210835_s_at"	"P"	"P"	"P"
"210836_x_at"	"A"	"P"	"P"
"210837_s_at"	"P"	"P"	"P"
"210838_s_at"	"A"	"A"	"A"
"210839_s_at"	"P"	"P"	"P"
"210840_s_at"	"P"	"P"	"P"
"210841_s_at"	"P"	"P"	"P"
"210842_at"	"A"	"M"	"M"
"210843_s_at"	"A"	"A"	"A"
"210844_x_at"	"P"	"P"	"P"
"210845_s_at"	"P"	"P"	"P"
"210846_x_at"	"A"	"A"	"A"
"210847_x_at"	"A"	"P"	"A"
"210848_at"	"A"	"A"	"A"
"210849_s_at"	"P"	"P"	"P"
"210850_s_at"	"A"	"A"	"A"
"210852_s_at"	"P"	"P"	"P"
"210853_at"	"A"	"A"	"A"
"210854_x_at"	"A"	"A"	"P"
"210855_at"	"A"	"A"	"A"
"210858_x_at"	"P"	"P"	"P"
"210859_x_at"	"P"	"P"	"P"
"210861_s_at"	"A"	"A"	"A"
"210862_s_at"	"A"	"A"	"A"
"210864_x_at"	"P"	"P"	"P"
"210865_at"	"A"	"A"	"A"
"210866_s_at"	"P"	"P"	"P"
"210867_at"	"P"	"M"	"A"
"210868_s_at"	"P"	"P"	"P"
"210869_s_at"	"P"	"A"	"P"
"210870_s_at"	"P"	"P"	"P"
"210871_x_at"	"P"	"P"	"P"
"210872_x_at"	"A"	"A"	"A"
"210873_x_at"	"P"	"P"	"P"
"210874_s_at"	"A"	"A"	"A"
"210875_s_at"	"P"	"P"	"P"
"210876_at"	"P"	"P"	"P"
"210878_s_at"	"P"	"P"	"P"
"210879_s_at"	"P"	"P"	"P"
"210880_s_at"	"A"	"A"	"A"
"210881_s_at"	"A"	"A"	"A"
"210882_s_at"	"A"	"A"	"P"
"210883_x_at"	"A"	"M"	"A"
"210884_s_at"	"A"	"A"	"A"
"210885_s_at"	"A"	"A"	"A"
"210886_x_at"	"P"	"P"	"P"
"210887_s_at"	"A"	"A"	"P"
"210888_s_at"	"A"	"A"	"A"
"210889_s_at"	"A"	"A"	"A"
"210890_x_at"	"A"	"A"	"A"
"210891_s_at"	"P"	"P"	"P"
"210892_s_at"	"P"	"P"	"P"
"210893_at"	"A"	"A"	"A"
"210894_s_at"	"A"	"A"	"M"
"210895_s_at"	"A"	"A"	"A"
"210896_s_at"	"P"	"P"	"P"
"210904_s_at"	"P"	"P"	"P"
"210905_x_at"	"A"	"A"	"A"
"210906_x_at"	"P"	"A"	"A"
"210907_s_at"	"P"	"P"	"P"
"210908_s_at"	"P"	"P"	"P"
"210909_x_at"	"A"	"A"	"A"
"210910_s_at"	"P"	"P"	"P"
"210911_at"	"A"	"A"	"A"
"210912_x_at"	"P"	"P"	"P"
"210913_at"	"A"	"A"	"A"
"210914_at"	"A"	"A"	"A"
"210915_x_at"	"A"	"A"	"A"
"210916_s_at"	"P"	"P"	"P"
"210917_at"	"A"	"A"	"A"
"210918_at"	"A"	"A"	"P"
"210919_at"	"A"	"A"	"A"
"210920_x_at"	"A"	"A"	"A"
"210921_at"	"A"	"A"	"A"
"210922_at"	"A"	"A"	"A"
"210923_at"	"A"	"A"	"A"
"210924_at"	"A"	"A"	"A"
"210925_at"	"A"	"A"	"P"
"210926_at"	"P"	"P"	"P"
"210927_x_at"	"P"	"P"	"P"
"210928_at"	"A"	"A"	"M"
"210929_s_at"	"A"	"A"	"A"
"210930_s_at"	"A"	"A"	"A"
"210931_at"	"A"	"A"	"A"
"210932_s_at"	"P"	"P"	"P"
"210933_s_at"	"P"	"P"	"P"
"210934_at"	"A"	"A"	"A"
"210935_s_at"	"P"	"P"	"P"
"210936_at"	"A"	"M"	"A"
"210937_s_at"	"A"	"A"	"A"
"210938_at"	"A"	"A"	"A"
"210939_s_at"	"A"	"A"	"A"
"210940_s_at"	"A"	"A"	"A"
"210941_at"	"A"	"P"	"P"
"210942_s_at"	"P"	"P"	"P"
"210943_s_at"	"P"	"P"	"P"
"210944_s_at"	"A"	"P"	"P"
"210945_at"	"P"	"P"	"P"
"210946_at"	"P"	"P"	"P"
"210947_s_at"	"P"	"P"	"P"
"210948_s_at"	"A"	"M"	"A"
"210949_s_at"	"P"	"P"	"P"
"210950_s_at"	"P"	"P"	"P"
"210951_x_at"	"P"	"P"	"P"
"210952_at"	"A"	"A"	"A"
"210953_at"	"A"	"A"	"A"
"210954_s_at"	"A"	"A"	"M"
"210955_at"	"A"	"A"	"A"
"210956_at"	"A"	"A"	"A"
"210957_s_at"	"A"	"A"	"A"
"210958_s_at"	"A"	"A"	"A"
"210959_s_at"	"P"	"P"	"P"
"210960_at"	"A"	"A"	"A"
"210961_s_at"	"A"	"A"	"M"
"210962_s_at"	"P"	"P"	"P"
"210963_s_at"	"A"	"A"	"A"
"210964_s_at"	"A"	"A"	"A"
"210965_x_at"	"A"	"A"	"A"
"210966_x_at"	"P"	"P"	"P"
"210967_x_at"	"P"	"A"	"A"
"210968_s_at"	"P"	"P"	"P"
"210969_at"	"A"	"A"	"A"
"210970_s_at"	"P"	"P"	"P"
"210971_s_at"	"P"	"P"	"P"
"210972_x_at"	"A"	"A"	"A"
"210973_s_at"	"P"	"P"	"P"
"210974_s_at"	"A"	"P"	"P"
"210975_x_at"	"P"	"P"	"P"
"210976_s_at"	"P"	"P"	"P"
"210977_s_at"	"A"	"A"	"A"
"210978_s_at"	"P"	"P"	"P"
"210979_at"	"A"	"A"	"A"
"210980_s_at"	"P"	"P"	"P"
"210981_s_at"	"P"	"A"	"P"
"210982_s_at"	"P"	"M"	"P"
"210983_s_at"	"P"	"P"	"P"
"210984_x_at"	"M"	"P"	"P"
"210985_s_at"	"P"	"P"	"P"
"210986_s_at"	"P"	"P"	"P"
"210987_x_at"	"P"	"P"	"P"
"210988_s_at"	"M"	"P"	"P"
"210989_at"	"A"	"A"	"A"
"210990_s_at"	"P"	"P"	"P"
"210991_s_at"	"P"	"P"	"P"
"210992_x_at"	"A"	"A"	"A"
"210993_s_at"	"P"	"P"	"P"
"210994_x_at"	"P"	"P"	"P"
"210995_s_at"	"P"	"P"	"P"
"210996_s_at"	"P"	"P"	"P"
"210997_at"	"P"	"P"	"P"
"210998_s_at"	"P"	"P"	"P"
"210999_s_at"	"P"	"P"	"P"
"211000_s_at"	"P"	"P"	"P"
"211001_at"	"A"	"A"	"A"
"211002_s_at"	"A"	"A"	"A"
"211003_x_at"	"P"	"P"	"P"
"211004_s_at"	"P"	"P"	"P"
"211005_at"	"P"	"P"	"P"
"211006_s_at"	"A"	"A"	"A"
"211008_s_at"	"A"	"A"	"A"
"211009_s_at"	"P"	"P"	"P"
"211010_s_at"	"A"	"A"	"A"
"211011_at"	"A"	"A"	"A"
"211012_s_at"	"P"	"A"	"P"
"211013_x_at"	"P"	"P"	"P"
"211014_s_at"	"P"	"P"	"P"
"211015_s_at"	"P"	"P"	"P"
"211016_x_at"	"P"	"P"	"P"
"211017_s_at"	"A"	"P"	"P"
"211018_at"	"P"	"P"	"P"
"211019_s_at"	"P"	"P"	"P"
"211020_at"	"P"	"P"	"A"
"211021_s_at"	"A"	"A"	"A"
"211022_s_at"	"P"	"P"	"P"
"211023_at"	"P"	"P"	"P"
"211024_s_at"	"A"	"A"	"A"
"211025_x_at"	"P"	"P"	"P"
"211026_s_at"	"P"	"P"	"P"
"211027_s_at"	"P"	"P"	"P"
"211028_s_at"	"A"	"A"	"P"
"211029_x_at"	"A"	"A"	"A"
"211030_s_at"	"A"	"A"	"A"
"211031_s_at"	"P"	"P"	"P"
"211032_at"	"A"	"A"	"P"
"211033_s_at"	"P"	"P"	"P"
"211034_s_at"	"P"	"P"	"P"
"211036_x_at"	"P"	"P"	"P"
"211037_s_at"	"A"	"P"	"P"
"211038_s_at"	"P"	"P"	"P"
"211039_at"	"A"	"A"	"A"
"211040_x_at"	"P"	"P"	"P"
"211042_x_at"	"P"	"P"	"P"
"211043_s_at"	"P"	"P"	"P"
"211044_at"	"A"	"A"	"A"
"211045_s_at"	"A"	"A"	"A"
"211046_at"	"A"	"A"	"A"
"211047_x_at"	"P"	"P"	"P"
"211048_s_at"	"P"	"P"	"P"
"211049_at"	"P"	"P"	"P"
"211050_x_at"	"P"	"P"	"P"
"211051_s_at"	"A"	"P"	"P"
"211052_s_at"	"P"	"P"	"P"
"211053_at"	"A"	"A"	"A"
"211054_at"	"A"	"A"	"A"
"211055_s_at"	"P"	"A"	"M"
"211056_s_at"	"P"	"P"	"P"
"211057_at"	"A"	"A"	"M"
"211058_x_at"	"P"	"P"	"P"
"211059_s_at"	"P"	"M"	"M"
"211060_x_at"	"P"	"P"	"P"
"211061_s_at"	"P"	"P"	"P"
"211062_s_at"	"A"	"A"	"A"
"211063_s_at"	"P"	"P"	"P"
"211064_at"	"A"	"A"	"P"
"211065_x_at"	"P"	"P"	"P"
"211066_x_at"	"P"	"P"	"P"
"211067_s_at"	"A"	"A"	"A"
"211068_x_at"	"P"	"P"	"P"
"211069_s_at"	"P"	"P"	"P"
"211070_x_at"	"P"	"P"	"P"
"211071_s_at"	"P"	"P"	"P"
"211072_x_at"	"P"	"P"	"P"
"211073_x_at"	"P"	"P"	"P"
"211074_at"	"P"	"P"	"P"
"211075_s_at"	"P"	"P"	"P"
"211076_x_at"	"A"	"A"	"A"
"211077_s_at"	"P"	"P"	"P"
"211078_s_at"	"P"	"P"	"P"
"211079_s_at"	"A"	"P"	"A"
"211080_s_at"	"P"	"P"	"P"
"211081_s_at"	"P"	"P"	"P"
"211082_x_at"	"A"	"A"	"A"
"211083_s_at"	"A"	"A"	"A"
"211084_x_at"	"P"	"P"	"P"
"211085_s_at"	"P"	"P"	"P"
"211086_x_at"	"A"	"A"	"P"
"211087_x_at"	"A"	"A"	"M"
"211088_s_at"	"P"	"P"	"P"
"211089_s_at"	"P"	"P"	"P"
"211090_s_at"	"P"	"P"	"P"
"211091_s_at"	"M"	"P"	"P"
"211092_s_at"	"A"	"M"	"A"
"211093_at"	"A"	"A"	"A"
"211094_s_at"	"A"	"P"	"P"
"211095_at"	"A"	"A"	"P"
"211096_at"	"A"	"A"	"A"
"211097_s_at"	"P"	"M"	"M"
"211098_x_at"	"P"	"P"	"P"
"211099_s_at"	"A"	"A"	"A"
"211100_x_at"	"A"	"A"	"A"
"211101_x_at"	"A"	"A"	"A"
"211102_s_at"	"A"	"A"	"A"
"211103_at"	"A"	"A"	"A"
"211104_s_at"	"A"	"A"	"A"
"211105_s_at"	"A"	"A"	"A"
"211106_at"	"A"	"P"	"P"
"211107_s_at"	"A"	"A"	"A"
"211108_s_at"	"A"	"A"	"A"
"211109_at"	"A"	"A"	"A"
"211110_s_at"	"A"	"A"	"P"
"211111_at"	"A"	"A"	"A"
"211112_at"	"A"	"A"	"A"
"211113_s_at"	"A"	"A"	"A"
"211114_x_at"	"P"	"P"	"P"
"211115_x_at"	"P"	"P"	"P"
"211116_at"	"A"	"A"	"A"
"211117_x_at"	"A"	"A"	"A"
"211118_x_at"	"A"	"A"	"A"
"211119_at"	"A"	"A"	"A"
"211120_x_at"	"A"	"A"	"A"
"211121_s_at"	"P"	"P"	"P"
"211122_s_at"	"A"	"A"	"A"
"211123_at"	"P"	"A"	"A"
"211124_s_at"	"P"	"P"	"P"
"211125_x_at"	"A"	"A"	"A"
"211126_s_at"	"P"	"P"	"P"
"211127_x_at"	"A"	"A"	"A"
"211128_at"	"A"	"A"	"A"
"211129_x_at"	"A"	"A"	"A"
"211130_x_at"	"P"	"A"	"A"
"211131_s_at"	"A"	"A"	"A"
"211132_at"	"A"	"A"	"A"
"211133_x_at"	"A"	"A"	"A"
"211135_x_at"	"A"	"A"	"A"
"211136_s_at"	"P"	"P"	"P"
"211137_s_at"	"P"	"P"	"P"
"211138_s_at"	"P"	"P"	"P"
"211139_s_at"	"P"	"P"	"P"
"211140_s_at"	"A"	"A"	"A"
"211141_s_at"	"A"	"A"	"A"
"211142_x_at"	"A"	"A"	"A"
"211143_x_at"	"A"	"A"	"A"
"211144_x_at"	"A"	"A"	"A"
"211145_x_at"	"A"	"A"	"A"
"211146_at"	"A"	"A"	"A"
"211147_s_at"	"A"	"A"	"A"
"211148_s_at"	"A"	"A"	"A"
"211149_at"	"A"	"A"	"M"
"211150_s_at"	"P"	"P"	"P"
"211151_x_at"	"A"	"A"	"A"
"211152_s_at"	"P"	"P"	"P"
"211153_s_at"	"A"	"A"	"A"
"211154_at"	"A"	"A"	"A"
"211155_s_at"	"A"	"A"	"A"
"211156_at"	"A"	"A"	"A"
"211157_at"	"A"	"A"	"A"
"211159_s_at"	"P"	"P"	"P"
"211160_x_at"	"P"	"P"	"P"
"211161_s_at"	"A"	"A"	"M"
"211162_x_at"	"P"	"P"	"P"
"211163_s_at"	"A"	"A"	"A"
"211164_at"	"A"	"A"	"A"
"211165_x_at"	"P"	"A"	"P"
"211166_at"	"A"	"A"	"A"
"211167_s_at"	"A"	"A"	"A"
"211168_s_at"	"P"	"P"	"P"
"211169_s_at"	"A"	"A"	"A"
"211170_s_at"	"A"	"A"	"M"
"211171_s_at"	"A"	"A"	"A"
"211172_x_at"	"A"	"P"	"P"
"211173_at"	"A"	"A"	"A"
"211174_s_at"	"P"	"A"	"A"
"211175_at"	"A"	"A"	"A"
"211176_s_at"	"A"	"A"	"A"
"211177_s_at"	"P"	"P"	"P"
"211178_s_at"	"A"	"A"	"A"
"211179_at"	"A"	"A"	"A"
"211180_x_at"	"A"	"A"	"A"
"211181_x_at"	"A"	"A"	"A"
"211182_x_at"	"A"	"M"	"A"
"211184_s_at"	"A"	"A"	"A"
"211185_s_at"	"P"	"P"	"P"
"211186_s_at"	"A"	"A"	"A"
"211187_at"	"A"	"A"	"A"
"211188_at"	"A"	"A"	"A"
"211189_x_at"	"A"	"A"	"A"
"211190_x_at"	"A"	"A"	"A"
"211191_at"	"A"	"A"	"A"
"211192_s_at"	"A"	"A"	"A"
"211193_at"	"P"	"A"	"A"
"211194_s_at"	"A"	"A"	"A"
"211195_s_at"	"A"	"A"	"A"
"211196_at"	"A"	"A"	"A"
"211197_s_at"	"A"	"A"	"A"
"211198_s_at"	"A"	"A"	"A"
"211199_s_at"	"A"	"A"	"A"
"211200_s_at"	"P"	"P"	"P"
"211201_at"	"A"	"A"	"A"
"211202_s_at"	"P"	"P"	"P"
"211203_s_at"	"A"	"A"	"A"
"211204_at"	"A"	"A"	"A"
"211205_x_at"	"P"	"P"	"P"
"211207_s_at"	"A"	"A"	"A"
"211208_s_at"	"P"	"P"	"P"
"211209_x_at"	"A"	"A"	"A"
"211210_x_at"	"A"	"A"	"A"
"211211_x_at"	"A"	"A"	"A"
"211212_s_at"	"P"	"P"	"P"
"211213_at"	"P"	"P"	"P"
"211214_s_at"	"A"	"A"	"A"
"211215_x_at"	"A"	"A"	"A"
"211217_s_at"	"A"	"A"	"A"
"211218_at"	"A"	"A"	"A"
"211219_s_at"	"A"	"A"	"A"
"211220_s_at"	"P"	"P"	"P"
"211221_at"	"A"	"A"	"A"
"211222_s_at"	"A"	"A"	"A"
"211223_at"	"A"	"A"	"A"
"211224_s_at"	"A"	"A"	"A"
"211225_at"	"A"	"A"	"A"
"211226_at"	"A"	"A"	"A"
"211227_s_at"	"A"	"A"	"A"
"211228_s_at"	"P"	"P"	"P"
"211230_s_at"	"P"	"P"	"P"
