"GSM556748.CEL.gz"	"GSM556750.CEL.gz"	"GSM556751.CEL.gz"
"206181_at"	"A"	"A"	"A"
"206182_at"	"P"	"P"	"P"
"206183_s_at"	"A"	"P"	"P"
"206184_at"	"P"	"P"	"P"
"206185_at"	"A"	"A"	"A"
"206186_at"	"A"	"A"	"A"
"206187_at"	"A"	"A"	"A"
"206188_at"	"P"	"P"	"P"
"206189_at"	"A"	"A"	"A"
"206190_at"	"A"	"A"	"A"
"206191_at"	"A"	"A"	"A"
"206192_at"	"A"	"A"	"A"
"206193_s_at"	"A"	"A"	"A"
"206194_at"	"P"	"P"	"P"
"206195_x_at"	"A"	"A"	"A"
"206196_s_at"	"A"	"A"	"A"
"206197_at"	"P"	"P"	"P"
"206198_s_at"	"A"	"A"	"A"
"206199_at"	"A"	"A"	"A"
"206200_s_at"	"P"	"P"	"P"
"206201_s_at"	"A"	"A"	"A"
"206202_at"	"A"	"A"	"A"
"206203_at"	"A"	"A"	"A"
"206204_at"	"P"	"P"	"P"
"206205_at"	"P"	"P"	"P"
"206206_at"	"A"	"A"	"A"
"206207_at"	"A"	"A"	"A"
"206208_at"	"A"	"A"	"A"
"206209_s_at"	"A"	"A"	"A"
"206210_s_at"	"A"	"A"	"A"
"206211_at"	"A"	"A"	"A"
"206212_at"	"A"	"A"	"A"
"206213_at"	"A"	"A"	"M"
"206214_at"	"A"	"A"	"A"
"206215_at"	"A"	"A"	"A"
"206216_at"	"A"	"A"	"A"
"206217_at"	"A"	"A"	"A"
"206218_at"	"A"	"P"	"A"
"206219_s_at"	"A"	"A"	"A"
"206220_s_at"	"M"	"P"	"P"
"206221_at"	"A"	"A"	"A"
"206222_at"	"A"	"A"	"P"
"206223_at"	"A"	"A"	"A"
"206224_at"	"A"	"A"	"A"
"206225_at"	"A"	"P"	"A"
"206226_at"	"A"	"A"	"A"
"206227_at"	"A"	"A"	"P"
"206228_at"	"A"	"A"	"A"
"206229_x_at"	"A"	"A"	"A"
"206230_at"	"A"	"A"	"A"
"206231_at"	"A"	"A"	"A"
"206232_s_at"	"P"	"P"	"P"
"206233_at"	"P"	"P"	"P"
"206234_s_at"	"A"	"A"	"A"
"206235_at"	"P"	"P"	"P"
"206236_at"	"A"	"A"	"A"
"206237_s_at"	"P"	"P"	"P"
"206238_s_at"	"P"	"P"	"P"
"206239_s_at"	"A"	"P"	"P"
"206240_s_at"	"P"	"P"	"P"
"206241_at"	"P"	"P"	"P"
"206242_at"	"A"	"A"	"A"
"206243_at"	"P"	"P"	"P"
"206244_at"	"A"	"A"	"A"
"206245_s_at"	"P"	"P"	"P"
"206246_at"	"A"	"A"	"A"
"206247_at"	"P"	"P"	"P"
"206248_at"	"A"	"A"	"A"
"206249_at"	"A"	"A"	"A"
"206250_x_at"	"A"	"A"	"A"
"206251_s_at"	"A"	"A"	"A"
"206252_s_at"	"A"	"A"	"A"
"206253_at"	"A"	"P"	"A"
"206254_at"	"A"	"A"	"P"
"206255_at"	"P"	"P"	"P"
"206256_at"	"A"	"A"	"A"
"206257_at"	"P"	"P"	"P"
"206258_at"	"A"	"A"	"P"
"206259_at"	"A"	"A"	"A"
"206260_at"	"A"	"A"	"A"
"206261_at"	"A"	"A"	"A"
"206262_at"	"A"	"A"	"A"
"206263_at"	"P"	"P"	"P"
"206264_at"	"P"	"A"	"A"
"206265_s_at"	"A"	"A"	"A"
"206266_at"	"A"	"A"	"A"
"206267_s_at"	"A"	"A"	"A"
"206268_at"	"A"	"A"	"M"
"206269_at"	"A"	"A"	"A"
"206270_at"	"A"	"A"	"A"
"206271_at"	"P"	"P"	"P"
"206272_at"	"P"	"P"	"P"
"206273_at"	"A"	"A"	"A"
"206274_s_at"	"A"	"A"	"P"
"206275_s_at"	"A"	"P"	"P"
"206276_at"	"A"	"A"	"A"
"206277_at"	"A"	"A"	"A"
"206278_at"	"A"	"A"	"A"
"206279_at"	"A"	"A"	"P"
"206280_at"	"A"	"A"	"P"
"206281_at"	"A"	"A"	"A"
"206282_at"	"A"	"A"	"A"
"206283_s_at"	"A"	"A"	"A"
"206284_x_at"	"P"	"P"	"P"
"206285_at"	"A"	"A"	"A"
"206286_s_at"	"A"	"A"	"A"
"206287_s_at"	"A"	"A"	"A"
"206288_at"	"P"	"P"	"P"
"206289_at"	"P"	"A"	"P"
"206290_s_at"	"P"	"P"	"A"
"206291_at"	"A"	"A"	"A"
"206292_s_at"	"A"	"A"	"A"
"206293_at"	"A"	"A"	"A"
"206294_at"	"A"	"A"	"A"
"206295_at"	"A"	"A"	"A"
"206296_x_at"	"A"	"A"	"A"
"206297_at"	"A"	"A"	"A"
"206298_at"	"P"	"P"	"P"
"206299_at"	"A"	"A"	"A"
"206300_s_at"	"P"	"P"	"P"
"206301_at"	"A"	"A"	"A"
"206302_s_at"	"P"	"P"	"P"
"206303_s_at"	"P"	"P"	"M"
"206304_at"	"A"	"A"	"A"
"206305_s_at"	"A"	"A"	"A"
"206306_at"	"A"	"A"	"A"
"206307_s_at"	"P"	"P"	"P"
"206308_at"	"P"	"P"	"P"
"206309_at"	"A"	"A"	"A"
"206310_at"	"A"	"A"	"A"
"206311_s_at"	"A"	"A"	"A"
"206312_at"	"A"	"A"	"A"
"206313_at"	"A"	"A"	"A"
"206314_at"	"P"	"A"	"P"
"206315_at"	"A"	"A"	"A"
"206316_s_at"	"P"	"P"	"P"
"206317_s_at"	"A"	"A"	"A"
"206318_at"	"A"	"A"	"A"
"206319_s_at"	"A"	"A"	"A"
"206320_s_at"	"A"	"A"	"A"
"206321_at"	"A"	"A"	"A"
"206322_at"	"A"	"A"	"A"
"206323_x_at"	"P"	"P"	"P"
"206324_s_at"	"A"	"A"	"A"
"206325_at"	"A"	"A"	"A"
"206326_at"	"A"	"A"	"A"
"206327_s_at"	"A"	"A"	"A"
"206328_at"	"A"	"A"	"A"
"206329_at"	"A"	"A"	"A"
"206330_s_at"	"A"	"P"	"P"
"206331_at"	"P"	"A"	"P"
"206332_s_at"	"P"	"P"	"P"
"206333_at"	"A"	"A"	"A"
"206334_at"	"A"	"A"	"A"
"206335_at"	"P"	"P"	"P"
"206336_at"	"P"	"A"	"A"
"206337_at"	"A"	"A"	"A"
"206338_at"	"A"	"A"	"A"
"206339_at"	"A"	"A"	"M"
"206340_at"	"A"	"A"	"A"
"206341_at"	"A"	"A"	"A"
"206342_x_at"	"P"	"P"	"P"
"206343_s_at"	"P"	"P"	"P"
"206344_at"	"A"	"A"	"A"
"206345_s_at"	"A"	"M"	"A"
"206346_at"	"P"	"P"	"P"
"206347_at"	"P"	"A"	"P"
"206348_s_at"	"A"	"A"	"P"
"206349_at"	"A"	"A"	"A"
"206350_at"	"A"	"A"	"A"
"206351_s_at"	"P"	"P"	"P"
"206352_s_at"	"M"	"M"	"P"
"206353_at"	"A"	"P"	"P"
"206354_at"	"A"	"A"	"A"
"206355_at"	"A"	"A"	"P"
"206356_s_at"	"A"	"A"	"A"
"206357_at"	"P"	"P"	"P"
"206358_at"	"A"	"A"	"A"
"206359_at"	"A"	"A"	"P"
"206360_s_at"	"A"	"P"	"P"
"206361_at"	"A"	"A"	"A"
"206362_x_at"	"A"	"A"	"A"
"206363_at"	"A"	"A"	"A"
"206364_at"	"P"	"P"	"P"
"206365_at"	"A"	"A"	"A"
"206366_x_at"	"A"	"A"	"A"
"206367_at"	"A"	"A"	"A"
"206368_at"	"A"	"A"	"M"
"206369_s_at"	"A"	"A"	"A"
"206370_at"	"A"	"A"	"A"
"206371_at"	"P"	"P"	"A"
"206372_at"	"A"	"A"	"A"
"206373_at"	"P"	"P"	"P"
"206374_at"	"P"	"A"	"A"
"206375_s_at"	"A"	"A"	"A"
"206376_at"	"P"	"P"	"P"
"206377_at"	"A"	"A"	"A"
"206378_at"	"A"	"A"	"A"
"206379_at"	"A"	"A"	"P"
"206380_s_at"	"A"	"A"	"A"
"206381_at"	"P"	"A"	"A"
"206382_s_at"	"P"	"P"	"P"
"206383_s_at"	"P"	"P"	"P"
"206384_at"	"A"	"A"	"A"
"206385_s_at"	"P"	"P"	"P"
"206386_at"	"A"	"A"	"A"
"206387_at"	"A"	"A"	"A"
"206388_at"	"A"	"A"	"A"
"206389_s_at"	"A"	"A"	"A"
"206390_x_at"	"A"	"A"	"A"
"206391_at"	"M"	"A"	"A"
"206392_s_at"	"P"	"P"	"P"
"206393_at"	"A"	"A"	"A"
"206394_at"	"A"	"A"	"A"
"206395_at"	"P"	"P"	"M"
"206396_at"	"P"	"P"	"P"
"206397_x_at"	"A"	"A"	"A"
"206398_s_at"	"A"	"A"	"A"
"206399_x_at"	"A"	"A"	"A"
"206400_at"	"A"	"A"	"A"
"206401_s_at"	"A"	"A"	"A"
"206402_s_at"	"A"	"A"	"A"
"206403_at"	"A"	"A"	"A"
"206404_at"	"A"	"A"	"A"
"206405_x_at"	"A"	"P"	"P"
"206406_at"	"A"	"A"	"A"
"206407_s_at"	"A"	"A"	"A"
"206408_at"	"A"	"A"	"P"
"206409_at"	"A"	"A"	"A"
"206410_at"	"A"	"A"	"A"
"206411_s_at"	"A"	"P"	"P"
"206412_at"	"P"	"P"	"P"
"206413_s_at"	"A"	"A"	"A"
"206414_s_at"	"P"	"P"	"P"
"206415_at"	"A"	"A"	"A"
"206416_at"	"A"	"A"	"A"
"206417_at"	"A"	"A"	"A"
"206418_at"	"A"	"A"	"A"
"206419_at"	"A"	"A"	"A"
"206420_at"	"A"	"A"	"A"
"206421_s_at"	"P"	"P"	"P"
"206422_at"	"A"	"A"	"A"
"206423_at"	"A"	"A"	"A"
"206424_at"	"A"	"A"	"A"
"206425_s_at"	"P"	"A"	"A"
"206426_at"	"A"	"A"	"P"
"206427_s_at"	"A"	"A"	"A"
"206428_s_at"	"A"	"A"	"A"
"206429_at"	"P"	"P"	"P"
"206430_at"	"A"	"A"	"A"
"206431_x_at"	"A"	"A"	"A"
"206432_at"	"M"	"P"	"P"
"206433_s_at"	"A"	"A"	"A"
"206434_at"	"A"	"A"	"A"
"206435_at"	"A"	"A"	"P"
"206436_at"	"A"	"A"	"A"
"206437_at"	"A"	"A"	"A"
"206438_x_at"	"P"	"P"	"M"
"206439_at"	"A"	"A"	"P"
"206440_at"	"A"	"A"	"A"
"206441_s_at"	"P"	"P"	"P"
"206442_at"	"A"	"A"	"A"
"206443_at"	"A"	"A"	"A"
"206444_at"	"A"	"A"	"A"
"206445_s_at"	"P"	"P"	"P"
"206446_s_at"	"A"	"A"	"A"
"206447_at"	"A"	"A"	"A"
"206448_at"	"P"	"P"	"P"
"206449_s_at"	"A"	"A"	"A"
"206450_at"	"A"	"A"	"A"
"206451_at"	"P"	"P"	"P"
"206452_x_at"	"P"	"P"	"P"
"206453_s_at"	"A"	"A"	"A"
"206454_s_at"	"A"	"A"	"A"
"206455_s_at"	"A"	"A"	"A"
"206456_at"	"A"	"A"	"A"
"206457_s_at"	"A"	"A"	"A"
"206458_s_at"	"A"	"A"	"A"
"206459_s_at"	"A"	"A"	"A"
"206460_at"	"A"	"A"	"A"
"206461_x_at"	"P"	"P"	"P"
"206462_s_at"	"A"	"A"	"A"
"206463_s_at"	"A"	"A"	"A"
"206464_at"	"A"	"A"	"A"
"206465_at"	"A"	"A"	"A"
"206466_at"	"A"	"A"	"A"
"206467_x_at"	"A"	"P"	"P"
"206468_s_at"	"P"	"P"	"P"
"206469_x_at"	"P"	"P"	"P"
"206470_at"	"A"	"A"	"A"
"206471_s_at"	"P"	"A"	"A"
"206472_s_at"	"P"	"P"	"P"
"206473_at"	"P"	"P"	"P"
"206474_at"	"P"	"P"	"P"
"206475_x_at"	"A"	"A"	"A"
"206476_s_at"	"A"	"A"	"A"
"206477_s_at"	"A"	"M"	"A"
"206478_at"	"A"	"A"	"A"
"206479_at"	"A"	"A"	"A"
"206480_at"	"A"	"A"	"A"
"206481_s_at"	"A"	"M"	"P"
"206482_at"	"A"	"A"	"A"
"206483_at"	"P"	"P"	"P"
"206484_s_at"	"A"	"A"	"A"
"206485_at"	"A"	"A"	"A"
"206486_at"	"A"	"A"	"A"
"206487_at"	"A"	"A"	"A"
"206488_s_at"	"A"	"A"	"A"
"206489_s_at"	"A"	"A"	"P"
"206490_at"	"A"	"A"	"A"
"206491_s_at"	"P"	"P"	"P"
"206492_at"	"P"	"P"	"P"
"206493_at"	"A"	"M"	"A"
"206494_s_at"	"A"	"A"	"A"
"206495_s_at"	"M"	"M"	"A"
"206496_at"	"A"	"A"	"A"
"206497_at"	"P"	"P"	"P"
"206498_at"	"P"	"P"	"P"
"206499_s_at"	"P"	"P"	"P"
"206500_s_at"	"P"	"P"	"P"
"206501_x_at"	"P"	"P"	"P"
"206502_s_at"	"A"	"A"	"A"
"206503_x_at"	"P"	"P"	"P"
"206504_at"	"A"	"A"	"A"
"206505_at"	"M"	"P"	"A"
"206506_s_at"	"P"	"P"	"P"
"206507_at"	"P"	"P"	"P"
"206508_at"	"P"	"P"	"P"
"206509_at"	"A"	"A"	"A"
"206510_at"	"A"	"A"	"A"
"206511_s_at"	"A"	"A"	"A"
"206512_at"	"A"	"A"	"A"
"206513_at"	"P"	"P"	"P"
"206514_s_at"	"A"	"A"	"A"
"206515_at"	"A"	"A"	"A"
"206516_at"	"A"	"A"	"A"
"206517_at"	"A"	"A"	"A"
"206518_s_at"	"A"	"A"	"A"
"206519_x_at"	"A"	"A"	"A"
"206520_x_at"	"A"	"A"	"A"
"206521_s_at"	"A"	"A"	"A"
"206522_at"	"A"	"A"	"A"
"206523_at"	"A"	"A"	"A"
"206524_at"	"A"	"A"	"A"
"206525_at"	"A"	"A"	"A"
"206526_at"	"A"	"A"	"A"
"206527_at"	"P"	"A"	"A"
"206528_at"	"A"	"A"	"A"
"206529_x_at"	"P"	"P"	"P"
"206530_at"	"A"	"A"	"A"
"206531_at"	"A"	"A"	"A"
"206532_at"	"M"	"P"	"P"
"206533_at"	"P"	"P"	"P"
"206534_at"	"A"	"A"	"A"
"206535_at"	"A"	"A"	"A"
"206536_s_at"	"P"	"P"	"P"
"206537_at"	"A"	"P"	"A"
"206538_at"	"A"	"P"	"M"
"206539_s_at"	"A"	"A"	"A"
"206540_at"	"P"	"P"	"P"
"206541_at"	"A"	"A"	"A"
"206542_s_at"	"P"	"P"	"P"
"206543_at"	"P"	"P"	"P"
"206544_x_at"	"P"	"P"	"P"
"206545_at"	"A"	"M"	"P"
"206546_at"	"A"	"A"	"A"
"206547_s_at"	"A"	"A"	"A"
"206548_at"	"A"	"A"	"A"
"206549_at"	"A"	"A"	"A"
"206550_s_at"	"P"	"P"	"P"
"206551_x_at"	"P"	"P"	"A"
"206552_s_at"	"A"	"A"	"A"
"206553_at"	"A"	"A"	"A"
"206554_x_at"	"P"	"P"	"P"
"206555_s_at"	"P"	"P"	"P"
"206556_at"	"A"	"A"	"A"
"206557_at"	"A"	"A"	"A"
"206558_at"	"A"	"A"	"A"
"206559_x_at"	"P"	"P"	"P"
"206560_s_at"	"A"	"A"	"A"
"206561_s_at"	"P"	"P"	"P"
"206562_s_at"	"P"	"P"	"P"
"206563_s_at"	"A"	"A"	"A"
"206564_at"	"A"	"A"	"A"
"206565_x_at"	"P"	"P"	"P"
"206566_at"	"M"	"P"	"P"
"206567_s_at"	"P"	"P"	"P"
"206568_at"	"A"	"A"	"A"
"206569_at"	"A"	"P"	"A"
"206570_s_at"	"A"	"A"	"A"
"206571_s_at"	"P"	"P"	"P"
"206572_x_at"	"A"	"A"	"P"
"206573_at"	"P"	"P"	"P"
"206574_s_at"	"A"	"A"	"A"
"206575_at"	"A"	"A"	"A"
"206576_s_at"	"A"	"A"	"P"
"206577_at"	"A"	"A"	"A"
"206578_at"	"A"	"A"	"A"
"206579_at"	"P"	"P"	"P"
"206580_s_at"	"P"	"P"	"P"
"206581_at"	"A"	"A"	"A"
"206582_s_at"	"A"	"A"	"P"
"206583_at"	"P"	"P"	"P"
"206584_at"	"P"	"P"	"P"
"206585_at"	"A"	"A"	"A"
"206586_at"	"A"	"P"	"M"
"206587_at"	"P"	"P"	"P"
"206588_at"	"A"	"P"	"A"
"206589_at"	"A"	"A"	"A"
"206590_x_at"	"P"	"P"	"M"
"206591_at"	"A"	"A"	"A"
"206592_s_at"	"P"	"P"	"P"
"206593_s_at"	"P"	"P"	"P"
"206594_at"	"A"	"A"	"A"
"206595_at"	"A"	"A"	"A"
"206596_s_at"	"A"	"A"	"A"
"206597_at"	"A"	"A"	"A"
"206598_at"	"A"	"A"	"A"
"206599_at"	"A"	"A"	"A"
"206600_s_at"	"A"	"A"	"A"
"206601_s_at"	"A"	"A"	"A"
"206602_s_at"	"A"	"A"	"A"
"206603_at"	"A"	"A"	"A"
"206604_at"	"A"	"A"	"A"
"206605_at"	"A"	"A"	"A"
"206606_at"	"A"	"A"	"A"
"206607_at"	"A"	"A"	"A"
"206608_s_at"	"A"	"A"	"A"
"206609_at"	"A"	"A"	"P"
"206610_s_at"	"A"	"A"	"A"
"206611_at"	"P"	"P"	"A"
"206612_at"	"A"	"A"	"A"
"206613_s_at"	"P"	"P"	"P"
"206614_at"	"P"	"P"	"P"
"206615_s_at"	"A"	"M"	"A"
"206616_s_at"	"A"	"A"	"A"
"206617_s_at"	"A"	"A"	"A"
"206618_at"	"A"	"A"	"A"
"206619_at"	"A"	"A"	"A"
"206620_at"	"A"	"A"	"A"
"206621_s_at"	"P"	"P"	"P"
"206622_at"	"A"	"A"	"P"
"206623_at"	"A"	"A"	"A"
"206624_at"	"A"	"A"	"A"
"206625_at"	"A"	"A"	"A"
"206626_x_at"	"A"	"A"	"P"
"206627_s_at"	"A"	"A"	"P"
"206628_at"	"A"	"A"	"A"
"206629_at"	"A"	"A"	"A"
"206630_at"	"A"	"A"	"A"
"206631_at"	"P"	"P"	"P"
"206632_s_at"	"P"	"P"	"P"
"206633_at"	"A"	"A"	"A"
"206634_at"	"A"	"A"	"A"
"206635_at"	"M"	"A"	"A"
"206636_at"	"P"	"P"	"P"
"206637_at"	"A"	"A"	"A"
"206638_at"	"A"	"A"	"A"
"206639_x_at"	"P"	"A"	"M"
"206640_x_at"	"A"	"A"	"M"
"206641_at"	"A"	"A"	"A"
"206642_at"	"A"	"A"	"A"
"206643_at"	"A"	"A"	"A"
"206644_at"	"P"	"P"	"P"
"206645_s_at"	"P"	"P"	"P"
"206646_at"	"A"	"A"	"A"
"206647_at"	"A"	"A"	"A"
"206648_at"	"A"	"A"	"A"
"206649_s_at"	"P"	"P"	"P"
"206650_at"	"A"	"P"	"M"
"206651_s_at"	"A"	"A"	"P"
"206652_at"	"P"	"P"	"P"
"206653_at"	"P"	"P"	"P"
"206654_s_at"	"P"	"P"	"P"
"206655_s_at"	"A"	"A"	"A"
"206656_s_at"	"P"	"P"	"P"
"206657_s_at"	"A"	"A"	"A"
"206658_at"	"A"	"A"	"A"
"206659_at"	"P"	"P"	"P"
"206660_at"	"A"	"A"	"A"
"206661_at"	"A"	"A"	"A"
"206662_at"	"P"	"P"	"P"
"206663_at"	"P"	"A"	"A"
"206664_at"	"A"	"A"	"A"
"206665_s_at"	"P"	"P"	"P"
"206666_at"	"A"	"A"	"A"
"206667_s_at"	"P"	"P"	"P"
"206668_s_at"	"P"	"P"	"P"
"206669_at"	"P"	"P"	"P"
"206670_s_at"	"P"	"P"	"P"
"206671_at"	"A"	"A"	"A"
"206672_at"	"A"	"A"	"A"
"206673_at"	"P"	"P"	"P"
"206674_at"	"A"	"A"	"A"
"206675_s_at"	"P"	"P"	"P"
"206676_at"	"A"	"A"	"A"
"206677_at"	"A"	"A"	"A"
"206678_at"	"A"	"A"	"A"
"206679_at"	"A"	"A"	"A"
"206680_at"	"A"	"A"	"A"
"206681_x_at"	"A"	"A"	"A"
"206682_at"	"P"	"A"	"A"
"206683_at"	"A"	"P"	"P"
"206684_s_at"	"A"	"A"	"A"
"206685_at"	"P"	"P"	"P"
"206686_at"	"P"	"P"	"P"
"206687_s_at"	"P"	"P"	"M"
"206688_s_at"	"P"	"P"	"P"
"206689_x_at"	"P"	"P"	"P"
"206690_at"	"A"	"A"	"A"
"206691_s_at"	"A"	"A"	"A"
"206692_at"	"A"	"A"	"A"
"206693_at"	"P"	"P"	"P"
"206694_at"	"A"	"A"	"A"
"206695_x_at"	"A"	"A"	"A"
"206696_at"	"A"	"A"	"A"
"206697_s_at"	"A"	"A"	"A"
"206698_at"	"P"	"P"	"P"
"206699_x_at"	"A"	"A"	"A"
"206700_s_at"	"A"	"A"	"P"
"206701_x_at"	"A"	"A"	"P"
"206702_at"	"M"	"A"	"M"
"206703_at"	"A"	"A"	"M"
"206704_at"	"A"	"P"	"M"
"206705_at"	"A"	"A"	"A"
"206706_at"	"A"	"A"	"A"
"206707_x_at"	"A"	"A"	"A"
"206708_at"	"M"	"P"	"P"
"206709_x_at"	"A"	"A"	"A"
"206710_s_at"	"A"	"A"	"A"
"206711_at"	"A"	"A"	"A"
"206712_at"	"A"	"A"	"A"
"206713_at"	"P"	"P"	"P"
"206714_at"	"A"	"A"	"A"
"206715_at"	"A"	"A"	"A"
"206716_at"	"A"	"A"	"A"
"206717_at"	"A"	"A"	"A"
"206718_at"	"A"	"A"	"A"
"206719_at"	"A"	"A"	"A"
"206720_at"	"A"	"A"	"A"
"206721_at"	"A"	"P"	"P"
"206722_s_at"	"A"	"A"	"A"
"206723_s_at"	"A"	"A"	"A"
"206724_at"	"A"	"P"	"P"
"206725_x_at"	"A"	"A"	"A"
"206726_at"	"A"	"A"	"A"
"206727_at"	"A"	"A"	"A"
"206728_at"	"A"	"A"	"A"
"206729_at"	"P"	"A"	"A"
"206730_at"	"A"	"A"	"A"
"206731_at"	"A"	"A"	"A"
"206732_at"	"A"	"A"	"A"
"206733_at"	"A"	"A"	"A"
"206734_at"	"P"	"P"	"P"
"206735_at"	"A"	"A"	"A"
"206736_x_at"	"A"	"A"	"A"
"206737_at"	"A"	"A"	"A"
"206738_at"	"A"	"A"	"A"
"206739_at"	"P"	"P"	"A"
"206740_x_at"	"A"	"A"	"A"
"206741_at"	"A"	"A"	"A"
"206742_at"	"A"	"A"	"A"
"206743_s_at"	"A"	"A"	"A"
"206744_s_at"	"P"	"P"	"P"
"206745_at"	"M"	"A"	"A"
"206746_at"	"P"	"P"	"P"
"206747_at"	"A"	"A"	"A"
"206748_s_at"	"P"	"P"	"P"
"206749_at"	"A"	"A"	"A"
"206750_at"	"A"	"P"	"M"
"206751_s_at"	"A"	"A"	"P"
"206752_s_at"	"P"	"P"	"P"
"206753_at"	"A"	"A"	"A"
"206754_s_at"	"A"	"A"	"A"
"206755_at"	"A"	"A"	"A"
"206756_at"	"P"	"P"	"P"
"206757_at"	"A"	"M"	"P"
"206758_at"	"A"	"A"	"A"
"206759_at"	"A"	"A"	"A"
"206760_s_at"	"A"	"A"	"A"
"206761_at"	"A"	"A"	"A"
"206762_at"	"A"	"A"	"A"
"206763_at"	"A"	"A"	"A"
"206764_x_at"	"A"	"A"	"A"
"206765_at"	"P"	"A"	"P"
"206766_at"	"P"	"P"	"P"
"206767_at"	"P"	"P"	"P"
"206768_at"	"A"	"A"	"A"
"206769_at"	"A"	"A"	"A"
"206770_s_at"	"P"	"P"	"P"
"206771_at"	"A"	"A"	"A"
"206772_at"	"A"	"A"	"A"
"206773_at"	"A"	"P"	"A"
"206774_at"	"A"	"A"	"A"
"206775_at"	"A"	"A"	"A"
"206776_x_at"	"A"	"P"	"A"
"206777_s_at"	"P"	"P"	"P"
"206778_at"	"A"	"A"	"A"
"206779_s_at"	"A"	"A"	"A"
"206780_at"	"A"	"A"	"A"
"206781_at"	"A"	"A"	"A"
"206782_s_at"	"P"	"P"	"P"
"206783_at"	"A"	"A"	"A"
"206784_at"	"A"	"A"	"A"
"206785_s_at"	"P"	"P"	"P"
"206786_at"	"A"	"A"	"A"
"206787_at"	"A"	"A"	"A"
"206788_s_at"	"P"	"P"	"P"
"206789_s_at"	"A"	"P"	"P"
"206790_s_at"	"P"	"P"	"P"
"206791_s_at"	"A"	"P"	"A"
"206792_x_at"	"P"	"P"	"P"
"206793_at"	"A"	"A"	"A"
"206794_at"	"A"	"A"	"A"
"206795_at"	"A"	"A"	"M"
"206796_at"	"P"	"A"	"P"
"206797_at"	"A"	"A"	"A"
"206798_x_at"	"A"	"A"	"A"
"206799_at"	"A"	"A"	"M"
"206800_at"	"A"	"A"	"A"
"206801_at"	"A"	"A"	"A"
"206802_at"	"A"	"A"	"A"
"206803_at"	"A"	"A"	"A"
"206804_at"	"A"	"A"	"A"
"206805_at"	"P"	"P"	"P"
"206806_at"	"P"	"P"	"P"
"206807_s_at"	"A"	"A"	"A"
"206808_at"	"A"	"A"	"M"
"206809_s_at"	"P"	"P"	"P"
"206810_at"	"A"	"A"	"A"
"206811_at"	"P"	"P"	"P"
"206812_at"	"A"	"A"	"A"
"206813_at"	"A"	"A"	"A"
"206814_at"	"M"	"P"	"A"
"206815_at"	"A"	"A"	"A"
"206816_s_at"	"P"	"P"	"P"
"206817_x_at"	"A"	"A"	"A"
"206818_s_at"	"P"	"P"	"P"
"206819_at"	"A"	"A"	"A"
"206820_at"	"A"	"A"	"A"
"206821_x_at"	"A"	"A"	"A"
"206822_s_at"	"A"	"M"	"A"
"206823_at"	"A"	"A"	"A"
"206824_at"	"A"	"A"	"A"
"206825_at"	"M"	"P"	"A"
"206826_at"	"A"	"M"	"A"
"206827_s_at"	"A"	"A"	"A"
"206828_at"	"A"	"A"	"A"
"206829_x_at"	"P"	"P"	"P"
"206830_at"	"A"	"A"	"A"
"206831_s_at"	"A"	"P"	"P"
"206832_s_at"	"A"	"A"	"A"
"206833_s_at"	"P"	"P"	"P"
"206834_at"	"A"	"A"	"A"
"206835_at"	"A"	"A"	"A"
"206836_at"	"A"	"A"	"A"
"206837_at"	"P"	"P"	"P"
"206838_at"	"A"	"A"	"A"
"206839_at"	"A"	"A"	"A"
"206840_at"	"A"	"A"	"A"
"206841_at"	"A"	"A"	"A"
"206842_at"	"A"	"A"	"A"
"206843_at"	"A"	"A"	"A"
"206844_at"	"A"	"A"	"A"
"206845_s_at"	"P"	"P"	"P"
"206846_s_at"	"P"	"P"	"P"
"206847_s_at"	"A"	"A"	"A"
"206848_at"	"P"	"A"	"A"
"206849_at"	"A"	"A"	"A"
"206850_at"	"A"	"A"	"A"
"206851_at"	"A"	"A"	"A"
"206852_at"	"A"	"A"	"A"
"206853_s_at"	"P"	"P"	"P"
"206854_s_at"	"P"	"P"	"P"
"206855_s_at"	"P"	"P"	"P"
"206856_at"	"A"	"A"	"A"
"206857_s_at"	"P"	"P"	"P"
"206858_s_at"	"P"	"P"	"P"
"206859_s_at"	"A"	"A"	"A"
"206860_s_at"	"P"	"P"	"P"
"206861_s_at"	"P"	"P"	"P"
"206862_at"	"A"	"A"	"A"
"206863_x_at"	"A"	"A"	"A"
"206864_s_at"	"A"	"P"	"A"
"206865_at"	"A"	"A"	"A"
"206866_at"	"A"	"A"	"A"
"206867_at"	"A"	"A"	"A"
"206868_at"	"P"	"P"	"P"
"206869_at"	"A"	"A"	"A"
"206870_at"	"P"	"P"	"P"
"206871_at"	"M"	"A"	"A"
"206872_at"	"A"	"A"	"A"
"206873_at"	"A"	"A"	"A"
"206874_s_at"	"P"	"P"	"P"
"206875_s_at"	"P"	"P"	"P"
"206876_at"	"A"	"A"	"A"
"206877_at"	"A"	"A"	"A"
"206878_at"	"A"	"A"	"A"
"206879_s_at"	"P"	"P"	"P"
"206880_at"	"A"	"A"	"A"
"206881_s_at"	"A"	"A"	"A"
"206882_at"	"A"	"A"	"A"
"206883_x_at"	"A"	"A"	"A"
"206884_s_at"	"A"	"A"	"A"
"206885_x_at"	"A"	"A"	"A"
"206886_x_at"	"A"	"A"	"A"
"206887_at"	"M"	"A"	"A"
